,random_sampling,training_utility_sampling,density_weighted_sampling,margin_sampling,expected_error_reduction,random_meta_sampling,random_sampling_choice,perfect_meta_sampling,perfect_sampling_choice,meta_sampling,meta_sampling_choice
0,0.44673277824292423,0.3324432576769025,0.3816734029076431,0.4422843311250502,0.4422843311250502,0.3324432576769025,training_utility_sampling,0.4422843311250502,margin_sampling,0.4422843311250502,margin_sampling
1,0.34414840392162965,0.3324432576769025,0.3324432576769025,0.35863768584356814,0.3324432576769025,0.38221168217780344,density_weighted_sampling,0.35863768584356814,margin_sampling,0.35863768584356814,margin_sampling
2,0.4960977812177503,0.3324432576769025,0.3324432576769025,0.33422103861517977,0.5001609651129297,0.3324432576769025,density_weighted_sampling,0.4222952600591975,training_utility_sampling,0.33422103861517977,margin_sampling
3,0.3881405253319458,0.3324432576769025,0.38609842719431764,0.33422103861517977,0.3403136940322138,0.3324432576769025,density_weighted_sampling,0.47480494214680125,density_weighted_sampling,0.33422103861517977,margin_sampling
4,0.3708777270421106,0.3324432576769025,0.3324432576769025,0.3493330015190871,0.3324432576769025,0.3350362035844715,training_utility_sampling,0.4792003100574898,margin_sampling,0.3493330015190871,margin_sampling
5,0.4326247446811351,0.3324432576769025,0.3833355802887088,0.4417468289030654,0.34511434511434513,0.42972949638980146,expected_error_reduction,0.43006878480183425,training_utility_sampling,0.4417468289030654,margin_sampling
6,0.3700396825396825,0.3297587131367292,0.44321938036699104,0.47255631603428805,0.40952380952380946,0.524812030075188,expected_error_reduction,0.5076007797334154,margin_sampling,0.47255631603428805,margin_sampling
7,0.35667819499341236,0.3315508021390374,0.4810846332931291,0.43289053426248547,0.35451759911654457,0.49535945438693696,expected_error_reduction,0.5097141694639407,margin_sampling,0.43289053426248547,margin_sampling
8,0.3773825256799889,0.3849938499384994,0.45571580560222474,0.3622830267641842,0.3427633267173254,0.5339832233960422,expected_error_reduction,0.5035481112538551,training_utility_sampling,0.3622830267641842,margin_sampling
9,0.3904104244694132,0.4447579690884928,0.46582739006150203,0.41474303135888496,0.3324432576769025,0.5308742128315121,expected_error_reduction,0.5158760642724538,margin_sampling,0.41474303135888496,margin_sampling
