query_number,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,cat_to_num,cohesiveness.mean,cohesiveness.sd,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,g_mean.mean,g_mean.sd,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_attr,nr_bin,nr_cat,nr_cor_attr,nr_inst,nr_norm,nr_num,nr_outliers,num_to_cat,one_itemset.mean,one_itemset.sd,range.mean,range.sd,sd.mean,sd.sd,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t2,t3,t4,t_mean.mean,t_mean.sd,two_itemset.mean,two_itemset.sd,var.mean,var.sd,wg_dist.mean,wg_dist.sd,ch,int,nre,pb,sc,sil,vdb,vdu,dataset_id,estimator,best_strategy,best_score
0.0,0.027633983493165024,0.07325709140922242,1.2368592470712696,0.986597440303649,0.017391304347826087,0.0,640.3894648829431,94.5129945949435,0.10056875274395605,0.13558367629068996,18.252741694502905,36.68280271640169,183.58337526419893,308.3155907778865,15.671652195699993,33.115311176014174,15.135006321902834,32.25786688102874,57.5,6.0576923076923075,9.929075408190759,40.338110137291,44.273818990739485,1.653669230769231,5.2430726951107,100.03846153846153,51.774496246110026,19.615307435039878,32.532567500618576,15.538461538461538,32.195938587630295,12.73076923076923,29.351058164649114,26.0,0.0,0.0,0.033846153846153845,1495.0,0.0,26.0,26.0,,0.23008849557522124,0.29719006473380283,87.3076923076923,36.24446907407444,11.370967033820866,7.513711688583501,5.138601710578981,3.244971230942906,0.021486103562320495,0.01242370633708374,0.017391304347826087,0.008026755852842809,0.46153846153846156,16.276648657919562,32.084589780781585,0.3595635642254918,0.2902865916915148,183.58337526419888,226.97488473620504,0.8261349894147149,0.18939764236319126,331.19046312381795,103.89038704968081,0.6481682569196978,-0.33128794656133276,0.0,0.18766874921002272,1.9424494045087037,3.253350552987033e-08,44383.0,RandomForestClassifier,uncertainty_sampling,0.686
1.0,0.025396149743998925,0.06469021197886611,1.2365474486640644,0.9869305537407996,0.0174496644295302,0.0,639.0241610738256,93.97341446865784,0.1004789776971666,0.13614052959412132,18.242554543333263,36.74155021721984,183.4342194506399,308.4754484453654,15.67150179483243,33.1141167961298,15.135327946693012,32.25692908381361,57.30769230769231,6.038461538461538,9.893354412860257,40.891468961576074,45.08564650625041,1.653669230769231,5.2430726951107,100.03846153846153,51.774496246110026,19.61497160557563,32.530970084239044,15.538461538461538,32.195938587630295,12.73076923076923,29.351058164649114,26.0,0.0,0.0,0.033846153846153845,1490.0,0.0,26.0,26.0,,0.23008849557522124,0.2972526508628262,87.3076923076923,36.24446907407444,11.358844263206283,7.522453822594093,5.161231387771822,3.276998248588915,0.02164202265547623,0.01263565909628431,0.0174496644295302,0.008053691275167786,0.46153846153846156,16.28002925486147,32.08423847977244,0.3595635642254918,0.2903737510393212,183.4342194506401,226.96708481661628,0.8249757531618387,0.18912303400225072,330.3573625622717,103.85866645805555,0.6480676064500482,-0.33151177380196356,0.0,0.18782878710812234,1.9416810258080077,3.275923385900385e-08,44383.0,RandomForestClassifier,consensus_entropy_sampling,0.696
2.0,0.030984292658819888,0.06578464185725037,1.2364227750808818,0.9867478357848483,0.017508417508417508,0.0,636.806734006734,93.7373055247575,0.10052667877540283,0.1362134550654438,18.264212208476355,36.790366731245825,183.48123605953785,308.79231642488014,15.669759450317219,33.11160371510888,15.133201280501366,32.25438473730788,57.11538461538461,6.038461538461538,9.893354412860257,40.90199393162602,45.000041106063094,1.653669230769231,5.2430726951107,100.03846153846153,51.774496246110026,19.612639212639213,32.529528929713045,15.538461538461538,32.195938587630295,12.73076923076923,29.351058164649114,26.0,0.0,0.0,0.033846153846153845,1485.0,0.0,26.0,26.0,,0.23008849557522124,0.29726871653147574,87.3076923076923,36.24446907407444,11.359718513129234,7.524330708872861,5.16243615620749,3.2758832853424282,0.02167349064620164,0.01262592675085728,0.017508417508417508,0.00808080808080808,0.46153846153846156,16.277216610549942,32.08361132552512,0.3595635642254918,0.29040112818078195,183.48123605953793,227.14764216819336,0.824861509009545,0.18931619499315333,330.14961644560833,103.97193030195916,0.6467140777729967,-0.3334994133097811,0.0,0.18901563352892886,1.9364120679691634,3.307544268003671e-08,44383.0,RandomForestClassifier,consensus_entropy_sampling,0.846
3.0,0.028942836366291514,0.0586966089746518,1.2358395148199046,0.9868805383352534,0.01756756756756757,0.0,634.3168918918919,93.47438673938109,0.10052560947839129,0.1361945159393615,18.289092704656596,36.83321921568454,183.72165839774863,309.12494516273733,15.669486545386773,33.11260372231544,15.132480866663885,32.25527166523602,56.92307692307692,6.076923076923077,9.967639949047426,40.77096754549292,44.84859643283274,1.653669230769231,5.2430726951107,100.03846153846153,51.774496246110026,19.6133316008316,32.530998567628906,15.538461538461538,32.195938587630295,12.73076923076923,29.351058164649114,26.0,0.0,0.0,0.033846153846153845,1480.0,0.0,26.0,26.0,,0.23008849557522126,0.29734775028736515,87.3076923076923,36.24446907407444,11.369079777145362,7.526241476022356,5.155621587624907,3.2692075254595103,0.021671263446302366,0.012625955494290601,0.01756756756756757,0.008108108108108109,0.46153846153846156,16.273735273735273,32.08464499629213,0.3595635642254918,0.29050510146827896,183.72165839774868,227.3679087104938,0.8256194480090987,0.18936001265383698,329.0913023397905,104.0256428308433,0.6470273656213683,-0.3332941739398287,0.0,0.1889346969813362,1.9367467475044358,5.966055761101921e-08,44383.0,RandomForestClassifier,margin_sampling,0.86
4.0,0.026568076583315125,0.06381554317850642,1.235011633287664,0.9871609273056291,0.017627118644067796,0.0,631.8003389830509,93.22161835077704,0.10054794747697383,0.13621968766293113,18.337110180282654,36.930379723923835,184.0292735445682,309.79093563993547,15.670550758204019,33.114709477944245,15.132461967388897,32.25574535141153,56.73076923076923,6.0576923076923075,9.942159647759558,40.679676971,44.77950205541904,1.653669230769231,5.2430726951107,100.03846153846153,51.774496246110026,19.617392438070404,32.53403250518949,15.538461538461538,32.195938587630295,12.73076923076923,29.351058164649114,26.0,0.0,0.0,0.033846153846153845,1475.0,0.0,26.0,26.0,,0.23008849557522124,0.2974848717003641,87.3076923076923,36.24446907407444,11.3796476182446,7.53088370473972,5.151114288696318,3.2666352652721935,0.02168845933436301,0.012626197105631742,0.017627118644067796,0.008135593220338983,0.46153846153846156,16.274532811820947,32.086401655636294,0.3595635642254918,0.2906748319629864,184.0292735445683,227.76493491349393,0.8263333063024755,0.18947203630956652,328.84558432246376,104.15749274363779,0.6469204505195265,-0.33451652165697815,0.0,0.18953217793115582,1.9342496467969141,6.007941237531502e-08,44383.0,RandomForestClassifier,vote_entropy_sampling,0.898
5.0,0.03344797154053165,0.06505466444476514,1.235406892951701,0.9871014225413358,0.017687074829931974,0.0,629.6389455782313,92.97520348263987,0.10048794064908587,0.13619365723650262,18.30601826194163,36.8662373209429,183.8379366670478,308.964210427242,15.670050758585235,33.11435158501347,15.132857935865173,32.25675462546339,56.53846153846154,6.0576923076923075,9.935871298559501,40.5663925914676,44.60843187224534,1.682180769230769,5.376577681612662,100.03846153846153,51.774496246110026,19.614207221350078,32.532493158167156,15.51923076923077,32.15975148200955,12.73076923076923,29.351058164649114,26.0,0.0,0.0,0.033846153846153845,1470.0,0.0,26.0,26.0,,0.2300884955752212,0.29742055033872244,87.3076923076923,36.24446907407444,11.37873570145991,7.519095884712757,5.1462380894716855,3.2587940031443496,0.021697448947415526,0.012621347155613125,0.017687074829931974,0.00816326530612245,0.46153846153846156,16.27206523635095,32.08421804045443,0.3595635642254918,0.2905790424230577,183.8379366670478,226.97497472670682,0.8263112840207002,0.18961772315253642,326.91686993889346,104.08462233863958,0.647235827173398,-0.33418658194638456,0.0,0.18924966195869763,1.9375332367145386,6.044816574889648e-08,44383.0,RandomForestClassifier,consensus_entropy_sampling,0.916
6.0,0.02609556440883994,0.06666549387377148,1.2350067872713264,0.9877218700063218,0.017747440273037544,0.0,627.9808873720136,92.43042179861835,0.10021405668457278,0.13603809476120265,18.2567347409859,36.90287927876009,183.71498148618397,309.19610385387097,15.669952669558931,33.114011491377745,15.133627982398318,32.25705655600612,56.34615384615385,6.038461538461538,9.917583452558466,41.081384697425406,45.01624222406116,1.653669230769231,5.2430726951107,100.03846153846153,51.774496246110026,19.61331058020478,32.531414440426104,15.538461538461538,32.195938587630295,12.73076923076923,29.351058164649114,26.0,0.0,0.0,0.033846153846153845,1465.0,0.0,26.0,26.0,,0.23008849557522124,0.2975000680001623,87.3076923076923,36.24446907407444,11.365848310981214,7.530854706091952,5.172351640302902,3.2835065957024026,0.021725721905080632,0.012635967366192895,0.017747440273037544,0.008191126279863481,0.46153846153846156,16.27404393104052,32.08713153427761,0.3595635642254918,0.29069494736664026,183.71498148618392,227.23946403350973,0.8255976123401892,0.18925457121524136,326.2929309793715,104.0213129693175,0.6467040346554283,-0.3330172385051049,0.0,0.18905340856058125,1.9339756780412116,6.09305170491447e-08,44383.0,RandomForestClassifier,margin_sampling,0.912
7.0,0.027709450607095787,0.05713301178027707,1.2351298066175724,0.9876207041778168,0.01780821917808219,0.0,625.8936643835616,92.07175225604945,0.10028528628638136,0.13604050225322353,18.25766936517715,36.88307732954774,183.61211222303203,309.3104775948915,15.669158873909849,33.11081521474635,15.13199166166828,32.25281403557153,56.15384615384615,6.019230769230769,9.873429768049975,40.96911222406769,44.838060186867516,1.653669230769231,5.2430726951107,100.03846153846153,51.774496246110026,19.61203898840885,32.529628068533015,15.538461538461538,32.195938587630295,12.73076923076923,29.351058164649114,26.0,0.0,0.0,0.033846153846153845,1460.0,0.0,26.0,26.0,,0.23008849557522124,0.2974914543800755,87.3076923076923,36.24446907407444,11.362077363003152,7.529669490022105,5.166991040145236,3.275950152758786,0.02175089346357736,0.012616598785176965,0.01780821917808219,0.00821917808219178,0.46153846153846156,16.275377590446084,32.08376304129654,0.3595635642254918,0.2906905052369282,183.61211222303197,227.47637125393916,0.825481664320971,0.1893564690224472,325.29141511326867,104.05964010696228,0.6448654565221397,-0.33375525769181275,0.0,0.18954898875237994,1.9297502037730567,6.158988435717329e-08,44383.0,RandomForestClassifier,consensus_entropy_sampling,0.906
8.0,0.02880251388040998,0.06037492520086109,1.2350632621417843,0.9878409504178137,0.017869415807560136,0.0,624.0414089347079,91.68280130387326,0.10024232850072108,0.13609081561987707,18.236621916406598,36.85846851343446,183.60111604764825,309.1870261382085,15.670634328784567,33.11204551367576,15.135338670196404,32.255422690461344,55.96153846153846,6.076923076923077,9.962622453643727,40.98480122203075,44.67356823132157,1.653669230769231,5.2430726951107,100.03846153846153,51.774496246110026,19.612846946867563,32.52952057765674,15.538461538461538,32.195938587630295,12.73076923076923,29.351058164649114,26.0,0.0,0.0,0.033846153846153845,1455.0,0.0,26.0,26.0,,0.23008849557522124,0.29751379165352704,87.3076923076923,36.24446907407444,11.358543844277996,7.534452979259556,5.171249912526292,3.2716949928489374,0.02177205764592451,0.01262100752457329,0.017869415807560136,0.008247422680412371,0.46153846153846156,16.276720415895674,32.083354058549936,0.3595635642254918,0.2907268968654943,183.6011160476482,227.45582601080787,0.8249825155197634,0.18942711716969288,323.5792828312295,104.00908014064383,0.645184332465637,-0.3325928893415464,0.0,0.18912405888939762,1.9315893826501151,6.19716536443588e-08,44383.0,RandomForestClassifier,max_disagreement_sampling,0.908
9.0,0.025704990428133147,0.06419630224619621,1.2353453312683509,0.9876011209400796,0.01793103448275862,0.0,622.4236206896552,91.2938977707732,0.10001788147685407,0.1361427565133572,18.18549920644073,36.83502277664011,183.2508980674499,308.6419221091689,15.668586853255999,33.10793742522686,15.134562780164716,32.25317550043556,55.76923076923077,6.0576923076923075,9.935871298559501,41.20210976703042,44.782960612023736,1.6251576923076922,5.195531475887569,100.03846153846153,51.774496246110026,19.606525198938993,32.5244883279249,15.51923076923077,32.15353192706231,12.73076923076923,29.351058164649114,26.0,0.0,0.0,0.033846153846153845,1450.0,0.0,26.0,26.0,,0.23008849557522124,0.29746640064023105,87.3076923076923,36.24446907407444,11.347212051452807,7.528037180825195,5.183652157374175,3.2795190861417125,0.02184404804785817,0.012658491808604096,0.01793103448275862,0.008275862068965517,0.46153846153846156,16.27506631299735,32.078502998624536,0.3595635642254918,0.290667920636316,183.25089806744978,226.91973956128058,0.8240670548005357,0.18944758417367516,322.40330912444057,103.93468142596436,0.6441857770863766,-0.33264039159558767,0.0,0.18938518116682088,1.9294459400316648,6.253318205969631e-08,44383.0,RandomForestClassifier,margin_sampling,0.928
