@relation data
@attribute nclasses numeric
@attribute nattributes numeric
@attribute Uavg numeric
@attribute nattsByUavg numeric
@attribute QbyUavg numeric
@attribute nomCount numeric
@attribute numCount numeric
@attribute nomByNum numeric
@attribute learner {NB,kNN,VFDT,SVM,C45,IELM}
@attribute class {Clu,DWTUeuc,EERMent,EERMgme,Ent,Mar,Rnd,SGcon,SVMbal,other}
@data
4.0,90.0,70.4,1.2784090909090908,0.7102272727272727,0.0,90.0,0.0,NB,SVMbal
4.0,90.0,70.4,1.2784090909090908,0.7102272727272727,0.0,90.0,0.0,kNN,SVMbal
4.0,90.0,70.4,1.2784090909090908,0.7102272727272727,0.0,90.0,0.0,VFDT,SVMbal
4.0,90.0,70.4,1.2784090909090908,0.7102272727272727,0.0,90.0,0.0,SVM,SVMbal
4.0,90.0,70.4,1.2784090909090908,0.7102272727272727,0.0,90.0,0.0,C45,SVMbal
4.0,90.0,70.4,1.2784090909090908,0.7102272727272727,0.0,90.0,0.0,IELM,SVMbal
2.0,33.0,280.0,0.11785714285714285,0.17857142857142858,0.0,33.0,0.0,NB,SVMbal
2.0,33.0,280.0,0.11785714285714285,0.17857142857142858,0.0,33.0,0.0,kNN,other
2.0,33.0,280.0,0.11785714285714285,0.17857142857142858,0.0,33.0,0.0,VFDT,SVMbal
2.0,33.0,280.0,0.11785714285714285,0.17857142857142858,0.0,33.0,0.0,SVM,other
2.0,33.0,280.0,0.11785714285714285,0.17857142857142858,0.0,33.0,0.0,C45,SVMbal
2.0,33.0,280.0,0.11785714285714285,0.17857142857142858,0.0,33.0,0.0,IELM,SVMbal
2.0,57.0,3365.6,0.016936058949370097,0.014856192060850964,0.0,57.0,0.0,NB,SVMbal
2.0,57.0,3365.6,0.016936058949370097,0.014856192060850964,0.0,57.0,0.0,kNN,SVMbal
2.0,57.0,3365.6,0.016936058949370097,0.014856192060850964,0.0,57.0,0.0,VFDT,SVMbal
2.0,57.0,3365.6,0.016936058949370097,0.014856192060850964,0.0,57.0,0.0,SVM,other
2.0,57.0,3365.6,0.016936058949370097,0.014856192060850964,0.0,57.0,0.0,C45,SVMbal
2.0,57.0,3365.6,0.016936058949370097,0.014856192060850964,0.0,57.0,0.0,IELM,SVMbal
2.0,6.0,82.4,0.07281553398058252,0.6067961165048543,6.0,0.0,6.0,NB,SVMbal
2.0,6.0,82.4,0.07281553398058252,0.6067961165048543,6.0,0.0,6.0,kNN,SVMbal
2.0,6.0,82.4,0.07281553398058252,0.6067961165048543,6.0,0.0,6.0,VFDT,SVMbal
2.0,6.0,82.4,0.07281553398058252,0.6067961165048543,6.0,0.0,6.0,SVM,other
2.0,6.0,82.4,0.07281553398058252,0.6067961165048543,6.0,0.0,6.0,C45,SVMbal
2.0,6.0,82.4,0.07281553398058252,0.6067961165048543,6.0,0.0,6.0,IELM,SVMbal
2.0,22.0,177.6,0.12387387387387387,0.28153153153153154,22.0,0.0,22.0,NB,SVMbal
2.0,22.0,177.6,0.12387387387387387,0.28153153153153154,22.0,0.0,22.0,kNN,SVMbal
2.0,22.0,177.6,0.12387387387387387,0.28153153153153154,22.0,0.0,22.0,VFDT,SVMbal
2.0,22.0,177.6,0.12387387387387387,0.28153153153153154,22.0,0.0,22.0,SVM,other
2.0,22.0,177.6,0.12387387387387387,0.28153153153153154,22.0,0.0,22.0,C45,SVMbal
2.0,22.0,177.6,0.12387387387387387,0.28153153153153154,22.0,0.0,22.0,IELM,SVMbal
2.0,4.0,1078.4,0.0037091988130563795,0.046364985163204746,0.0,4.0,0.0,NB,SVMbal
2.0,4.0,1078.4,0.0037091988130563795,0.046364985163204746,0.0,4.0,0.0,kNN,SVMbal
2.0,4.0,1078.4,0.0037091988130563795,0.046364985163204746,0.0,4.0,0.0,VFDT,SVMbal
2.0,4.0,1078.4,0.0037091988130563795,0.046364985163204746,0.0,4.0,0.0,SVM,other
2.0,4.0,1078.4,0.0037091988130563795,0.046364985163204746,0.0,4.0,0.0,C45,SVMbal
2.0,4.0,1078.4,0.0037091988130563795,0.046364985163204746,0.0,4.0,0.0,IELM,SVMbal
11.0,13.0,792.0,0.016414141414141416,0.06313131313131314,0.0,13.0,0.0,NB,SVMbal
11.0,13.0,792.0,0.016414141414141416,0.06313131313131314,0.0,13.0,0.0,kNN,SVMbal
11.0,13.0,792.0,0.016414141414141416,0.06313131313131314,0.0,13.0,0.0,VFDT,SVMbal
11.0,13.0,792.0,0.016414141414141416,0.06313131313131314,0.0,13.0,0.0,SVM,SVMbal
11.0,13.0,792.0,0.016414141414141416,0.06313131313131314,0.0,13.0,0.0,C45,SVMbal
2.0,9.0,79.2,0.11363636363636363,0.6313131313131313,0.0,9.0,0.0,NB,SVMbal
2.0,9.0,79.2,0.11363636363636363,0.6313131313131313,0.0,9.0,0.0,kNN,SVMbal
2.0,9.0,79.2,0.11363636363636363,0.6313131313131313,0.0,9.0,0.0,VFDT,other
2.0,9.0,79.2,0.11363636363636363,0.6313131313131313,0.0,9.0,0.0,SVM,SVMbal
2.0,9.0,79.2,0.11363636363636363,0.6313131313131313,0.0,9.0,0.0,C45,other
2.0,9.0,79.2,0.11363636363636363,0.6313131313131313,0.0,9.0,0.0,IELM,SVMbal
2.0,6.0,345.6,0.01736111111111111,0.14467592592592593,6.0,0.0,6.0,NB,SVMbal
2.0,6.0,345.6,0.01736111111111111,0.14467592592592593,6.0,0.0,6.0,kNN,SVMbal
2.0,6.0,345.6,0.01736111111111111,0.14467592592592593,6.0,0.0,6.0,VFDT,SVMbal
2.0,6.0,345.6,0.01736111111111111,0.14467592592592593,6.0,0.0,6.0,SVM,other
2.0,6.0,345.6,0.01736111111111111,0.14467592592592593,6.0,0.0,6.0,C45,other
2.0,6.0,345.6,0.01736111111111111,0.14467592592592593,6.0,0.0,6.0,IELM,SVMbal
7.0,18.0,1668.8,0.010786193672099712,0.02996164908916587,0.0,18.0,0.0,NB,SVMbal
7.0,18.0,1668.8,0.010786193672099712,0.02996164908916587,0.0,18.0,0.0,kNN,SVMbal
7.0,18.0,1668.8,0.010786193672099712,0.02996164908916587,0.0,18.0,0.0,VFDT,SVMbal
7.0,18.0,1668.8,0.010786193672099712,0.02996164908916587,0.0,18.0,0.0,SVM,SVMbal
7.0,18.0,1668.8,0.010786193672099712,0.02996164908916587,0.0,18.0,0.0,C45,SVMbal
7.0,18.0,1668.8,0.010786193672099712,0.02996164908916587,0.0,18.0,0.0,IELM,SVMbal
3.0,4.0,117.6,0.034013605442176874,0.4251700680272109,0.0,4.0,0.0,NB,SVMbal
3.0,4.0,117.6,0.034013605442176874,0.4251700680272109,0.0,4.0,0.0,kNN,SVMbal
3.0,4.0,117.6,0.034013605442176874,0.4251700680272109,0.0,4.0,0.0,VFDT,other
3.0,4.0,117.6,0.034013605442176874,0.4251700680272109,0.0,4.0,0.0,SVM,other
3.0,4.0,117.6,0.034013605442176874,0.4251700680272109,0.0,4.0,0.0,C45,SVMbal
3.0,4.0,117.6,0.034013605442176874,0.4251700680272109,0.0,4.0,0.0,IELM,other
2.0,20.0,797.6,0.025075225677031094,0.06268806419257773,0.0,20.0,0.0,NB,SVMbal
2.0,20.0,797.6,0.025075225677031094,0.06268806419257773,0.0,20.0,0.0,kNN,SVMbal
2.0,20.0,797.6,0.025075225677031094,0.06268806419257773,0.0,20.0,0.0,VFDT,other
2.0,20.0,797.6,0.025075225677031094,0.06268806419257773,0.0,20.0,0.0,SVM,other
2.0,20.0,797.6,0.025075225677031094,0.06268806419257773,0.0,20.0,0.0,C45,SVMbal
2.0,20.0,797.6,0.025075225677031094,0.06268806419257773,0.0,20.0,0.0,IELM,SVMbal
4.0,8.0,1015.2,0.007880220646178092,0.049251379038613076,0.0,8.0,0.0,NB,SVMbal
4.0,8.0,1015.2,0.007880220646178092,0.049251379038613076,0.0,8.0,0.0,kNN,SVMbal
4.0,8.0,1015.2,0.007880220646178092,0.049251379038613076,0.0,8.0,0.0,VFDT,SVMbal
4.0,8.0,1015.2,0.007880220646178092,0.049251379038613076,0.0,8.0,0.0,SVM,SVMbal
4.0,8.0,1015.2,0.007880220646178092,0.049251379038613076,0.0,8.0,0.0,C45,SVMbal
4.0,8.0,1015.2,0.007880220646178092,0.049251379038613076,0.0,8.0,0.0,IELM,SVMbal
3.0,5.0,84.8,0.0589622641509434,0.589622641509434,2.0,3.0,0.6666666666666666,NB,SVMbal
3.0,5.0,84.8,0.0589622641509434,0.589622641509434,2.0,3.0,0.6666666666666666,kNN,SVMbal
3.0,5.0,84.8,0.0589622641509434,0.589622641509434,2.0,3.0,0.6666666666666666,VFDT,SVMbal
3.0,5.0,84.8,0.0589622641509434,0.589622641509434,2.0,3.0,0.6666666666666666,SVM,SVMbal
3.0,5.0,84.8,0.0589622641509434,0.589622641509434,2.0,3.0,0.6666666666666666,C45,SVMbal
3.0,5.0,84.8,0.0589622641509434,0.589622641509434,2.0,3.0,0.6666666666666666,IELM,SVMbal
2.0,6.0,345.6,0.01736111111111111,0.14467592592592593,0.0,6.0,0.0,NB,other
2.0,6.0,345.6,0.01736111111111111,0.14467592592592593,0.0,6.0,0.0,kNN,SVMbal
2.0,6.0,345.6,0.01736111111111111,0.14467592592592593,0.0,6.0,0.0,VFDT,other
2.0,6.0,345.6,0.01736111111111111,0.14467592592592593,0.0,6.0,0.0,SVM,other
2.0,6.0,345.6,0.01736111111111111,0.14467592592592593,0.0,6.0,0.0,C45,SVMbal
2.0,6.0,345.6,0.01736111111111111,0.14467592592592593,0.0,6.0,0.0,IELM,other
3.0,21.0,2967.2,0.007077379347533028,0.016850903208411972,0.0,21.0,0.0,NB,SVMbal
3.0,21.0,2967.2,0.007077379347533028,0.016850903208411972,0.0,21.0,0.0,kNN,SVMbal
3.0,21.0,2967.2,0.007077379347533028,0.016850903208411972,0.0,21.0,0.0,VFDT,SVMbal
3.0,21.0,2967.2,0.007077379347533028,0.016850903208411972,0.0,21.0,0.0,SVM,other
3.0,21.0,2967.2,0.007077379347533028,0.016850903208411972,0.0,21.0,0.0,C45,SVMbal
30.0,15.0,272.0,0.05514705882352941,0.18382352941176472,0.0,15.0,0.0,NB,SVMbal
30.0,15.0,272.0,0.05514705882352941,0.18382352941176472,0.0,15.0,0.0,kNN,SVMbal
30.0,15.0,272.0,0.05514705882352941,0.18382352941176472,0.0,15.0,0.0,VFDT,SVMbal
30.0,15.0,272.0,0.05514705882352941,0.18382352941176472,0.0,15.0,0.0,SVM,SVMbal
30.0,15.0,272.0,0.05514705882352941,0.18382352941176472,0.0,15.0,0.0,C45,SVMbal
30.0,15.0,272.0,0.05514705882352941,0.18382352941176472,0.0,15.0,0.0,IELM,SVMbal
2.0,5.0,513.6,0.009735202492211837,0.09735202492211838,0.0,5.0,0.0,NB,SVMbal
2.0,5.0,513.6,0.009735202492211837,0.09735202492211838,0.0,5.0,0.0,kNN,SVMbal
2.0,5.0,513.6,0.009735202492211837,0.09735202492211838,0.0,5.0,0.0,VFDT,SVMbal
2.0,5.0,513.6,0.009735202492211837,0.09735202492211838,0.0,5.0,0.0,SVM,SVMbal
2.0,5.0,513.6,0.009735202492211837,0.09735202492211838,0.0,5.0,0.0,C45,SVMbal
2.0,5.0,513.6,0.009735202492211837,0.09735202492211838,0.0,5.0,0.0,IELM,SVMbal
2.0,5.0,4316.0,0.0011584800741427247,0.011584800741427247,0.0,5.0,0.0,NB,SVMbal
2.0,5.0,4316.0,0.0011584800741427247,0.011584800741427247,0.0,5.0,0.0,kNN,SVMbal
2.0,5.0,4316.0,0.0011584800741427247,0.011584800741427247,0.0,5.0,0.0,VFDT,other
2.0,5.0,4316.0,0.0011584800741427247,0.011584800741427247,0.0,5.0,0.0,SVM,other
2.0,5.0,4316.0,0.0011584800741427247,0.011584800741427247,0.0,5.0,0.0,C45,SVMbal
2.0,5.0,4316.0,0.0011584800741427247,0.011584800741427247,0.0,5.0,0.0,IELM,SVMbal
3.0,90.0,92.8,0.9698275862068966,0.5387931034482759,0.0,90.0,0.0,NB,SVMbal
3.0,90.0,92.8,0.9698275862068966,0.5387931034482759,0.0,90.0,0.0,kNN,SVMbal
3.0,90.0,92.8,0.9698275862068966,0.5387931034482759,0.0,90.0,0.0,VFDT,SVMbal
3.0,90.0,92.8,0.9698275862068966,0.5387931034482759,0.0,90.0,0.0,SVM,SVMbal
3.0,90.0,92.8,0.9698275862068966,0.5387931034482759,0.0,90.0,0.0,C45,SVMbal
3.0,90.0,92.8,0.9698275862068966,0.5387931034482759,0.0,90.0,0.0,IELM,SVMbal
2.0,8.0,614.4,0.013020833333333334,0.08138020833333334,0.0,8.0,0.0,NB,SVMbal
2.0,8.0,614.4,0.013020833333333334,0.08138020833333334,0.0,8.0,0.0,kNN,SVMbal
2.0,8.0,614.4,0.013020833333333334,0.08138020833333334,0.0,8.0,0.0,VFDT,SVMbal
2.0,8.0,614.4,0.013020833333333334,0.08138020833333334,0.0,8.0,0.0,SVM,SVMbal
2.0,8.0,614.4,0.013020833333333334,0.08138020833333334,0.0,8.0,0.0,C45,SVMbal
2.0,8.0,614.4,0.013020833333333334,0.08138020833333334,0.0,8.0,0.0,IELM,SVMbal
2.0,20.0,5920.0,0.0033783783783783786,0.008445945945945946,0.0,20.0,0.0,NB,other
2.0,20.0,5920.0,0.0033783783783783786,0.008445945945945946,0.0,20.0,0.0,kNN,SVMbal
2.0,20.0,5920.0,0.0033783783783783786,0.008445945945945946,0.0,20.0,0.0,VFDT,other
2.0,20.0,5920.0,0.0033783783783783786,0.008445945945945946,0.0,20.0,0.0,SVM,other
2.0,20.0,5920.0,0.0033783783783783786,0.008445945945945946,0.0,20.0,0.0,C45,other
2.0,20.0,5920.0,0.0033783783783783786,0.008445945945945946,0.0,20.0,0.0,IELM,other
2.0,6.0,79.2,0.07575757575757576,0.6313131313131313,5.0,1.0,5.0,NB,SVMbal
2.0,6.0,79.2,0.07575757575757576,0.6313131313131313,5.0,1.0,5.0,kNN,SVMbal
2.0,6.0,79.2,0.07575757575757576,0.6313131313131313,5.0,1.0,5.0,VFDT,SVMbal
2.0,6.0,79.2,0.07575757575757576,0.6313131313131313,5.0,1.0,5.0,SVM,SVMbal
2.0,6.0,79.2,0.07575757575757576,0.6313131313131313,5.0,1.0,5.0,C45,SVMbal
2.0,6.0,79.2,0.07575757575757576,0.6313131313131313,5.0,1.0,5.0,IELM,other
6.0,12.0,336.8,0.035629453681710214,0.14845605700712589,2.0,10.0,0.2,NB,SVMbal
6.0,12.0,336.8,0.035629453681710214,0.14845605700712589,2.0,10.0,0.2,kNN,SVMbal
6.0,12.0,336.8,0.035629453681710214,0.14845605700712589,2.0,10.0,0.2,VFDT,SVMbal
6.0,12.0,336.8,0.035629453681710214,0.14845605700712589,2.0,10.0,0.2,SVM,SVMbal
6.0,12.0,336.8,0.035629453681710214,0.14845605700712589,2.0,10.0,0.2,C45,SVMbal
6.0,12.0,336.8,0.035629453681710214,0.14845605700712589,2.0,10.0,0.2,IELM,SVMbal
2.0,25.0,2468.0,0.01012965964343598,0.02025931928687196,18.0,7.0,2.5714285714285716,NB,SVMbal
2.0,25.0,2468.0,0.01012965964343598,0.02025931928687196,18.0,7.0,2.5714285714285716,kNN,SVMbal
2.0,25.0,2468.0,0.01012965964343598,0.02025931928687196,18.0,7.0,2.5714285714285716,VFDT,SVMbal
2.0,25.0,2468.0,0.01012965964343598,0.02025931928687196,18.0,7.0,2.5714285714285716,SVM,other
2.0,25.0,2468.0,0.01012965964343598,0.02025931928687196,18.0,7.0,2.5714285714285716,C45,SVMbal
2.0,25.0,2468.0,0.01012965964343598,0.02025931928687196,18.0,7.0,2.5714285714285716,IELM,SVMbal
13.0,32.0,2667.2,0.01199760047990402,0.018746250749850032,0.0,32.0,0.0,NB,SVMbal
13.0,32.0,2667.2,0.01199760047990402,0.018746250749850032,0.0,32.0,0.0,kNN,SVMbal
13.0,32.0,2667.2,0.01199760047990402,0.018746250749850032,0.0,32.0,0.0,VFDT,SVMbal
13.0,32.0,2667.2,0.01199760047990402,0.018746250749850032,0.0,32.0,0.0,SVM,SVMbal
13.0,32.0,2667.2,0.01199760047990402,0.018746250749850032,0.0,32.0,0.0,C45,SVMbal
13.0,32.0,2667.2,0.01199760047990402,0.018746250749850032,0.0,32.0,0.0,IELM,SVMbal
5.0,90.0,129.6,0.6944444444444444,0.38580246913580246,0.0,90.0,0.0,NB,SVMbal
5.0,90.0,129.6,0.6944444444444444,0.38580246913580246,0.0,90.0,0.0,kNN,SVMbal
5.0,90.0,129.6,0.6944444444444444,0.38580246913580246,0.0,90.0,0.0,VFDT,SVMbal
5.0,90.0,129.6,0.6944444444444444,0.38580246913580246,0.0,90.0,0.0,SVM,SVMbal
5.0,90.0,129.6,0.6944444444444444,0.38580246913580246,0.0,90.0,0.0,C45,SVMbal
5.0,90.0,129.6,0.6944444444444444,0.38580246913580246,0.0,90.0,0.0,IELM,SVMbal
5.0,10.0,4314.4,0.002317819395512702,0.01158909697756351,0.0,10.0,0.0,NB,SVMbal
5.0,10.0,4314.4,0.002317819395512702,0.01158909697756351,0.0,10.0,0.0,kNN,SVMbal
5.0,10.0,4314.4,0.002317819395512702,0.01158909697756351,0.0,10.0,0.0,VFDT,SVMbal
5.0,10.0,4314.4,0.002317819395512702,0.01158909697756351,0.0,10.0,0.0,SVM,SVMbal
5.0,10.0,4314.4,0.002317819395512702,0.01158909697756351,0.0,10.0,0.0,C45,SVMbal
5.0,10.0,4314.4,0.002317819395512702,0.01158909697756351,0.0,10.0,0.0,IELM,SVMbal
2.0,6.0,272.8,0.0219941348973607,0.18328445747800587,0.0,6.0,0.0,NB,SVMbal
2.0,6.0,272.8,0.0219941348973607,0.18328445747800587,0.0,6.0,0.0,kNN,SVMbal
2.0,6.0,272.8,0.0219941348973607,0.18328445747800587,0.0,6.0,0.0,VFDT,SVMbal
2.0,6.0,272.8,0.0219941348973607,0.18328445747800587,0.0,6.0,0.0,SVM,SVMbal
2.0,6.0,272.8,0.0219941348973607,0.18328445747800587,0.0,6.0,0.0,C45,SVMbal
2.0,6.0,272.8,0.0219941348973607,0.18328445747800587,0.0,6.0,0.0,IELM,SVMbal
5.0,11.0,3148.8,0.0034933943089430894,0.015879065040650404,0.0,11.0,0.0,NB,SVMbal
5.0,11.0,3148.8,0.0034933943089430894,0.015879065040650404,0.0,11.0,0.0,kNN,SVMbal
5.0,11.0,3148.8,0.0034933943089430894,0.015879065040650404,0.0,11.0,0.0,VFDT,SVMbal
5.0,11.0,3148.8,0.0034933943089430894,0.015879065040650404,0.0,11.0,0.0,SVM,SVMbal
5.0,11.0,3148.8,0.0034933943089430894,0.015879065040650404,0.0,11.0,0.0,C45,SVMbal
5.0,11.0,3148.8,0.0034933943089430894,0.015879065040650404,0.0,11.0,0.0,IELM,SVMbal
5.0,3.0,7001.6,4.2847349177330894E-4,0.007141224862888482,0.0,3.0,0.0,NB,SVMbal
5.0,3.0,7001.6,4.2847349177330894E-4,0.007141224862888482,0.0,3.0,0.0,kNN,SVMbal
5.0,3.0,7001.6,4.2847349177330894E-4,0.007141224862888482,0.0,3.0,0.0,VFDT,SVMbal
5.0,3.0,7001.6,4.2847349177330894E-4,0.007141224862888482,0.0,3.0,0.0,SVM,SVMbal
5.0,3.0,7001.6,4.2847349177330894E-4,0.007141224862888482,0.0,3.0,0.0,C45,SVMbal
5.0,3.0,7001.6,4.2847349177330894E-4,0.007141224862888482,0.0,3.0,0.0,IELM,SVMbal
3.0,5.0,172.0,0.029069767441860465,0.29069767441860467,0.0,5.0,0.0,NB,SVMbal
3.0,5.0,172.0,0.029069767441860465,0.29069767441860467,0.0,5.0,0.0,kNN,SVMbal
3.0,5.0,172.0,0.029069767441860465,0.29069767441860467,0.0,5.0,0.0,VFDT,SVMbal
3.0,5.0,172.0,0.029069767441860465,0.29069767441860467,0.0,5.0,0.0,SVM,other
3.0,5.0,172.0,0.029069767441860465,0.29069767441860467,0.0,5.0,0.0,C45,SVMbal
3.0,5.0,172.0,0.029069767441860465,0.29069767441860467,0.0,5.0,0.0,IELM,SVMbal
2.0,9.0,766.4,0.01174321503131524,0.0652400835073069,9.0,0.0,9.0,NB,SVMbal
2.0,9.0,766.4,0.01174321503131524,0.0652400835073069,9.0,0.0,9.0,kNN,SVMbal
2.0,9.0,766.4,0.01174321503131524,0.0652400835073069,9.0,0.0,9.0,VFDT,SVMbal
2.0,9.0,766.4,0.01174321503131524,0.0652400835073069,9.0,0.0,9.0,SVM,other
2.0,9.0,766.4,0.01174321503131524,0.0652400835073069,9.0,0.0,9.0,C45,SVMbal
2.0,9.0,766.4,0.01174321503131524,0.0652400835073069,9.0,0.0,9.0,IELM,SVMbal
10.0,76.0,1595.2,0.047642928786359076,0.03134403209628887,0.0,76.0,0.0,NB,SVMbal
10.0,76.0,1595.2,0.047642928786359076,0.03134403209628887,0.0,76.0,0.0,kNN,SVMbal
10.0,76.0,1595.2,0.047642928786359076,0.03134403209628887,0.0,76.0,0.0,VFDT,SVMbal
10.0,76.0,1595.2,0.047642928786359076,0.03134403209628887,0.0,76.0,0.0,SVM,SVMbal
10.0,76.0,1595.2,0.047642928786359076,0.03134403209628887,0.0,76.0,0.0,C45,SVMbal
10.0,76.0,1595.2,0.047642928786359076,0.03134403209628887,0.0,76.0,0.0,IELM,SVMbal
2.0,242.0,50.4,4.801587301587301,0.9920634920634921,242.0,0.0,242.0,NB,SVMbal
2.0,242.0,50.4,4.801587301587301,0.9920634920634921,242.0,0.0,242.0,kNN,SVMbal
2.0,242.0,50.4,4.801587301587301,0.9920634920634921,242.0,0.0,242.0,VFDT,SVMbal
2.0,242.0,50.4,4.801587301587301,0.9920634920634921,242.0,0.0,242.0,SVM,other
