@relation data
@attribute nclasses numeric
@attribute nattributes numeric
@attribute Uavg numeric
@attribute nattsByUavg numeric
@attribute QbyUavg numeric
@attribute nomCount numeric
@attribute numCount numeric
@attribute nomByNum numeric
@attribute learner {NB,kNN,VFDT,SVM,C45,IELM}
@attribute class {Clu,DWTUeuc,EERMent,EERMgme,Ent,Mar,Rnd,SGcon,SVMbal,other}
@data
2.0,242.0,50.4,4.801587301587301,0.9920634920634921,242.0,0.0,242.0,C45,SVMbal
2.0,242.0,50.4,4.801587301587301,0.9920634920634921,242.0,0.0,242.0,IELM,SVMbal
2.0,33.0,1552.8,0.02125193199381762,0.03219989696032973,0.0,33.0,0.0,NB,SVMbal
2.0,33.0,1552.8,0.02125193199381762,0.03219989696032973,0.0,33.0,0.0,kNN,SVMbal
2.0,33.0,1552.8,0.02125193199381762,0.03219989696032973,0.0,33.0,0.0,VFDT,SVMbal
2.0,33.0,1552.8,0.02125193199381762,0.03219989696032973,0.0,33.0,0.0,SVM,SVMbal
2.0,33.0,1552.8,0.02125193199381762,0.03219989696032973,0.0,33.0,0.0,C45,SVMbal
2.0,33.0,1552.8,0.02125193199381762,0.03219989696032973,0.0,33.0,0.0,IELM,SVMbal
2.0,50.0,80.0,0.625,0.625,0.0,50.0,0.0,NB,SVMbal
2.0,50.0,80.0,0.625,0.625,0.0,50.0,0.0,kNN,SVMbal
2.0,50.0,80.0,0.625,0.625,0.0,50.0,0.0,VFDT,SVMbal
2.0,50.0,80.0,0.625,0.625,0.0,50.0,0.0,SVM,SVMbal
2.0,50.0,80.0,0.625,0.625,0.0,50.0,0.0,C45,SVMbal
2.0,50.0,80.0,0.625,0.625,0.0,50.0,0.0,IELM,SVMbal
2.0,10.0,456.0,0.021929824561403508,0.10964912280701754,1.0,9.0,0.1111111111111111,NB,SVMbal
2.0,10.0,456.0,0.021929824561403508,0.10964912280701754,1.0,9.0,0.1111111111111111,kNN,SVMbal
2.0,10.0,456.0,0.021929824561403508,0.10964912280701754,1.0,9.0,0.1111111111111111,VFDT,SVMbal
2.0,10.0,456.0,0.021929824561403508,0.10964912280701754,1.0,9.0,0.1111111111111111,SVM,SVMbal
2.0,10.0,456.0,0.021929824561403508,0.10964912280701754,1.0,9.0,0.1111111111111111,C45,SVMbal
2.0,10.0,456.0,0.021929824561403508,0.10964912280701754,1.0,9.0,0.1111111111111111,IELM,SVMbal
2.0,5.0,3855.2,0.0012969495746005396,0.012969495746005396,0.0,5.0,0.0,NB,SVMbal
2.0,5.0,3855.2,0.0012969495746005396,0.012969495746005396,0.0,5.0,0.0,kNN,SVMbal
2.0,5.0,3855.2,0.0012969495746005396,0.012969495746005396,0.0,5.0,0.0,VFDT,SVMbal
2.0,5.0,3855.2,0.0012969495746005396,0.012969495746005396,0.0,5.0,0.0,SVM,SVMbal
2.0,5.0,3855.2,0.0012969495746005396,0.012969495746005396,0.0,5.0,0.0,C45,SVMbal
2.0,5.0,3855.2,0.0012969495746005396,0.012969495746005396,0.0,5.0,0.0,IELM,SVMbal
2.0,3.0,226.4,0.013250883392226149,0.22084805653710246,0.0,3.0,0.0,NB,SVMbal
2.0,3.0,226.4,0.013250883392226149,0.22084805653710246,0.0,3.0,0.0,kNN,SVMbal
2.0,3.0,226.4,0.013250883392226149,0.22084805653710246,0.0,3.0,0.0,VFDT,other
2.0,3.0,226.4,0.013250883392226149,0.22084805653710246,0.0,3.0,0.0,SVM,other
2.0,3.0,226.4,0.013250883392226149,0.22084805653710246,0.0,3.0,0.0,C45,SVMbal
2.0,3.0,226.4,0.013250883392226149,0.22084805653710246,0.0,3.0,0.0,IELM,SVMbal
2.0,13.0,234.4,0.05546075085324232,0.21331058020477814,0.0,13.0,0.0,NB,SVMbal
2.0,13.0,234.4,0.05546075085324232,0.21331058020477814,0.0,13.0,0.0,kNN,SVMbal
2.0,13.0,234.4,0.05546075085324232,0.21331058020477814,0.0,13.0,0.0,VFDT,SVMbal
2.0,13.0,234.4,0.05546075085324232,0.21331058020477814,0.0,13.0,0.0,SVM,other
2.0,13.0,234.4,0.05546075085324232,0.21331058020477814,0.0,13.0,0.0,C45,SVMbal
2.0,13.0,234.4,0.05546075085324232,0.21331058020477814,0.0,13.0,0.0,IELM,SVMbal
5.0,3.0,1216.8,0.002465483234714004,0.0410913872452334,0.0,3.0,0.0,NB,SVMbal
5.0,3.0,1216.8,0.002465483234714004,0.0410913872452334,0.0,3.0,0.0,kNN,SVMbal
5.0,3.0,1216.8,0.002465483234714004,0.0410913872452334,0.0,3.0,0.0,VFDT,SVMbal
5.0,3.0,1216.8,0.002465483234714004,0.0410913872452334,0.0,3.0,0.0,SVM,SVMbal
5.0,3.0,1216.8,0.002465483234714004,0.0410913872452334,0.0,3.0,0.0,C45,SVMbal
4.0,18.0,676.8,0.026595744680851064,0.07387706855791963,0.0,18.0,0.0,NB,SVMbal
4.0,18.0,676.8,0.026595744680851064,0.07387706855791963,0.0,18.0,0.0,kNN,SVMbal
4.0,18.0,676.8,0.026595744680851064,0.07387706855791963,0.0,18.0,0.0,VFDT,SVMbal
4.0,18.0,676.8,0.026595744680851064,0.07387706855791963,0.0,18.0,0.0,SVM,SVMbal
4.0,18.0,676.8,0.026595744680851064,0.07387706855791963,0.0,18.0,0.0,C45,SVMbal
4.0,18.0,676.8,0.026595744680851064,0.07387706855791963,0.0,18.0,0.0,IELM,SVMbal
2.0,7.0,84.8,0.08254716981132076,0.589622641509434,0.0,7.0,0.0,NB,SVMbal
2.0,7.0,84.8,0.08254716981132076,0.589622641509434,0.0,7.0,0.0,kNN,SVMbal
2.0,7.0,84.8,0.08254716981132076,0.589622641509434,0.0,7.0,0.0,VFDT,SVMbal
2.0,7.0,84.8,0.08254716981132076,0.589622641509434,0.0,7.0,0.0,SVM,SVMbal
2.0,7.0,84.8,0.08254716981132076,0.589622641509434,0.0,7.0,0.0,C45,SVMbal
2.0,7.0,84.8,0.08254716981132076,0.589622641509434,0.0,7.0,0.0,IELM,SVMbal
2.0,6.0,345.6,0.01736111111111111,0.14467592592592593,0.0,6.0,0.0,NB,other
