@relation data
@attribute "#classes" numeric
@attribute "#atributos" numeric
@attribute "#exemplos" numeric
@attribute "#exemplos/#atributos" numeric
@attribute "%nominais" numeric
@attribute "#exs/#atrs" numeric
@attribute "%majority" numeric
@attribute "%minority" numeric
@attribute "%majority/%minority" numeric
@attribute "class entropy" numeric
@attribute "orçamento" {baixo,alto}
@attribute learner {NB,kNN,VFDT,SVM,C45,IELM,CIELM}
@attribute class {AgTUeuc1.0,Clu,DWTUmah1.0,EERMent,Mar,Rnd,SGcon}
@data
4.0,90.0,70.4,0.7822222222222223,0.0,0.7822222222222223,38.63636363636363,18.181818181818183,2.1249999999999996,0.9643790435111415,baixo,NB,SGcon
4.0,90.0,70.4,0.7822222222222223,0.0,0.7822222222222223,38.63636363636363,18.181818181818183,2.1249999999999996,0.9643790435111415,alto,NB,Clu
4.0,90.0,70.4,0.7822222222222223,0.0,0.7822222222222223,38.63636363636363,18.181818181818183,2.1249999999999996,0.9643790435111415,baixo,kNN,AgTUeuc1.0
4.0,90.0,70.4,0.7822222222222223,0.0,0.7822222222222223,38.63636363636363,18.181818181818183,2.1249999999999996,0.9643790435111415,alto,kNN,AgTUeuc1.0
4.0,90.0,70.4,0.7822222222222223,0.0,0.7822222222222223,38.63636363636363,18.181818181818183,2.1249999999999996,0.9643790435111415,baixo,VFDT,SGcon
4.0,90.0,70.4,0.7822222222222223,0.0,0.7822222222222223,38.63636363636363,18.181818181818183,2.1249999999999996,0.9643790435111415,alto,VFDT,Mar
4.0,90.0,70.4,0.7822222222222223,0.0,0.7822222222222223,38.63636363636363,18.181818181818183,2.1249999999999996,0.9643790435111415,baixo,SVM,DWTUmah1.0
4.0,90.0,70.4,0.7822222222222223,0.0,0.7822222222222223,38.63636363636363,18.181818181818183,2.1249999999999996,0.9643790435111415,alto,SVM,DWTUmah1.0
4.0,90.0,70.4,0.7822222222222223,0.0,0.7822222222222223,38.63636363636363,18.181818181818183,2.1249999999999996,0.9643790435111415,baixo,C45,AgTUeuc1.0
4.0,90.0,70.4,0.7822222222222223,0.0,0.7822222222222223,38.63636363636363,18.181818181818183,2.1249999999999996,0.9643790435111415,alto,C45,Rnd
4.0,90.0,70.4,0.7822222222222223,0.0,0.7822222222222223,38.63636363636363,18.181818181818183,2.1249999999999996,0.9643790435111415,baixo,IELM,DWTUmah1.0
4.0,90.0,70.4,0.7822222222222223,0.0,0.7822222222222223,38.63636363636363,18.181818181818183,2.1249999999999996,0.9643790435111415,alto,IELM,DWTUmah1.0
4.0,90.0,70.4,0.7822222222222223,0.0,0.7822222222222223,38.63636363636363,18.181818181818183,2.1249999999999996,0.9643790435111415,baixo,CIELM,AgTUeuc1.0
4.0,90.0,70.4,0.7822222222222223,0.0,0.7822222222222223,38.63636363636363,18.181818181818183,2.1249999999999996,0.9643790435111415,alto,CIELM,AgTUeuc1.0
2.0,21.0,6499.2,309.48571428571427,100.0,309.48571428571427,51.7971442639094,48.20285573609059,1.0745658835546477,0.9990678968724604,baixo,NB,SGcon
2.0,21.0,6499.2,309.48571428571427,100.0,309.48571428571427,51.7971442639094,48.20285573609059,1.0745658835546477,0.9990678968724604,alto,NB,Mar
2.0,21.0,6499.2,309.48571428571427,100.0,309.48571428571427,51.7971442639094,48.20285573609059,1.0745658835546477,0.9990678968724604,baixo,kNN,Mar
2.0,21.0,6499.2,309.48571428571427,100.0,309.48571428571427,51.7971442639094,48.20285573609059,1.0745658835546477,0.9990678968724604,alto,kNN,Mar
2.0,21.0,6499.2,309.48571428571427,100.0,309.48571428571427,51.7971442639094,48.20285573609059,1.0745658835546477,0.9990678968724604,baixo,VFDT,EERMent
2.0,21.0,6499.2,309.48571428571427,100.0,309.48571428571427,51.7971442639094,48.20285573609059,1.0745658835546477,0.9990678968724604,alto,VFDT,AgTUeuc1.0
2.0,21.0,6499.2,309.48571428571427,100.0,309.48571428571427,51.7971442639094,48.20285573609059,1.0745658835546477,0.9990678968724604,baixo,SVM,EERMent
2.0,21.0,6499.2,309.48571428571427,100.0,309.48571428571427,51.7971442639094,48.20285573609059,1.0745658835546477,0.9990678968724604,alto,SVM,EERMent
2.0,21.0,6499.2,309.48571428571427,100.0,309.48571428571427,51.7971442639094,48.20285573609059,1.0745658835546477,0.9990678968724604,baixo,C45,AgTUeuc1.0
2.0,21.0,6499.2,309.48571428571427,100.0,309.48571428571427,51.7971442639094,48.20285573609059,1.0745658835546477,0.9990678968724604,alto,C45,EERMent
2.0,21.0,6499.2,309.48571428571427,100.0,309.48571428571427,51.7971442639094,48.20285573609059,1.0745658835546477,0.9990678968724604,baixo,IELM,DWTUmah1.0
2.0,21.0,6499.2,309.48571428571427,100.0,309.48571428571427,51.7971442639094,48.20285573609059,1.0745658835546477,0.9990678968724604,alto,IELM,DWTUmah1.0
2.0,21.0,6499.2,309.48571428571427,100.0,309.48571428571427,51.7971442639094,48.20285573609059,1.0745658835546477,0.9990678968724604,baixo,CIELM,DWTUmah1.0
2.0,21.0,6499.2,309.48571428571427,100.0,309.48571428571427,51.7971442639094,48.20285573609059,1.0745658835546477,0.9990678968724604,alto,CIELM,DWTUmah1.0
3.0,21.0,2967.2,141.2952380952381,0.0,141.2952380952381,92.3429495820976,2.507414397411701,36.82795698924731,0.29012343873165936,baixo,NB,Mar
3.0,21.0,2967.2,141.2952380952381,0.0,141.2952380952381,92.3429495820976,2.507414397411701,36.82795698924731,0.29012343873165936,alto,NB,Clu
3.0,21.0,2967.2,141.2952380952381,0.0,141.2952380952381,92.3429495820976,2.507414397411701,36.82795698924731,0.29012343873165936,baixo,kNN,Clu
3.0,21.0,2967.2,141.2952380952381,0.0,141.2952380952381,92.3429495820976,2.507414397411701,36.82795698924731,0.29012343873165936,alto,kNN,Clu
3.0,21.0,2967.2,141.2952380952381,0.0,141.2952380952381,92.3429495820976,2.507414397411701,36.82795698924731,0.29012343873165936,baixo,VFDT,Clu
3.0,21.0,2967.2,141.2952380952381,0.0,141.2952380952381,92.3429495820976,2.507414397411701,36.82795698924731,0.29012343873165936,alto,VFDT,Rnd
3.0,21.0,2967.2,141.2952380952381,0.0,141.2952380952381,92.3429495820976,2.507414397411701,36.82795698924731,0.29012343873165936,baixo,SVM,DWTUmah1.0
3.0,21.0,2967.2,141.2952380952381,0.0,141.2952380952381,92.3429495820976,2.507414397411701,36.82795698924731,0.29012343873165936,alto,SVM,DWTUmah1.0
3.0,21.0,2967.2,141.2952380952381,0.0,141.2952380952381,92.3429495820976,2.507414397411701,36.82795698924731,0.29012343873165936,baixo,C45,EERMent
3.0,21.0,2967.2,141.2952380952381,0.0,141.2952380952381,92.3429495820976,2.507414397411701,36.82795698924731,0.29012343873165936,alto,C45,EERMent
3.0,21.0,2967.2,141.2952380952381,0.0,141.2952380952381,92.3429495820976,2.507414397411701,36.82795698924731,0.29012343873165936,baixo,IELM,Mar
3.0,21.0,2967.2,141.2952380952381,0.0,141.2952380952381,92.3429495820976,2.507414397411701,36.82795698924731,0.29012343873165936,alto,IELM,EERMent
