,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,best_node.mean,best_node.sd,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,elite_nn.mean,elite_nn.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,linear_discr.mean,linear_discr.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,naive_bayes.mean,naive_bayes.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,one_nn.mean,one_nn.sd,p_trace,random_node.mean,random_node.sd,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,w_lambda,worst_node.mean,worst_node.sd,dataset_id,query_number,estimator,best_strategy,best_score
0,0.5,0.0,0.0,0.0,0.6,,,1.0,1.5700924586837752e-16,0.0,0.5000000122124529,0.0,2.3219280948873626,0.4670404633121524,0.290272413386682,7501.787543500001,12942.37840729968,46487.68109615446,46113.48124641226,,,-52817127.609698,0.2,0.0,229.33988744160817,198.5607114326237,654.2187651131597,183.85321780219022,158.95286826521306,1.6666666666666667,242.44682066666667,230.8113226861379,2.321928138849013,0.0,-2.0392808134064087,0.2421615849395076,5.0,2.8,1.3038404810405297,0.2,0.0,14.666666666666668,5.055250296034367,0.2,0.0,inf,,,109.7746449842,155.40226006226723,501.285298,436.2022939999817,278.062661,241.26895303458082,203.839251,195.30738250696774,97.79726733333332,96.32299054536462,-4.396165032005683e-08,0.0,,,4.0,1.3333333333333333,0.8,1.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,0.3333333333333333,3.0,5.0,2.0,3.0,0.0,-1.0,,,,2.9999999999999996,,,403.48803066666665,361.99063710791586,inf,176.10608214465853,152.3531863523696,,0.21708358311294,0.09845511774413443,0.0,0.0,263.74357988888886,230.59182473519965,2.2222222222222223,1.3944333775567928,0.19825712630196757,0.11291388205586965,0.375,0.125,46487.68109615444,40281.66314769419,0.3333333333333333,0.2886751345948129,0.0,,,volcanoes-d1.arff,0,KNeighborsClassifier,training_utility_sampling,0.19430249632892804
0,0.5,0.0,0.0,0.0,0.5,,,0.9703344633448615,0.05138120078121745,0.0,0.5000000122124529,0.0,2.2516291673878226,0.3066707804405411,0.4502053132420417,538.0030740000003,883.5002080303852,53818.23625277077,48825.48091078342,,,-47791722.82608077,0.19999999999999998,0.07453559924999299,262.42050675101626,226.83679625807952,658.9599463214098,205.92045019905478,178.23965667658675,2.0,268.0998114166667,246.75057043086383,2.2516292145011936,0.0,-1.89199848761558,0.1928855268057583,5.0,2.8,1.3038404810405297,0.2,0.07453559924999298,14.666666666666668,5.055250296034367,0.2,0.0,inf,,,209.33485401079997,187.38521593759015,563.285298,489.01674394937277,318.62868444444445,275.4620672235267,309.32245916666665,268.4849317997055,97.79213499999999,96.33077565645713,-4.711337098228796e-08,0.0,,,4.0,1.3333333333333333,0.6666666666666666,1.0,0.0,2.0,1.4142135623730951,3.0,0.0,0.0,5.0,0.3333333333333333,3.0,6.0,3.0,3.0,0.0,-1.0,,,,2.829926967851721,,,465.49316300000004,402.7248288288589,inf,188.71760971727926,165.2448185361682,,0.15155234375286453,0.3133542482876104,0.0,0.0,312.67366841666666,271.30879794347226,2.2222222222222223,1.3944333775567928,0.19825712630196757,0.11291388205586965,0.375,0.125,53818.23625277079,48800.59527312344,0.3333333333333333,0.4061600502198091,0.0,,,volcanoes-d1.arff,1,KNeighborsClassifier,training_utility_sampling,0.19430249632892804
0,0.5,0.0,0.0,0.0,0.42857142857142855,,,0.9275558555328552,0.07811189000909843,0.0,0.500000009992007,0.0,2.128085278891394,0.3100179808779146,0.45075643519501235,2279.8136254444444,3909.5233435010805,52416.59925274217,45948.647290776185,,,-40625209.90313577,0.19999999999999996,0.12777531299998798,285.4552525133339,247.25819575970516,552.3157991408544,223.421262331225,193.16820126148167,2.3333333333333335,285.2444021666667,250.50169408909636,2.128085331274761,0.0,-1.7037135119065567,0.22118864501289473,5.0,2.4,0.5477225575051661,0.19999999999999996,0.12777531299998798,11.333333333333334,1.825741858350554,0.2,0.0,69336.5120805023,,,260.9806764488,236.40688883448837,584.285298,505.40716465919473,341.7521564761905,296.22665317709374,387.1596553333333,334.89359000655173,97.79213499999999,96.33077565645713,-5.238336697743762e-08,0.0,,,4.0,1.3333333333333333,0.5714285714285714,1.3333333333333333,0.5773502691896257,2.0,0.0,3.0,0.0,0.0,5.0,0.3333333333333333,3.0,7.0,3.0,3.0,0.0,-1.0,,,,2.593282530121448,,,486.49316300000004,422.31175508886054,69326.71264758274,186.98031375929472,161.80989549105715,,0.1465617907996716,0.4537087955566417,0.0,0.0,342.0375324666666,298.57009387113465,1.7777777777777777,0.97182531580755,0.32808838596972456,0.1666852663448028,0.45,0.06846531968814576,52416.59925274217,45443.55610870597,0.3333333333333333,0.2890090562039557,4.971751545722883e-07,,,volcanoes-d1.arff,2,KNeighborsClassifier,training_utility_sampling,0.19430249632892804
0,0.4999999799999984,0.3872983501126777,1.0,0.0,0.375,,,0.8623865208525436,0.18729389912766833,0.0,0.583333266666662,0.07216879519571162,2.0,0.37787197706322706,0.39145730378470805,5443.2241845238095,9383.581116508083,59914.772848283865,54429.24339224442,,,3.552990122197589,0.2,0.16770509831248423,268.947540882384,237.75142200101837,642.1500517180481,199.09119504029675,186.136205145048,2.6666666666666665,324.723427,284.2662632706755,2.437093847375246,0.054479310426524985,-1.6205592805031106,0.4035648579473811,6.0,2.6666666666666665,0.5163977794943222,0.16666666666666666,0.10206207261596575,14.666666666666666,2.065591117977289,0.19999999999999998,0.07453559924999299,119.95857958718693,,,254.2970224921,220.3118209267183,584.285298,505.40716465919473,338.508661875,294.445609720767,368.64932799999997,325.5798439592886,88.45880166666666,97.36083119975922,0.5629061526247542,0.054479310426524985,,,5.0,1.6666666666666667,0.625,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257,3.0,0.0,0.0,5.0,0.3333333333333333,3.0,8.0,2.0,3.0,1.0,0.7764950610987943,,,,2.3012895433453546,,,495.82649633333335,431.7160447048118,111.1417468267405,199.90213081676282,173.00539417833934,,0.2038801227421815,0.5460327142610487,0.0,0.0,339.2208658888889,294.9343595012105,2.0,1.0,0.35355339059327373,0.0,0.4166666666666667,0.06454972243679027,59914.772848283865,51937.97530269209,0.3333333333333333,0.0378484727175661,0.0005686583997147483,,,volcanoes-d1.arff,3,KNeighborsClassifier,training_utility_sampling,0.19430249632892804
0,0.21999996759999685,0.32533061362989124,0.9910760598382223,1.3597399555105182e-16,0.3333333333333333,,,0.8203145726121974,0.18227297802584694,0.0,0.5799999300699966,0.10392306575732484,1.8799649487271113,0.29639871367044307,0.4282861144621486,1426.0829735092586,2430.8575566763857,64890.111622231,56362.28534897866,,,3.456526548976976,0.20000000000000004,0.19876159799998128,294.58105393299695,259.916505473777,653.2305438061165,214.97185349326844,200.25412912564448,3.0,379.3683846666667,339.27193901321675,2.3271525349519826,0.07987400060019381,-1.4364214636051946,0.5776649242566642,6.0,2.6666666666666665,0.5163977794943222,0.16666666666666666,0.13608276348795434,14.666666666666666,2.065591117977289,0.19999999999999998,0.07453559924999299,52.70162477696637,,,244.65947286619996,213.7661770502289,614.9519646666666,534.9761564838004,368.8022721481482,320.9131796202777,414.81782100000004,360.8564338979757,88.45880166666666,97.36083119975922,0.543888473613351,0.07987400060019381,,,5.0,1.6666666666666667,0.5555555555555556,1.6666666666666667,0.5773502691896257,1.6666666666666667,1.1547005383792517,3.0,0.0,0.0,5.0,0.3333333333333333,3.0,9.0,2.0,3.0,1.0,0.8222045656786172,,,,2.0851948711566184,,,526.493163,455.5480643425387,49.59157730524855,208.04556914452186,180.02980078960397,,0.1823827969426525,0.7047761947531656,0.0,0.0,373.6870975714285,324.47132613396883,2.0,1.0,0.35355339059327373,0.0,0.4166666666666667,0.06454972243679027,64890.111622231016,56203.0954209463,0.3333333333333333,0.32880304110851694,0.00346209357144544,,,volcanoes-d1.arff,4,KNeighborsClassifier,training_utility_sampling,0.19430249632892804
0,0.3599999743999976,0.4957418881442273,1.0,0.0,0.3,,,0.8132327240207534,0.180600264646595,0.0,0.4666665777777705,0.0,1.7709505944546686,0.295094809431434,0.42958224614754953,1410.2085904074074,2407.9554194688512,58259.97908513297,50628.344432720856,,,3.9440231059877897,0.19999999999999998,0.22360679774997902,305.1440404185499,268.09190775559586,620.4352928710808,225.3559757365308,208.38063390638933,3.3333333333333335,318.78219975,279.41640001892193,2.3219292406583323,0.0,-1.1946171047807537,0.6916424409463352,6.0,2.6666666666666665,0.5163977794943222,0.16666666666666666,0.16329931618554522,14.666666666666666,2.065591117977289,0.19999999999999998,0.07453559924999299,37.2142345167254,,,233.2883835534,202.07632490859808,614.9519646666666,534.9761564838004,374.17164283333335,325.0586795100028,418.6554048333333,362.4047622255214,88.45880166666666,97.36083119975922,0.44902135379633634,0.0,,,5.0,1.6666666666666667,0.5,1.6666666666666667,0.5773502691896257,2.5,0.7071067811865476,3.0,0.0,0.0,5.0,0.3333333333333333,3.0,10.0,2.0,3.0,1.0,1.2270655761587062,,,,2.049275301435485,,,526.493163,455.5480643425387,34.38413538220094,197.1325113483629,170.58173431505148,,0.16669125655699837,0.8216784073174744,0.0,0.0,392.93154000000004,340.49687114288224,2.0,1.0,0.35355339059327373,0.0,0.4166666666666667,0.06454972243679027,58259.97908513297,50454.60035109328,0.3333333333333333,0.35951592548908334,0.005397399108403274,,,volcanoes-d1.arff,5,KNeighborsClassifier,training_utility_sampling,0.19430249632892804
0,0.09962959288147705,0.09551075974910875,0.9940302114769567,1.3597399555105182e-16,0.2727272727272727,,,0.7872781503014723,0.18197650339331842,0.0,0.4412697461526764,0.06048432421184072,1.6729330318733677,0.32056383154285956,0.3637181175803187,3605.7065149333334,6212.813542325131,58634.68072742969,52268.53774949048,,,3.993929797982031,0.2,0.24393468845452249,322.6477101224471,282.0750519145684,605.05382990965,237.66028821766702,218.35997149657496,3.6666666666666665,300.54583833333334,261.15404083789014,2.248094330652201,0.04486289472070154,-1.1058864859393747,0.6340626537126468,6.0,2.6666666666666665,0.5163977794943222,0.16666666666666666,0.18556740475630135,14.666666666666666,2.065591117977289,0.19999999999999998,0.07453559924999299,15.592578948395495,,,214.5155985714,185.71441805058979,640.9519646666666,554.664975243777,392.3253382727273,339.9363018365193,435.1596553333333,376.5192242893799,88.45880166666666,97.36083119975922,0.4188689126981231,0.04486289472070154,,,5.0,1.6666666666666667,0.45454545454545453,1.6666666666666667,0.5773502691896257,1.6666666666666667,1.1547005383792517,3.0,0.0,0.0,5.0,0.3333333333333333,3.0,11.0,2.0,3.0,1.0,1.3731295910072698,,,,1.9256515534008396,,,552.493163,479.85578272251104,13.290420439984029,197.64371208638582,171.3402045645308,,0.08191378063585253,0.8339298302282481,0.0,0.0,414.54069514285715,358.79328690975876,2.0,1.0,0.35355339059327373,0.0,0.4166666666666667,0.06454972243679027,58634.68072742969,51144.87829520192,0.3333333333333334,0.33280351853496126,0.016336648560924222,,,volcanoes-d1.arff,6,KNeighborsClassifier,training_utility_sampling,0.19430249632892804
0,0.14814811407407028,0.22951013340010518,1.0,0.0,0.25,,,0.7787636753001097,0.17745840819298314,0.0,0.37499989374999193,1.3018518929051675e-16,1.5849625007211563,0.3199240402025423,0.36466255773646333,3077.3103528964652,5300.176123427942,54027.03506961467,48118.74623405862,,,4.35777027384344,0.2,0.2608745973749755,329.7841096699807,287.16957699746297,576.4929873443284,245.54752372182145,223.7393041532353,4.0,256.21383941666664,229.2242902721336,2.221252988488594,0.0,-0.9322072639984765,0.664639121208273,6.0,2.6666666666666665,0.5163977794943222,0.16666666666666666,0.2041241452319315,14.666666666666666,2.065591117977289,0.19999999999999998,0.07453559924999299,11.831394734474596,,,189.80672732419998,164.5299559882642,640.9519646666666,554.664975243777,395.313437861111,342.1158834053841,433.99448383333333,375.5581497798101,88.45880166666666,97.36083119975922,0.3637095122325622,0.0,,,5.0,1.6666666666666667,0.4166666666666667,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257,3.0,0.0,0.0,5.0,0.3333333333333333,3.0,12.0,2.0,3.0,1.0,1.7494469249970634,,,,1.882401559177579,,,552.493163,479.85578272251104,9.648113197339308,189.68275860074962,164.53336816231723,,0.05422519228033118,0.8747561196908497,0.0,0.0,416.24592491666664,360.057662323004,2.0,1.0,0.35355339059327373,0.0,0.4166666666666667,0.06454972243679027,54027.03506961468,47231.56241577118,0.3333333333333333,0.206839054781607,0.022981407534381586,,,volcanoes-d1.arff,7,KNeighborsClassifier,training_utility_sampling,0.19430249632892804
0,0.022297768412693885,0.026639568979256296,0.9957274520849256,0.0,0.23076923076923078,,,0.7537022710418609,0.18439505582774465,0.0,0.35802458074465227,0.03971193012002252,1.505876255604107,0.29701953034550993,0.3327547570319089,2806.029827713675,4832.964786636948,53307.40412120873,46921.76895598373,,,4.387910001096211,0.19999999999999996,0.2752083664615126,341.2137705874065,298.1553188826851,604.2579025996507,255.94102410229254,233.55298694668494,4.333333333333333,241.37686599999998,214.59455111429523,2.1584161183292,0.02909054885558502,-0.7691822184345347,0.7552279920673461,6.0,2.6666666666666665,0.5163977794943222,0.16666666666666666,0.21982600255746473,14.666666666666666,2.065591117977289,0.19999999999999998,0.07453559924999299,10.783835645970868,,,209.08165607699996,181.05332394945702,643.9519646666666,557.4331054756075,405.12343694871794,351.4349319627072,435.1626456666667,376.5140459077704,88.45880166666666,97.36083119975922,0.3431875893598321,0.02909054885558502,,,5.0,1.6666666666666667,0.38461538461538464,1.6666666666666667,0.5773502691896257,1.6666666666666667,1.1547005383792517,3.0,0.0,0.0,5.0,0.3333333333333333,3.0,13.0,2.0,3.0,1.0,1.9014086842193634,,,,1.7722044133484105,,,555.493163,482.0779332693353,9.13744431719714,188.56294669057016,163.17821204090598,,0.048547346653502466,0.9178132031451565,0.0,0.0,424.349350962963,367.49836929855996,2.0,1.0,0.35355339059327373,0.0,0.4166666666666667,0.06454972243679027,53307.40412120874,46166.176953684575,0.3333333333333333,0.1833333333333333,0.030546427018042978,,,volcanoes-d1.arff,8,KNeighborsClassifier,training_utility_sampling,0.19430249632892804
0,0.020408124081628006,0.0,1.0,0.0,0.21428571428571427,0.8,0.25819888974716115,0.748985641020287,0.17940823569238784,0.0,0.34285702982856464,0.04948717444233403,1.4345491399952026,0.2911968307685129,0.32675392914910006,2534.3544356410257,4364.792579194136,49478.96224736167,43514.57931545543,0.7,0.34960294939005054,4.376157088437581,0.19999999999999998,0.28749445424997294,347.00576128321063,303.52735606533923,603.0239111372713,263.59297021408173,240.24511871495264,4.666666666666667,211.5438485,185.86385177011388,2.106738892098599,0.03697503401135043,-0.6102187760741492,0.7525114842851526,6.0,2.6666666666666665,0.5163977794943222,0.16666666666666666,0.23328473740792177,14.666666666666666,2.065591117977289,0.19999999999999998,0.07453559924999299,8.86552750477026,0.8,0.25819888974716115,178.9355388555,159.07410430398158,643.9519646666666,557.4331054756075,407.08035852380954,353.49838507232585,432.0009483333333,375.16466036288386,88.45880166666666,97.36083119975922,0.3278102478966036,0.03697503401135043,0.8,0.25819888974716115,5.0,1.6666666666666667,0.35714285714285715,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257,3.0,0.0,0.0,5.0,0.3333333333333333,3.0,14.0,2.0,3.0,1.0,2.050545266404897,,0.75,0.3535533905932738,1.7473131014322218,0.75,0.3535533905932738,555.493163,482.0779332693353,7.218933456834766,181.66578298674392,157.20928187852766,,0.014099209844893915,0.937363681503576,0.0,0.0,425.16644976666663,368.62122790755615,2.0,1.0,0.35355339059327373,0.0,0.4166666666666667,0.06454972243679027,49478.96224736167,42850.28503132651,0.3333333333333333,0.21515498441267117,0.03773688950292364,0.8,0.25819888974716115,volcanoes-d1.arff,9,KNeighborsClassifier,training_utility_sampling,0.19430249632892804
