,dataset_id,fit_time_mean,fit_time_std,score_time_mean,score_time_std,test_accuracy_mean,test_accuracy_std,test_f1_micro_mean,test_f1_micro_std,test_f1_macro_mean,test_f1_macro_std,test_f1_weighted_mean,test_f1_weighted_std
0,3,0.07209248542785644,0.0019542815895248282,0.030285358428955078,0.00039830881716127316,0.9327547926447574,0.044559185502112894,0.9327547926447574,0.044559185502112894,0.931765880385445,0.0461792748726267,0.9320689708975788,0.04576682541195985
1,12,0.20218162536621093,0.0018656877434152198,0.02244114875793457,0.0008009262293766545,0.9615,0.005612486080160903,0.9615,0.005612486080160912,0.9615352235552235,0.005647930154740623,0.9615352235552234,0.0056479301547406316
2,14,0.15358848571777345,0.004230394257832223,0.022445869445800782,0.0005248943299829517,0.805,0.016807736313971606,0.805,0.016807736313971602,0.8029053242527917,0.017765186989078557,0.8029053242527917,0.017765186989078627
3,16,0.14062771797180176,0.0010265429991544583,0.022054338455200197,0.00013982704725972554,0.9565000000000001,0.008602325267042634,0.9565000000000001,0.00860232526704265,0.956439014632072,0.008528963889900987,0.956439014632072,0.008528963889901082
4,18,0.05159354209899902,0.020142261712633183,0.009397935867309571,0.00021738322519817895,0.49450000000000005,0.020087309426600662,0.49450000000000005,0.020087309426600652,0.46068204662566287,0.03069570986292292,0.46068204662566287,0.030695709862922922
5,21,0.02903017997741699,0.002078193006402208,0.009904241561889649,6.484399797145484e-05,0.7633056881963641,0.048050571023394446,0.7633056881963641,0.048050571023394446,0.44396132483083994,0.10787617248755567,0.7589260061534425,0.06451022157130983
6,22,0.055945968627929686,0.0006867610251425624,0.009700918197631836,0.0003737700040994806,0.8150000000000001,0.013416407864998746,0.8150000000000001,0.013416407864998746,0.8101197304924206,0.01270859749698922,0.8101197304924206,0.012708597496989226
7,23,0.029981184005737304,0.00033715382865088524,0.010018253326416015,0.00021117833822623003,0.5152772973596218,0.024593607862746426,0.5152772973596218,0.024593607862746426,0.48765348023414434,0.025404366625062815,0.5088957503683977,0.02593992191712185
8,28,0.3462583065032959,0.1252342630652106,0.04623699188232422,0.00071281378649144,0.9612099644128114,0.0016501100525792738,0.9612099644128114,0.001650110052579233,0.9612288191904748,0.0017167964560437976,0.9611896018968806,0.001710737027707403
9,30,0.08219976425170898,0.009537771743380724,0.016726303100585937,0.0003765055111129724,0.9512098369687711,0.01487869029619896,0.9512098369687711,0.014878690296198989,0.6346636169154012,0.11105708561417126,0.94521459226468,0.015279937810955867
10,31,0.03348045349121094,0.0005971272663762797,0.015629005432128907,0.0004740765146770606,0.757,0.018867962264113223,0.757,0.018867962264113223,0.6857963101600651,0.01969462218794842,0.7454759243607568,0.016763372169503948
11,36,0.050131702423095705,0.008655760471881147,0.01152176856994629,0.001730394687304085,0.9212121212121211,0.010389610389610369,0.9212121212121211,0.010389610389610369,0.9209519681879261,0.010139360561025925,0.9209519681879261,0.010139360561025936
