,dataset_id,fit_time_mean,fit_time_std,score_time_mean,score_time_std,test_accuracy_mean,test_accuracy_std,test_f1_micro_mean,test_f1_micro_std,test_f1_macro_mean,test_f1_macro_std,test_f1_weighted_mean,test_f1_weighted_std
0,3,0.04628252983093262,0.004049523054273989,0.02790799140930176,0.0008902920785209654,0.9311888693270737,0.042414791073431095,0.9311888693270737,0.042414791073431095,0.9301507823953473,0.04404980661747136,0.9304651222180432,0.04364066533518837
1,12,0.3188258171081543,0.021375396624420645,0.009326553344726563,0.00011028271404265538,0.977,0.0036742346141747737,0.977,0.0036742346141747737,0.9770697399821433,0.003638331560086511,0.9770697399821435,0.0036383315600864905
2,14,0.06380953788757324,0.0008959071364056404,0.008974266052246094,0.00011091230249773724,0.817,0.013076696830622023,0.817,0.013076696830622023,0.8146489930194086,0.01407156049751144,0.8146489930194086,0.014071560497511388
3,16,0.11937365531921387,0.003764125980571601,0.008906984329223632,2.5871041599735108e-05,0.9315000000000001,0.01113552872566002,0.9315000000000001,0.01113552872566002,0.9314521754547924,0.011086638293693276,0.9314521754547925,0.011086638293693371
4,18,0.014580059051513671,0.0005373344073590332,0.008892583847045898,0.00011251653526179287,0.671,0.020285462775100807,0.671,0.020285462775100807,0.6317303820086977,0.012749235452296198,0.6317303820086977,0.012749235452296198
5,21,0.008422040939331054,0.0005204421376533422,0.00972437858581543,0.00012688626924071557,0.7552232554243109,0.052491049321995234,0.7552232554243109,0.05249104932199524,0.39147461225912755,0.11422019304872745,0.733451502080122,0.06568783292419997
6,22,0.45239596366882323,0.016409931159760843,0.009038829803466797,0.00017913348573165482,0.8230000000000001,0.00827647267862345,0.8230000000000001,0.00827647267862345,0.8216502874725802,0.010330306231972399,0.8216502874725802,0.010330306231972402
7,23,0.010637044906616211,0.0006021896217234914,0.009676361083984375,0.00011173929745258383,0.5098328144817249,0.030325912752058908,0.5098328144817249,0.030325912752058908,0.4766944031059868,0.03073961227566219,0.5004051224449072,0.03045418766853998
8,28,0.29118685722351073,0.027640428134859393,0.01730804443359375,1.9765691085655947e-05,0.9542704626334519,0.008146279816554875,0.9542704626334519,0.008146279816554887,0.9543300983250734,0.0080819288435897,0.95428759437699,0.008060172918973624
9,30,0.1393362045288086,0.029984820089009916,0.015531158447265625,0.0006656552555926482,0.9521247485245382,0.011852564430559334,0.9521247485245382,0.01185256443055937,0.7195085675853573,0.05416398912097043,0.9467027559459614,0.012041859744077515
10,31,0.016062021255493164,0.001202896950395319,0.013840818405151367,0.0003459519011695732,0.754,0.009695359714832666,0.754,0.00969535971483263,0.6837354415767913,0.009951000479880139,0.743235182681456,0.007639820727431317
11,36,0.05997176170349121,0.008641231310516263,0.010932207107543945,0.0014622955460391316,0.9177489177489176,0.009582659576267819,0.9177489177489176,0.009582659576267819,0.917726133854018,0.009690428232335981,0.917726133854018,0.009690428232336007
12,37,0.004219484329223633,0.00021948122899982553,0.006884098052978516,9.064836164512626e-05,0.7682879212290977,0.02472257795690256,0.7682879212290976,0.02472257795690258,0.7285672219057641,0.029849020794380513,0.7597841991049796,0.02622800681770501
13,44,0.04645729064941406,0.013418078705851006,0.022849273681640626,9.919340729777536e-05,0.9047996034556013,0.03960951884651548,0.9047996034556013,0.03960951884651548,0.9006556944684597,0.040241845380504314,0.9048999739454402,0.03903490512336714
14,50,0.008738374710083008,0.0007651761854735336,0.011899375915527343,0.0016191479314102064,0.9832460732984293,0.03350785340314135,0.9832460732984293,0.03350785340314135,0.9801918589577392,0.039616282084521656,0.9825945075724155,0.03481098485516916
15,54,0.012805604934692382,0.0005205101344549844,0.0067898273468017575,2.0927447973695595e-05,0.7884510964148973,0.01839814209345178,0.7884510964148973,0.01839814209345178,0.787341144048089,0.018100317941757784,0.785026853223324,0.018531352108110206
16,59,0.0028955936431884766,0.00018602376447192072,0.005967950820922852,0.00012837503101466487,0.8606438631790745,0.06129429199464812,0.8606438631790745,0.06129429199464812,0.8355831244778613,0.07393967669853102,0.8534675303281679,0.06574159344987651
17,60,0.04702925682067871,0.0010719282877390192,0.014921808242797851,0.00011947436425497662,0.8686,0.008546344247688607,0.8686,0.00854634424768863,0.8685889811055185,0.008528021511082071,0.8684890689935882,0.008534333263301167
18,182,0.11317353248596192,0.001751770092348142,0.01893777847290039,6.301947424759886e-05,0.829860031104199,0.006979410784546476,0.8298600311041989,0.006979410784546493,0.7409279012338759,0.010785230262566786,0.799246538255318,0.008590536367492558
19,292,0.006076431274414063,0.00027701561580117994,0.005040788650512695,0.0001256109454932875,0.8652173913043478,0.04313877120619481,0.8652173913043478,0.04313877120619481,0.864748669615544,0.04306684587845831,0.8655036895259366,0.04299581679900622
20,294,0.5426783084869384,0.019254139628337913,0.005382823944091797,5.5559489289696326e-05,0.8181818181818181,0.020362757830986414,0.8181818181818181,0.02036275783098645,0.7235260531807006,0.021822222827195467,0.7856898435154618,0.019642478989793193
21,312,0.08288626670837403,0.011271299487996501,0.017612934112548828,0.00032457902913395775,0.9850458501910785,0.010284586604942084,0.9850458501910785,0.010284586604942084,0.9738619206550801,0.01839861994691394,0.9848472161702835,0.010536656939332787
22,316,0.037194252014160156,0.001160338630979412,0.019107294082641602,0.00018898701915011346,0.9842778433687525,0.0021122929058894676,0.9842778433687525,0.0021122929058894767,0.4960377468178711,0.0005363290548585875,0.9781209625677988,0.0017737109651875026
23,333,0.0062310218811035155,3.215431440032486e-05,0.010010242462158203,5.378101698504604e-05,0.6761261261261261,0.10112988817015638,0.6761261261261261,0.10112988817015638,0.6578884406257312,0.11145185648384244,0.6577719249240521,0.11148479301017883
24,334,0.00497283935546875,0.0006568754312869954,0.007796001434326172,0.0005232063076285113,0.5322451790633609,0.1549531397847288,0.5322451790633609,0.1549531397847288,0.35262764398442403,0.05938178269132898,0.4529241127390722,0.08677031063241442
25,335,0.004560279846191406,3.650137834303966e-05,0.007371950149536133,6.020971268390858e-05,0.9657002457002457,0.008841325322121587,0.9657002457002457,0.008841325322121587,0.9656227240404606,0.008927079467244192,0.9656651431196254,0.008889542492931933
26,375,0.11964201927185059,0.0027386853242374293,0.02521800994873047,0.0006145439482299674,0.9023225365083011,0.018934193878976373,0.9023225365083011,0.018934193878976373,0.897191132244154,0.01746350413975562,0.9013015927453697,0.018702199368655015
27,1043,0.030577611923217774,0.0033578344830917494,0.023094940185546874,0.00024153745578695562,0.8412948444495685,0.006398295262171572,0.8412948444495685,0.006398295262171568,0.7718015464606388,0.011519655581881855,0.8352105768181792,0.007218457440218822
28,1048,0.0033298492431640624,9.757055400592633e-05,0.007389068603515625,3.274868168843804e-05,0.6153646797482415,0.11932924828355962,0.6153646797482415,0.11932924828355962,0.6083218815376193,0.11995302376103621,0.6127801314005852,0.11837850795340486
29,1050,0.03513250350952148,0.0015777248662187718,0.007833528518676757,0.00010550752442077013,0.9027443270254771,0.006982402289671226,0.9027443270254771,0.006982402289671226,0.6097689415934723,0.024525845629192324,0.8786229350242941,0.005543186176432644
30,1056,0.37352819442749025,0.10456635828284944,0.008832931518554688,0.00016503250691694686,0.9929220699169005,0.0004220263800585632,0.9929220699169005,0.0004220263800585632,0.5125097562983851,0.0286641195912861,0.9894862788957262,0.0007949513653717715
31,1068,0.01996169090270996,0.004970158179881894,0.0069389820098876955,0.0009849321738014372,0.9305694835106599,0.008342309941391254,0.9305694835106599,0.008342309941391254,0.5662339261337748,0.10137008637231207,0.9083141191042161,0.018012726784316275
32,1069,0.1468639373779297,0.02025965125335799,0.00821990966796875,4.5822884845485595e-05,0.9951691455678464,0.0009118553369041632,0.9951691455678464,0.0009118553369041632,0.4987892574796762,0.00022909743607819224,0.9934734932894344,0.0008279731118428368
33,1071,0.014427709579467773,0.0037039383144788092,0.008860206604003907,0.0023293234092553313,0.9254938271604939,0.01392293495154633,0.9254938271604939,0.01392293495154633,0.6238782737296473,0.09985325978116481,0.9087021323876998,0.019549541552507092
34,1116,11.714348459243775,5.814043165360289,0.06120047569274902,0.000725178264542879,0.8104320306935925,0.14593057363489678,0.8104320306935925,0.1459305736348968,0.7186485198742645,0.16730587295249258,0.8263871405256135,0.12097493902939567
35,1460,0.006495428085327148,0.002718949971779444,0.022657251358032225,0.00885098566258644,0.5486792452830189,0.027495428274636767,0.5486792452830189,0.027495428274636767,0.4382301504011214,0.016802115948933043,0.463779773585447,0.015928099433072895
36,1462,0.00258941650390625,4.461050536884677e-05,0.00815129280090332,0.00015624892140832052,0.9876124751161248,0.007506337703558752,0.9876124751161248,0.007506337703558752,0.9874551906773572,0.00760471664949912,0.9876102745639059,0.0075096296359177
37,1464,0.0025527477264404297,7.292709522589924e-05,0.00672459602355957,6.083627425031603e-05,0.7834272930648769,0.030862295761027853,0.7834272930648769,0.030862295761027853,0.5498813369578051,0.14830001174970459,0.7186231819417654,0.07654043449026497
38,1475,0.8663670539855957,0.16965892372165936,0.017669820785522462,0.00020477602847281283,0.4521189724186213,0.04272985508935809,0.4521189724186213,0.04272985508935809,0.27250455983843297,0.06239329735058066,0.3896758059433755,0.05137853590035973
39,1479,0.5402896881103516,0.04604921229031146,0.017058801651000977,0.00011856893210156144,0.967010169030371,0.009351469918034764,0.967010169030371,0.009351469918034764,0.9670008477917786,0.009358354525230386,0.967000122645565,0.009359822079308284
40,1480,0.008259248733520509,0.0019336072399252539,0.01299748420715332,0.0029848685882854315,0.7136162687886826,0.016553336227261437,0.7136162687886826,0.016553336227261448,0.5367647051764386,0.04448914634894477,0.6587763204405874,0.02313547240380501
41,1485,1.5878780364990235,0.10234382720330203,0.029263925552368165,0.0002750921629183133,0.5511538461538462,0.028252873341856864,0.5511538461538462,0.028252873341856864,0.5511202421840885,0.028254011236976496,0.5511202421840885,0.028254011236976507
42,1487,0.05300660133361816,0.005056873106136004,0.02536482810974121,0.00010009871658920787,0.9372523797272961,0.004908027462900094,0.9372523797272961,0.004908027462900094,0.6047945837962942,0.05887981000128869,0.9214517754450438,0.007745252416180582
43,1489,0.008385896682739258,0.0035988255849682817,0.02523317337036133,0.011416122620094083,0.7524050090793847,0.007526184684185499,0.7524050090793848,0.0075261846841855355,0.6784381941989087,0.01312315756436424,0.7421008620551196,0.009200690224281223
44,1494,0.011720895767211914,0.0036488400621787894,0.0074806690216064455,4.04888942492281e-05,0.8587677725118483,0.034359372436761806,0.8587677725118483,0.034359372436761765,0.8431388745601897,0.03452852025522139,0.8591509337357108,0.03269052332970945
45,1496,0.05882782936096191,0.006061120837025948,0.06447820663452149,0.00040901573839627147,0.7597297297297297,0.006216216216216216,0.7597297297297299,0.0062162162162162,0.758511409277533,0.006511770486365088,0.7586741385188482,0.00648485702323132
46,1497,0.054054784774780276,0.009673546474675335,0.01563229560852051,9.134631928254532e-05,0.6605584150038779,0.016701242447467707,0.6605584150038779,0.016701242447467707,0.5897530324887837,0.02486275536339628,0.6476739026830858,0.01634650309409748
