,dataset_id,fit_time_mean,fit_time_std,score_time_mean,score_time_std,test_accuracy_mean,test_accuracy_std,test_f1_micro_mean,test_f1_micro_std,test_f1_macro_mean,test_f1_macro_std,test_f1_weighted_mean,test_f1_weighted_std
0,3,0.028941583633422852,0.001196761672370966,0.020458078384399413,0.00020363724851799365,0.6264294796557122,0.10330503708102551,0.6264294796557122,0.10330503708102551,0.5350169801411427,0.16253660662740887,0.5439672688732593,0.1576075852841681
1,12,0.010831403732299804,0.0018559431491884995,0.016722726821899413,0.0030169298185876397,0.9244999999999999,0.005567764362830011,0.9244999999999999,0.005567764362830011,0.9245242606188178,0.005711664537493236,0.924524260618818,0.005711664537493203
2,14,0.004369258880615234,0.00022288931651850941,0.008998584747314454,0.0002136367448604391,0.7645,0.00992471662063963,0.7645,0.009924716620639637,0.7647625312723763,0.011601293161928655,0.7647625312723763,0.011601293161928686
3,16,0.00445246696472168,0.0004539147382135437,0.008961057662963868,0.0004183890960710096,0.9339999999999999,0.019339079605813693,0.9339999999999999,0.01933907960581371,0.9343199204616731,0.01930530417299184,0.9343199204616732,0.019305304172991932
4,18,0.0034322738647460938,0.00017879784829582206,0.008338165283203126,0.0001824691015936417,0.6950000000000001,0.007582875444051535,0.6950000000000001,0.007582875444051535,0.6685203236356094,0.00929272053850236,0.6685203236356094,0.00929272053850236
5,21,0.006591367721557617,0.000556848840895785,0.009288597106933593,0.00018923830374313922,0.8159906174080589,0.04360451894934655,0.8159906174080589,0.043604518949346506,0.7103014068462047,0.09598176020680854,0.8090728518105201,0.06388325212712802
6,22,0.004149055480957032,0.0002230613748245163,0.008789682388305664,0.0002413846812410177,0.7289999999999999,0.015215124054702949,0.7289999999999999,0.015215124054702949,0.7263581822194615,0.016183073072408127,0.7263581822194616,0.01618307307240818
7,23,0.007233381271362305,0.0005239526531872078,0.009293746948242188,0.000252033695229243,0.4338152888273954,0.018041274144228486,0.4338152888273953,0.018041274144228486,0.43278768407734003,0.01699377661358647,0.42589184756313736,0.01300053439569229
8,28,0.009699106216430664,0.0004118578374057249,0.015833950042724608,0.00016886369141931094,0.7946619217081852,0.016106888943250335,0.7946619217081851,0.016106888943250297,0.7940397213622117,0.019504452699747682,0.7936846210972964,0.019733683740953075
9,30,0.005553627014160156,0.0001770075538176678,0.012655210494995118,0.00013752370529975807,0.854385314667802,0.05903529854161465,0.854385314667802,0.05903529854161461,0.556513174148864,0.08846077294062869,0.8828649563509844,0.04068080824322068
10,31,0.00929107666015625,0.0007909825545387924,0.010657548904418945,0.00030573796852583564,0.7230000000000001,0.02959729717389751,0.7230000000000001,0.029597297173897474,0.6912030646659744,0.031039956519047618,0.7307472502266862,0.02801485301556251
11,36,0.003975677490234375,0.00016555092561934133,0.009647464752197266,0.0006241213455651175,0.7961038961038962,0.0143184722151872,0.7961038961038962,0.0143184722151872,0.7775734833448421,0.017094592820829896,0.7775734833448422,0.017094592820829865
12,37,0.0021132469177246095,7.41109263810654e-05,0.007208824157714844,0.00023438881886741933,0.7513368983957219,0.018601807594185577,0.7513368983957218,0.01860180759418558,0.7181177696631118,0.02236593034844976,0.7473185251057117,0.019703276509553683
13,44,0.006815910339355469,0.0001932446930559369,0.014514541625976563,0.000155331019881233,0.8256847472029458,0.06325289555398408,0.8256847472029458,0.06325289555398408,0.8246362529387415,0.06276013421018768,0.8267820867657155,0.06422894866488907
