,dataset_id,fit_time_mean,fit_time_std,score_time_mean,score_time_std,test_accuracy_mean,test_accuracy_std,test_f1_micro_mean,test_f1_micro_std,test_f1_macro_mean,test_f1_macro_std,test_f1_weighted_mean,test_f1_weighted_std
0,3,0.032433938980102536,0.001063717976202166,0.021541023254394533,0.0005171189520254712,0.9780995696400627,0.01023277064411762,0.9780995696400627,0.01023277064411762,0.9780173653715657,0.010298781322607347,0.9780747691255899,0.010262198206756246
1,12,0.19100074768066405,0.024308729598884218,0.013692617416381836,0.0049183631047771325,0.884,0.012509996003196796,0.884,0.012509996003196796,0.8839555535191638,0.012520707980061475,0.8839555535191638,0.012520707980061455
2,14,0.1404726982116699,0.00457518147000402,0.009889841079711914,8.952889076415448e-05,0.7304999999999999,0.01951922129594316,0.7304999999999999,0.01951922129594315,0.7295142480277229,0.021171694154965816,0.729514248027723,0.021171694154965774
3,16,0.10422439575195312,0.0022862635470260947,0.009910392761230468,5.454762826342404e-05,0.8055,0.014949916387726038,0.8055,0.014949916387726038,0.8051714728614072,0.015651524709936273,0.8051714728614072,0.015651524709936214
4,18,0.00859537124633789,0.0006901722084779507,0.009145212173461915,0.00024983479620970184,0.6575,0.014577379737113257,0.6575,0.014577379737113257,0.6556248092984107,0.01706212823066917,0.6556248092984107,0.01706212823066917
5,21,0.006782674789428711,0.0003302350051793234,0.009899330139160157,0.00032831017132444395,0.7494563123062746,0.03236112686485637,0.7494563123062746,0.03236112686485636,0.47295596010366464,0.06474167715330269,0.7483885523756192,0.032372612685679134
6,22,0.09494762420654297,0.0022341652177314997,0.009920883178710937,0.00032163015905223725,0.6655,0.009924716620639628,0.6655,0.009924716620639628,0.6684282785721901,0.0108122269955842,0.6684282785721901,0.01081222699558418
7,23,0.00998239517211914,0.000580477169584364,0.009975051879882813,0.00021760909748950002,0.4895053614666205,0.01982814772365153,0.4895053614666205,0.01982814772365153,0.46714602457725596,0.02229322786509327,0.48765346424282774,0.020893877082223917
8,28,0.051360273361206056,0.0015833494810359582,0.017413330078125,6.628094816980471e-05,0.8855871886120997,0.015041640003849145,0.8855871886120997,0.015041640003849145,0.8857591463753645,0.014721154857599644,0.8856595139297976,0.014777727992914668
9,30,0.03642630577087402,0.0028126249376408375,0.015544700622558593,0.00019585005306056567,0.9457302179593132,0.012031056621860655,0.9457302179593132,0.012031056621860655,0.7223924616692804,0.055803281490901864,0.9462101255326962,0.01089208144962148
10,31,0.013133096694946288,0.0012215931207259017,0.010393381118774414,9.241505172262822e-05,0.698,0.01503329637837287,0.6980000000000001,0.015033296378372923,0.6475397027089533,0.023617631586980988,0.7005407723688777,0.01658940945532635
11,36,0.016689109802246093,0.0006769116779726971,0.010216522216796874,4.168260501829735e-05,0.9597402597402598,0.012366109832974623,0.9597402597402598,0.012366109832974623,0.9598600267229882,0.012194794447635675,0.9598600267229882,0.012194794447635701
12,37,0.004227972030639649,0.00023141721325588795,0.007135915756225586,0.00022427149537474682,0.7123419064595535,0.03470467440710172,0.7123419064595535,0.03470467440710176,0.6814520213873922,0.03027013746361627,0.7108514095350014,0.03147419967490397
13,44,0.06348710060119629,0.007674037989446453,0.01674046516418457,0.00015137207416079777,0.8817608459613842,0.05922499698657379,0.8817608459613842,0.05922499698657379,0.8770024334271559,0.0592405085811414,0.8819994219368865,0.05813852667640864
14,50,0.007055521011352539,0.0008090086313518359,0.008966302871704102,7.692901227423517e-05,0.7985765706806283,0.03222081035148167,0.7985765706806283,0.03222081035148163,0.7858041850720026,0.028134307878109287,0.7999623431989714,0.030303070771324346
15,54,0.006515645980834961,0.0003741820085290766,0.006825923919677734,9.91148215940859e-05,0.7009119387399931,0.03427338115379806,0.7009119387399931,0.03427338115379806,0.6968892455652532,0.030838657563420475,0.6951201148854684,0.02966128239627996
16,59,0.00689854621887207,0.000722341622527269,0.005968856811523438,7.499094751824701e-05,0.8319114688128773,0.07739515540784418,0.8319114688128773,0.07739515540784418,0.8118336726212203,0.08886812354903464,0.8291193135075112,0.07965764756509129
17,60,0.16260747909545897,0.009519619535812901,0.015105104446411133,6.625885236969192e-05,0.7394000000000001,0.012240914998479496,0.7394000000000001,0.012240914998479496,0.7397029242411384,0.012424955166849412,0.7395569910853366,0.012427714951629738
18,182,0.07054781913757324,0.001914444527078486,0.01967597007751465,0.0004945096068762515,0.8536547433903576,0.005463193801010997,0.8536547433903576,0.005463193801010997,0.8299771269889085,0.007489517667379841,0.8542266747781302,0.005448981170430759
19,292,0.006812000274658203,0.000364365017040962,0.00516362190246582,0.00010261768299429182,0.810144927536232,0.04429190373894529,0.810144927536232,0.04429190373894529,0.8069952056114807,0.04568266957721224,0.809679302183374,0.044743597074829264
20,294,0.06877117156982422,0.0021887802661120143,0.006001186370849609,0.00040404915267820495,0.8338772338772339,0.02028195291767577,0.8338772338772339,0.02028195291767577,0.8061408400740492,0.019929570951073342,0.8332329708278283,0.01857971586406364
