,dataset_id,fit_time_mean,fit_time_std,score_time_mean,score_time_std,test_accuracy_mean,test_accuracy_std,test_f1_micro_mean,test_f1_micro_std,test_f1_macro_mean,test_f1_macro_std,test_f1_weighted_mean,test_f1_weighted_std
0,3,0.11531939506530761,0.003297016295851691,0.04640121459960937,0.0016207636184675425,0.9330668035993739,0.042911019291021923,0.9330668035993739,0.042911019291021923,0.9323050821173304,0.0441659346925753,0.9325755124652408,0.04380832939097013
1,12,0.10985341072082519,0.0005352142615357415,0.0977975845336914,0.0020661773805032524,0.8939999999999999,0.00930053761886913,0.8939999999999999,0.00930053761886913,0.8931724191128021,0.009995063136287077,0.8931724191128021,0.009995063136286965
2,14,0.05801382064819336,0.0004777476820429398,0.039390850067138675,0.0003461509484102559,0.8470000000000001,0.015116216457830971,0.8470000000000001,0.015116216457830971,0.8463186285680726,0.015416053670702121,0.8463186285680724,0.015416053670702127
3,16,0.0477510929107666,0.0009691913844345834,0.027812957763671875,0.00021758038250952762,0.9800000000000001,0.0052440442408507515,0.9800000000000001,0.0052440442408507515,0.9800520234905727,0.0052062021822824045,0.9800520234905725,0.00520620218228248
4,18,0.03946771621704102,0.0007992549606431794,0.032654953002929685,0.0001065280678334059,0.4739999999999999,0.017649362594722787,0.4739999999999999,0.017649362594722787,0.4228271777767582,0.022491547580641005,0.4228271777767583,0.022491547580641008
5,21,0.055533552169799806,0.001552066455310963,0.019420385360717773,0.00026218864151775206,0.8391874005193933,0.04987481048189213,0.8391874005193933,0.049874810481892115,0.5991444046264924,0.15421212400220546,0.8391872041275599,0.05501115179655294
6,22,0.06160740852355957,0.0006700895115737907,0.05529112815856933,0.0004945005350125234,0.828,0.01307669683062203,0.828,0.01307669683062203,0.8254498722870114,0.014379695329383085,0.8254498722870114,0.014379695329383076
7,23,0.05608687400817871,0.0008713525871334828,0.023545074462890624,0.0001755792117743494,0.5084861063069296,0.013455198989270119,0.5084861063069296,0.013455198989270119,0.37619861231276175,0.009391876701871077,0.44027874149507007,0.012060163945926145
8,28,0.1458894729614258,0.001359691632381435,0.10666680335998535,0.0012660392120169507,0.9839857651245552,0.0036029282440064956,0.9839857651245552,0.0036029282440064956,0.9839924232647566,0.0036350595831065903,0.9839636312393873,0.003635335780787843
9,30,0.11842226982116699,0.002392984244108532,0.04897627830505371,0.0004829355702123005,0.8993240005676458,0.0012078519026063627,0.8993240005676458,0.00120785190260635,0.256576502989296,0.026520449050075005,0.8555062761025545,0.0025147568217938317
10,31,0.03855047225952148,0.0018085452592998734,0.016832351684570312,9.094998508718882e-05,0.708,0.010770329614269018,0.708,0.010770329614269053,0.46719809194532014,0.025058336013674572,0.6104646892899132,0.01724651191708838
11,36,0.04244265556335449,0.000813396780096116,0.027930355072021483,0.00019594390563275774,0.8571428571428571,0.011934241343801048,0.8571428571428571,0.011934241343801048,0.8589197502313353,0.01169164766130117,0.8589197502313353,0.011691647661301114
12,37,0.008278703689575196,0.0005886440017188364,0.008841896057128906,4.445099416236057e-05,0.7591460826754943,0.020217403744815586,0.7591460826754943,0.0202174037448156,0.7051658300704331,0.02354457918529517,0.7430836963985956,0.02064608156558828
