,random_sampling,training_utility_sampling,density_weighted_sampling,margin_sampling,expected_error_reduction,random_meta_sampling,random_sampling_choice,perfect_meta_sampling,perfect_sampling_choice,meta_sampling,meta_sampling_choice,meta_sampling_ideal_choice
0,0.5076139693519719,0.4185660176755931,0.45063054494170124,0.5482133115111838,0.5482133115111838,0.45063054494170124,density_weighted_sampling,0.5482133115111838,margin_sampling,0.45063054494170124,density_weighted_sampling,margin_sampling
1,0.5117348743955655,0.3256275346507763,0.45063054494170124,0.5313458471353208,0.5313458471353208,0.5132972011584729,expected_error_reduction,0.5313458471353208,margin_sampling,0.5132972011584729,margin_sampling,training_utility_sampling
2,0.49979991996798717,0.4083333333333333,0.4409641723803417,0.39722724532851117,0.5425809918813255,0.4330447676573846,training_utility_sampling,0.5443454743216627,density_weighted_sampling,0.4330447676573846,training_utility_sampling,margin_sampling
3,0.503030303030303,0.4538714222487503,0.497998748373561,0.4955370719909631,0.5427405489552131,0.4330447676573846,density_weighted_sampling,0.5452689784518127,expected_error_reduction,0.4330447676573846,margin_sampling,training_utility_sampling
4,0.3878843914800357,0.4800587227795449,0.497998748373561,0.5117348743955655,0.4613333333333334,0.3986076136868612,training_utility_sampling,0.5452689784518127,density_weighted_sampling,0.4769272113022113,training_utility_sampling,training_utility_sampling
5,0.46974335578419957,0.5090964017185822,0.47189063153908994,0.4572163487505281,0.4572163487505281,0.3986076136868612,density_weighted_sampling,0.5452689784518127,density_weighted_sampling,0.5487215156332803,training_utility_sampling,training_utility_sampling
6,0.4832575444398512,0.5012001690256196,0.47189063153908994,0.4572163487505281,0.4572163487505281,0.400468887019704,margin_sampling,0.5381955040179025,training_utility_sampling,0.5434343434343434,training_utility_sampling,density_weighted_sampling
7,0.4855313913420406,0.4443764782644157,0.5372964000414981,0.46010351118888937,0.4572163487505281,0.39541231682789,density_weighted_sampling,0.5375587138881821,expected_error_reduction,0.5437956204379562,margin_sampling,expected_error_reduction
8,0.4886405142815399,0.4316231983527797,0.41506434292227856,0.5337542496357455,0.4572163487505281,0.39541231682789,expected_error_reduction,0.5354068857589984,expected_error_reduction,0.5463252343986289,expected_error_reduction,expected_error_reduction
9,0.477533960292581,0.4659823141441291,0.53125,0.5337542496357455,0.4572163487505281,0.3726474278544542,training_utility_sampling,0.5287541234014204,expected_error_reduction,0.5463252343986289,expected_error_reduction,margin_sampling
10,0.4974958194154271,0.4608705521820555,0.5039839825329885,0.5337542496357455,0.4572163487505281,0.3726474278544542,density_weighted_sampling,0.5287541234014204,expected_error_reduction,0.5440137237807892,expected_error_reduction,margin_sampling
11,0.502951355230973,0.4634835066101913,0.5069033530571991,0.5303656334710602,0.46293738855289407,0.3726474278544542,density_weighted_sampling,0.5287541234014204,expected_error_reduction,0.5456446217189913,margin_sampling,margin_sampling
12,0.49694296107112457,0.4645287853310913,0.46387786993629043,0.5303656334710602,0.4721602219943295,0.3726474278544542,margin_sampling,0.5287541234014204,expected_error_reduction,0.5373454733881116,expected_error_reduction,margin_sampling
13,0.5066320044023606,0.47115900485920564,0.4517884110138812,0.5540290480184246,0.40559440559440557,0.3726474278544542,expected_error_reduction,0.48260095297684946,training_utility_sampling,0.5372760206667875,margin_sampling,density_weighted_sampling
14,0.5265829449773914,0.4750494071146245,0.4583493774868438,0.555626655290709,0.40559440559440557,0.3726474278544542,training_utility_sampling,0.5146573480877499,margin_sampling,0.5341383422778772,margin_sampling,density_weighted_sampling
15,0.5157419644177692,0.4724549794103789,0.44684599782835843,0.555626655290709,0.4152249936311633,0.3726474278544542,training_utility_sampling,0.5134030949490278,expected_error_reduction,0.5311136283448775,margin_sampling,density_weighted_sampling
16,0.5258437322745321,0.4750494071146245,0.4803959152190882,0.5588235294117647,0.4104287315795282,0.3726474278544542,training_utility_sampling,0.5138679349205665,margin_sampling,0.5327189281219927,margin_sampling,density_weighted_sampling
17,0.5160347724450288,0.47118881912593963,0.46597315018367647,0.5588235294117647,0.4104287315795282,0.3726474278544542,margin_sampling,0.5211699492864725,expected_error_reduction,0.5342370524852276,margin_sampling,density_weighted_sampling
18,0.520403040734366,0.4763415816047395,0.49026961096648525,0.5588235294117647,0.4104287315795282,0.37914406268836653,expected_error_reduction,0.5409675897850549,expected_error_reduction,0.5342370524852276,margin_sampling,density_weighted_sampling
19,0.511438611589214,0.4776322112873232,0.49129773405243093,0.5572248007511603,0.4104287315795282,0.37914406268836653,density_weighted_sampling,0.5530846100216307,density_weighted_sampling,0.5296851657168151,margin_sampling,density_weighted_sampling
20,0.5143914676119249,0.45694413997887556,0.48277312796044325,0.555626655290709,0.4104287315795282,0.37914406268836653,expected_error_reduction,0.5610302956629794,density_weighted_sampling,0.5312016479532218,margin_sampling,density_weighted_sampling
21,0.5144992982500773,0.45694413997887556,0.5005500853898242,0.5540290480184246,0.4104287315795282,0.3899434524507849,density_weighted_sampling,0.5690472496595473,expected_error_reduction,0.5296851657168151,margin_sampling,density_weighted_sampling
22,0.5203735144312394,0.4606256742179072,0.4964888489063738,0.5540290480184246,0.4104287315795282,0.3908575666084009,expected_error_reduction,0.5695240043644298,expected_error_reduction,0.5296851657168151,margin_sampling,expected_error_reduction
23,0.515132955647425,0.46489046136704604,0.4979919678714859,0.5508352693882066,0.4104287315795282,0.3867575174048289,expected_error_reduction,0.5729927472499458,training_utility_sampling,0.5266862089623224,margin_sampling,expected_error_reduction
