Row,NumGoodAlgos
333,7
334,7
335,7
336,7
337,0
338,7
339,7
340,7
341,7
342,0
343,7
344,7
345,7
346,3
347,4
348,7
349,7
350,3
351,7
352,7
353,1
354,6
355,2
356,2
357,7
358,6
359,7
360,7
361,7
362,0
363,7
364,1
365,7
366,5
367,7
368,7
369,7
370,0
371,7
372,7
373,7
374,7
375,7
376,7
377,7
378,7
379,2
380,7
381,7
382,7
383,7
384,5
385,7
386,7
387,7
388,6
389,7
390,7
391,7
392,7
393,5
394,7
395,7
396,7
397,4
398,7
399,7
400,0
401,7
402,3
403,7
404,7
405,7
406,7
407,7
408,5
409,6
410,4
411,0
412,6
413,7
414,7
415,7
416,7
417,6
418,7
419,3
420,7
421,7
422,0
423,7
424,7
425,7
426,7
427,7
428,7
429,0
430,7
431,7
432,7
433,3
434,7
435,0
436,7
437,7
438,7
439,5
440,7
441,6
442,7
443,7
444,7
445,7
446,0
447,7
448,0
449,7
450,7
451,7
452,7
453,7
454,7
455,7
456,6
457,7
458,3
459,7
460,7
461,7
462,6
463,7
464,7
465,7
466,1
467,7
468,7
469,7
470,7
471,7
472,7
473,7
474,7
475,6
476,7
477,7
478,7
479,7
480,7
481,0
482,7
483,7
484,7
485,7
486,7
487,3
488,7
489,7
490,7
491,5
492,7
493,6
494,5
495,2
496,0
497,4
498,5
499,7
500,7
501,7
502,7
503,5
504,7
505,3
506,0
507,7
508,2
509,7
510,7
511,2
512,0
513,6
514,7
515,7
516,7
517,2
518,7
519,7
520,7
521,7
522,7
523,7
524,7
525,7
526,7
527,7
528,2
529,7
530,2
531,7
532,7
533,7
534,7
535,7
536,7
537,3
538,7
539,7
540,7
541,7
542,7
543,7
544,7
545,2
546,7
547,7
548,6
549,7
550,7
551,5
552,7
553,7
554,4
555,7
556,7
557,6
558,4
559,0
560,7
561,7
562,7
563,5
564,7
565,7
566,7
567,7
568,0
569,7
570,6
571,0
572,6
573,7
574,7
575,6
576,7
577,7
578,3
579,1
580,5
581,7
582,4
583,1
584,7
585,7
586,4
587,7
588,0
589,4
590,7
591,7
592,7
593,6
594,0
595,7
596,7
597,7
598,7
599,0
600,7
601,7
602,1
603,7
604,7
605,2
606,7
607,4
608,7
609,7
610,7
611,0
612,7
613,7
614,7
615,7
616,7
617,4
618,7
619,7
620,7
621,3
622,0
623,7
624,0
625,0
626,7
627,7
628,7
629,7
630,7
631,7
632,5
633,7
634,7
635,7
636,7
637,7
638,3
639,7
640,7
641,4
642,7
643,7
644,7
645,7
646,7
647,7
648,7
649,7
650,7
651,5
652,1
653,7
654,7
655,7
656,6
657,4
658,7
659,6
660,2
661,5
662,7
663,3
664,6
665,5
666,4
667,7
668,6
669,7
670,7
671,3
672,7
673,7
674,7
675,7
676,7
677,7
678,7
679,7
680,6
681,7
682,7
683,7
684,7
685,0
686,0
687,7
688,3
689,3
690,1
691,7
692,7
693,7
694,7
695,7
696,6
697,5
698,7
699,0
700,7
701,7
702,7
703,7
704,7
705,7
706,7
707,3
708,6
709,7
710,7
711,7
712,3
713,6
714,7
715,7
716,7
717,0
718,7
719,6
720,7
721,7
722,7
723,7
724,7
725,0
726,7
727,1
728,7
729,0
730,7
731,0
732,7
733,7
734,5
735,7
736,7
737,4
738,7
739,7
740,7
741,7
742,7
743,7
744,7
745,7
746,7
747,7
748,7
749,7
750,0
751,7
752,1
753,6
754,6
755,7
756,7
757,7
758,7
759,7
760,5
761,7
762,7
763,7
764,2
765,1
766,7
767,7
768,6
769,6
770,7
771,6
772,7
773,0
774,7
775,7
776,7
777,4
778,7
779,5
780,3
781,7
782,7
783,7
784,6
785,7
786,5
787,7
788,7
789,7
790,7
791,7
792,5
793,7
794,7
795,7
796,7
797,1
798,7
799,7
800,7
801,7
802,7
803,5
804,7
805,7
806,7
807,7
808,6
809,7
810,7
811,7
812,3
813,7
814,7
815,0
816,5
817,0
818,6
819,6
820,7
821,7
822,7
823,7
824,7
825,4
826,4
827,7
828,7
829,0
830,3
831,3
832,4
833,7
834,7
835,1
836,6
837,7
838,4
839,7
840,3
841,7
842,7
843,1
844,6
845,6
846,7
847,7
848,7
849,4
850,0
851,7
852,4
853,7
854,7
855,2
856,1
857,6
858,6
859,7
860,3
861,7
862,5
863,3
864,7
865,3
866,1
867,7
868,7
869,1
870,7
871,7
872,2
873,7
874,7
875,0
876,6
877,7
878,4
879,7
880,0
881,7
882,6
883,7
884,7
885,7
886,4
887,7
888,7
889,7
890,7
891,7
892,5
893,2
894,7
895,7
896,7
897,0
898,7
899,2
900,7
901,6
902,4
903,7
904,7
905,7
906,7
907,7
908,7
909,5
910,7
911,7
912,7
913,7
914,5
915,7
916,4
917,7
918,7
919,7
920,6
921,3
922,7
923,7
924,7
925,7
926,7
927,3
928,7
929,7
930,7
931,7
932,1
933,7
934,7
935,0
936,7
937,7
938,7
939,7
940,6
941,0
942,7
943,4
944,0
945,6
946,6
947,7
948,7
949,7
950,7
951,0
952,7
953,7
954,7
955,7
956,7
957,7
958,7
959,0
960,7
961,7
962,7
963,7
964,7
965,7
966,7
967,7
968,5
969,6
970,7
971,2
972,7
973,7
974,5
975,7
976,7
977,2
978,7
979,7
980,7
981,0
982,0
983,7
984,5
985,7
986,6
987,6
988,0
989,7
990,5
991,2
992,7
993,6
994,6
995,2
996,7
997,7
998,0
999,7
1000,6
1001,7
1002,7
1003,7
1004,6
1005,7
1006,7
1007,7
1008,7
1009,7
1010,7
1011,4
1012,7
1013,4
1014,5
1015,7
1016,2
1017,7
1018,7
1019,7
1020,7
1021,7
1022,1
1023,6
1024,6
1025,7
1026,7
1027,7
1028,7
1029,6
1030,7
1031,7
1032,7
1033,5
1034,7
1035,2
1036,7
1037,7
1038,4
1039,3
1040,7
1041,7
1042,7
1043,6
1044,7
1045,7
1046,2
1047,7
1048,7
1049,3
1050,7
1051,7
1052,5
1053,6
1054,7
1055,7
1056,7
1057,7
1058,7
1059,7
1060,7
1061,7
1062,4
1063,6
1064,7
1065,7
1066,4
1067,0
1068,7
1069,5
1070,2
1071,7
1072,7
1073,7
1074,7
1075,7
1076,0
1077,7
1078,5
1079,4
1080,7
1081,7
1082,7
1083,7
1084,7
1085,7
1086,7
1087,7
1088,7
1089,6
1090,7
1091,2
1092,7
1093,7
1094,5
1095,4
1096,5
1097,5
1098,7
1099,3
1100,0
1101,7
1102,7
1103,7
1104,7
1105,2
1106,7
1107,7
1108,7
1109,1
1110,7
1111,7
1112,5
1113,7
1114,7
1115,7
1116,7
1117,7
1118,7
1119,7
1120,7
1121,7
1122,7
1123,7
1124,7
1125,7
1126,7
1127,7
1128,3
1129,7
1130,7
1131,7
1132,7
1133,7
1134,6
1135,7
1136,7
1137,0
1138,7
1139,7
1140,7
1141,7
1142,7
1143,7
1144,6
1145,2
1146,4
1147,6
1148,1
1149,2
1150,5
1151,7
1152,4
1153,2
1154,1
1155,4
1156,7
1157,1
1158,7
1159,0
1160,7
1161,7
1162,7
1163,5
1164,7
1165,5
1166,7
1167,7
1168,7
1169,7
1170,7
1171,4
1172,3
1173,7
1174,7
1175,6
1176,7
1177,0
1178,7
1179,0
1180,7
1181,4
1182,7
1183,1
1184,7
1185,7
1186,7
1187,4
1188,7
1189,7
1190,7
1191,7
1192,7
1193,7
1194,7
1195,7
1196,7
1197,1
1198,7
1199,7
1200,2
1201,1
1202,7
1203,6
1204,0
1205,5
1206,5
1207,7
1208,7
1209,7
1210,7
1211,7
1212,7
1213,7
1214,7
1215,5
1216,7
1217,6
1218,7
1219,7
1220,7
1221,7
1222,0
1223,7
1224,2
1225,7
1226,7
1227,0
1228,7
1229,4
1230,7
1231,7
1232,7
1233,0
1234,7
1235,7
1236,7
1237,7
1238,7
1239,7
1240,7
1241,6
1242,7
1243,0
1244,7
1245,6
1246,7
1247,7
1248,7
1249,7
1250,5
1251,5
1252,7
1253,6
1254,7
1255,7
1256,7
1257,6
1258,7
1259,7
1260,7
1261,6
1262,7
1263,5
1264,7
1265,7
1266,2
1267,6
1268,5
1269,2
1270,5
1271,7
1272,7
1273,7
1274,3
1275,7
1276,7
1277,5
1278,7
1279,5
1280,7
1281,3
1282,5
1283,7
1284,7
1285,7
1286,7
1287,5
1288,7
1289,7
1290,7
1291,7
1292,7
1293,7
1294,7
1295,7
1296,7
1297,0
1298,7
1299,7
1300,7
1301,5
1302,6
1303,5
1304,7
1305,7
1306,3
1307,7
1308,3
1309,7
1310,6
1311,7
1312,2
1313,5
1314,7
1315,7
1316,0
1317,7
1318,7
1319,7
1320,7
1321,7
1322,5
1323,3
1324,7
1325,6
1326,7
1327,1
1328,6
1329,7
1330,7
1331,7
1332,7
1333,7
1334,2
1335,7
1336,7
1337,7
1338,7
1339,0
1340,7
1341,7
1342,1
1343,7
1344,7
1345,2
1346,7
1347,1
1348,7
1349,7
1350,6
1351,7
1352,4
1353,7
1354,7
1355,7
1356,5
1357,7
1358,5
1359,7
1360,0
1361,7
1362,7
1363,7
1364,7
1365,0
1366,7
1367,4
1368,7
1369,7
1370,6
1371,6
1372,6
1373,4
1374,6
1375,7
1376,7
1377,7
1378,7
1379,7
1380,6
1381,7
1382,7
1383,7
1384,7
1385,5
1386,5
1387,6
1388,3
1389,7
1390,7
1391,5
1392,5
1393,6
1394,7
1395,2
1396,7
1397,0
1398,7
1399,7
1400,7
1401,4
1402,7
1403,5
1404,5
1405,1
1406,7
1407,7
1408,7
1409,2
1410,7
1411,7
1412,4
1413,7
1414,3
1415,0
1416,7
1417,7
1418,7
1419,2
1420,7
1421,7
1422,3
1423,7
1424,7
1425,2
1426,7
1427,7
1428,7
1429,5
1430,3
1431,5
1432,4
1433,0
1434,5
1435,7
1436,7
1437,7
1438,6
1439,7
1440,7
1441,7
1442,7
1443,7
1444,7
1445,7
1446,7
1447,5
1448,7
1449,7
1450,7
1451,7
1452,7
1453,1
1454,6
1455,7
1456,1
1457,1
1458,6
1459,7
1460,7
1461,7
1462,4
1463,7
1464,5
1465,1
1466,7
1467,7
1468,7
1469,7
1470,7
1471,7
1472,7
1473,7
1474,7
1475,7
1476,6
1477,0
1478,7
1479,7
1480,7
1481,7
1482,7
1483,6
1484,7
1485,7
1486,0
1487,5
1488,7
1489,7
1490,6
1491,3
1492,7
1493,7
1494,4
1495,7
1496,0
1497,7
1498,7
1499,7
1500,7
1501,7
1502,7
1503,6
1504,7
1505,5
1506,6
1507,7
1508,7
1509,6
1510,6
1511,3
1512,4
1513,7
1514,7
1515,2
1516,6
1517,5
1518,7
1519,4
1520,7
1521,6
1522,0
1523,7
1524,7
1525,7
1526,7
1527,6
1528,4
1529,7
1530,7
1531,7
1532,6
1533,3
1534,7
1535,7
1536,7
1537,7
1538,3
1539,7
1540,4
1541,7
1542,7
1543,7
1544,7
1545,7
1546,7
1547,0
1548,7
1549,6
1550,6
1551,7
1552,0
1553,7
1554,5
1555,7
1556,5
1557,6
1558,7
1559,5
1560,7
1561,7
1562,7
1563,6
1564,7
1565,7
1566,3
1567,7
1568,7
1569,5
1570,7
1571,7
1572,1
1573,5
1574,4
1575,7
1576,3
1577,7
1578,7
1579,5
1580,3
1581,7
1582,7
1583,7
1584,4
1585,7
1586,7
1587,7
1588,7
1589,7
1590,7
1591,7
1592,7
1593,0
1594,7
1595,7
1596,7
1597,7
1598,7
1599,6
1600,4
1601,6
1602,0
1603,7
1604,7
1605,7
1606,5
1607,7
1608,7
1609,7
1610,0
1611,4
1612,7
1613,5
1614,0
1615,4
1616,7
1617,7
1618,7
1619,7
1620,7
1621,5
1622,5
1623,7
1624,7
1625,7
1626,7
1627,5
1628,7
1629,2
1630,0
1631,7
1632,2
1633,7
1634,7
1635,4
1636,4
1637,0
1638,5
1639,7
1640,7
1641,7
1642,6
1643,7
1644,7
1645,4
1646,6
1647,7
1648,0
1649,7
1650,7
1651,7
1652,7
1653,7
1654,2
1655,7
1656,7
1657,0
1658,7
1659,7
1660,1
1661,7
1662,7
1663,7
1664,7
1665,7
1666,7
1667,7
1668,4
1669,1
1670,7
1671,5
1672,5
1673,7
1674,4
1675,7
1676,1
1677,7
1678,7
1679,7
1680,7
1681,5
1682,2
1683,7
1684,4
1685,7
1686,7
1687,7
1688,6
1689,7
1690,5
1691,7
1692,7
1693,7
1694,7
1695,7
1696,7
1697,7
1698,7
1699,2
1700,3
1701,7
1702,7
1703,7
1704,3
1705,7
1706,7
1707,7
1708,7
1709,7
1710,7
1711,0
1712,3
1713,7
1714,7
1715,4
1716,7
1717,7
1718,7
1719,7
1720,5
1721,7
1722,7
1723,7
1724,7
1725,7
1726,7
1727,7
1728,3
1729,7
1730,3
1731,1
1732,7
1733,4
1734,0
1735,7
1736,7
1737,7
1738,4
1739,0
1740,7
1741,7
1742,6
1743,7
1744,7
1745,7
1746,7
1747,7
1748,7
1749,7
1750,0
1751,7
1752,2
1753,7
1754,7
1755,7
1756,3
1757,7
1758,7
1759,7
1760,7
1761,7
1762,7
1763,7
1764,7
1765,0
1766,3
1767,4
1768,7
1769,5
1770,7
1771,7
1772,7
1773,7
1774,7
1775,7
1776,7
1777,7
1778,7
1779,7
1780,5
1781,7
1782,6
1783,4
1784,7
1785,7
1786,6
1787,7
1788,5
1789,6
1790,7
1791,7
1792,7
1793,7
1794,6
1795,2
1796,7
1797,4
1798,7
1799,7
1800,7
1801,7
1802,7
1803,0
1804,2
1805,7
1806,7
1807,1
1808,4
1809,7
1810,5
1811,5
1812,7
1813,7
1814,7
1815,7
1816,7
1817,7
1818,5
1819,7
1820,4
1821,7
1822,7
1823,7
1824,7
1825,7
1826,0
1827,7
1828,1
1829,7
1830,7
1831,7
1832,7
1833,7
1834,5
1835,0
1836,4
1837,7
1838,7
1839,0
1840,7
1841,7
1842,7
1843,7
1844,4
1845,7
1846,7
1847,7
1848,7
1849,7
1850,7
1851,7
1852,7
1853,7
1854,5
1855,6
1856,0
1857,7
1858,7
1859,7
1860,6
1861,7
1862,7
1863,4
1864,7
1865,7
1866,7
1867,7
1868,5
1869,7
1870,5
1871,3
1872,7
1873,7
1874,7
1875,7
1876,7
1877,7
1878,7
1879,7
1880,7
1881,7
1882,2
1883,7
1884,7
1885,6
1886,1
1887,7
1888,7
1889,7
1890,7
1891,7
1892,7
1893,6
1894,7
1895,7
1896,7
1897,7
1898,7
1899,7
1900,7
1901,7
1902,7
1903,7
1904,7
1905,7
1906,7
1907,7
1908,0
1909,5
1910,1
1911,0
1912,2
1913,3
1914,7
1915,2
1916,7
1917,7
1918,7
1919,0
1920,7
1921,5
1922,7
1923,7
1924,7
1925,7
1926,7
1927,2
1928,7
1929,7
1930,7
1931,7
1932,6
1933,7
1934,4
1935,2
1936,7
1937,3
1938,2
1939,3
1940,7
1941,4
1942,7
1943,7
1944,4
1945,4
1946,5
1947,7
1948,2
1949,5
1950,6
1951,4
1952,7
1953,7
1954,7
1955,7
1956,7
1957,7
1958,7
1959,5
1960,7
1961,7
1962,7
1963,5
1964,4
1965,7
1966,4
1967,7
1968,1
1969,5
1970,7
1971,7
1972,7
1973,7
1974,6
1975,7
1976,4
1977,7
1978,0
1979,7
1980,7
1981,7
1982,6
1983,7
1984,7
1985,7
1986,7
1987,7
1988,7
1989,7
1990,7
1991,7
1992,7
1993,6
1994,3
1995,7
1996,7
1997,7
1998,7
1999,7
2000,7
2001,7
2002,7
2003,7
2004,6
2005,7
2006,3
2007,4
2008,4
2009,7
2010,7
2011,7
2012,7
2013,7
2014,6
2015,7
2016,7
2017,7
2018,7
2019,7
2020,7
2021,7
2022,4
2023,7
2024,7
2025,7
2026,7
2027,7
2028,4
2029,5
2030,7
2031,7
2032,7
2033,0
2034,4
2035,7
2036,4
2037,7
2038,7
2039,1
2040,0
2041,1
2042,7
2043,6
2044,7
2045,7
2046,7
2047,4
2048,7
2049,7
2050,7
2051,0
2052,0
2053,1
2054,5
2055,7
2056,4
2057,5
2058,2
2059,6
2060,7
2061,7
2062,7
2063,2
2064,7
2065,7
2066,7
2067,1
2068,0
2069,7
2070,3
2071,7
2072,7
2073,7
2074,7
2075,7
2076,4
2077,6
2078,7
2079,0
2080,7
2081,7
2082,7
2083,7
2084,4
2085,7
2086,6
2087,6
2088,7
2089,7
2090,7
2091,7
2092,7
2093,7
2094,7
2095,7
2096,7
2097,0
2098,7
2099,7
2100,5
2101,7
2102,7
2103,6
2104,7
2105,7
2106,1
2107,7
2108,7
2109,7
2110,7
2111,7
2112,4
2113,6
2114,7
2115,7
2116,7
2117,3
2118,2
2119,5
2120,7
2121,7
2122,7
2123,7
2124,6
2125,7
2126,5
2127,0
2128,7
2129,7
2130,7
2131,5
2132,7
2133,7
2134,2
2135,0
2136,7
2137,7
2138,3
2139,6
2140,7
2141,0
2142,5
2143,4
2144,3
2145,0
2146,7
2147,7
2148,7
2149,7
2150,7
2151,6
2152,7
2153,7
2154,7
2155,7
2156,7
2157,1
2158,1
2159,7
2160,0
2161,6
2162,6
2163,2
2164,7
2165,5
2166,7
2167,7
2168,0
2169,7
2170,2
2171,7
2172,7
2173,6
2174,0
2175,7
2176,2
2177,5
2178,6
2179,7
2180,0
2181,6
2182,4
2183,6
2184,0
2185,7
2186,7
2187,1
2188,7
2189,4
2190,5
2191,3
2192,7
2193,7
2194,5
2195,7
2196,3
2197,7
2198,7
2199,7
2200,7
2201,7
2202,7
2203,6
2204,7
2205,5
2206,7
2207,7
2208,1
2209,4
2210,6
2211,7
2212,1
2213,0
2214,4
2215,6
2216,6
2217,5
2218,5
2219,3
2220,0
2221,7
2222,7
2223,2
2224,7
2225,7
2226,7
2227,7
2228,7
2229,6
2230,5
2231,7
2232,6
2233,7
2234,6
2235,5
2236,7
2237,7
2238,0
2239,7
2240,7
2241,7
2242,4
2243,1
2244,7
2245,7
2246,7
2247,7
2248,7
2249,7
2250,7
2251,0
2252,2
2253,7
2254,7
2255,7
2256,7
2257,7
2258,7
2259,4
2260,7
2261,7
2262,6
2263,6
2264,4
2265,7
2266,7
2267,7
2268,7
2269,7
2270,7
2271,3
2272,7
2273,3
2274,7
2275,2
2276,7
2277,7
2278,5
2279,7
2280,7
2281,7
2282,7
2283,0
2284,7
2285,6
2286,7
2287,3
2288,7
2289,7
2290,7
2291,7
2292,4
2293,1
2294,0
2295,0
2296,7
2297,7
2298,7
2299,7
2300,7
2301,7
2302,7
2303,7
2304,6
2305,1
2306,7
2307,7
2308,3
2309,7
2310,7
2311,7
2312,7
2313,5
2314,7
2315,7
2316,2
2317,7
2318,7
2319,4
2320,7
2321,7
2322,7
2323,7
2324,7
2325,6
2326,5
2327,6
2328,5
2329,5
2330,2
2331,5
2332,4
2333,7
2334,7
2335,7
2336,4
2337,7
2338,7
2339,7
2340,7
2341,7
2342,7
2343,7
2344,6
2345,7
2346,0
2347,7
2348,7
2349,7
2350,6
2351,7
2352,7
2353,2
2354,6
2355,0
2356,7
2357,7
2358,7
2359,5
2360,6
2361,3
2362,7
2363,7
2364,5
2365,7
2366,7
2367,7
2368,7
2369,7
2370,7
2371,6
2372,4
2373,2
2374,7
2375,7
2376,7
2377,7
2378,7
2379,7
2380,7
2381,2
2382,7
2383,1
2384,2
2385,7
2386,7
2387,6
2388,7
2389,1
2390,7
2391,7
2392,7
2393,7
2394,1
2395,5
2396,7
2397,1
2398,7
2399,7
2400,7
2401,5
2402,2
2403,6
2404,7
2405,7
2406,4
2407,0
2408,7
2409,2
2410,7
2411,7
2412,7
2413,6
2414,5
2415,7
2416,7
2417,7
2418,7
2419,4
2420,2
2421,6
2422,7
2423,7
2424,1
2425,1
2426,7
2427,4
2428,7
2429,7
2430,5
2431,3
2432,6
2433,2
2434,7
2435,6
2436,7
2437,7
2438,7
2439,3
2440,7
2441,7
2442,1
2443,0
2444,7
2445,0
2446,7
2447,5
2448,5
2449,4
2450,7
2451,7
2452,7
2453,0
2454,6
2455,7
2456,1
2457,7
2458,7
2459,4
2460,7
2461,7
2462,1
2463,7
2464,1
2465,7
2466,1
2467,7
2468,7
2469,1
2470,7
2471,7
2472,7
2473,7
2474,5
2475,7
2476,7
2477,7
2478,1
2479,7
2480,3
2481,7
2482,7
2483,3
2484,7
2485,3
2486,7
2487,7
2488,7
2489,7
2490,4
2491,0
2492,7
2493,7
2494,0
2495,7
2496,7
2497,7
2498,7
2499,0
2500,4
2501,3
2502,7
2503,2
2504,7
2505,7
2506,7
2507,5
2508,5
2509,7
2510,7
2511,0
2512,6
2513,7
2514,7
2515,5
2516,7
2517,0
2518,2
2519,7
2520,7
2521,6
2522,7
2523,7
2524,0
2525,7
2526,7
2527,7
2528,7
2529,7
2530,1
2531,7
2532,7
2533,7
2534,7
2535,7
2536,0
2537,6
2538,7
2539,7
2540,4
2541,7
2542,7
2543,4
2544,7
2545,7
2546,4
2547,5
2548,7
2549,4
2550,7
2551,6
2552,7
2553,7
2554,5
2555,6
2556,6
2557,0
2558,7
2559,4
2560,7
2561,5
2562,7
2563,5
2564,3
2565,0
2566,7
2567,7
2568,7
2569,7
2570,7
2571,7
2572,7
2573,7
2574,0
2575,0
2576,7
2577,7
2578,7
2579,7
2580,7
2581,5
2582,3
2583,7
2584,7
2585,7
2586,3
2587,7
2588,7
2589,7
2590,7
2591,0
2592,7
2593,7
2594,6
2595,7
2596,4
2597,7
2598,7
2599,7
2600,7
2601,5
2602,2
2603,7
2604,7
2605,7
2606,7
2607,7
2608,0
2609,5
2610,0
2611,6
2612,4
2613,6
2614,7
2615,7
2616,7
2617,7
2618,6
2619,7
2620,7
2621,7
2622,7
2623,7
2624,7
2625,4
2626,7
2627,3
2628,7
2629,7
2630,0
2631,7
2632,1
2633,6
2634,7
2635,7
2636,7
2637,5
2638,5
2639,1
2640,7
2641,7
2642,6
2643,2
2644,1
2645,7
2646,0
2647,0
2648,7
2649,7
2650,7
2651,1
2652,2
2653,0
2654,7
2655,4
2656,7
2657,7
2658,6
2659,6
2660,7
2661,7
2662,7
2663,7
2664,7
2665,7
2666,2
2667,2
2668,6
2669,0
2670,7
2671,7
2672,6
2673,6
2674,1
2675,5
2676,7
2677,7
2678,7
2679,7
2680,7
2681,1
2682,7
2683,7
2684,7
2685,7
2686,7
2687,7
2688,7
2689,7
2690,3
2691,7
2692,5
2693,6
2694,7
2695,2
2696,2
2697,7
2698,7
2699,6
2700,0
2701,6
2702,2
2703,5
2704,7
2705,7
2706,7
2707,7
2708,7
2709,4
2710,7
2711,7
2712,7
2713,3
2714,7
2715,7
2716,0
2717,7
2718,5
2719,7
2720,6
2721,7
2722,7
2723,7
2724,7
2725,7
2726,7
2727,2
2728,7
2729,4
2730,4
2731,7
2732,3
2733,7
2734,7
2735,4
2736,4
2737,7
2738,7
2739,4
2740,7
2741,3
2742,1
2743,6
2744,7
2745,7
2746,4
2747,7
2748,7
2749,1
2750,7
2751,0
2752,7
2753,2
2754,6
2755,7
2756,7
2757,7
2758,7
2759,7
2760,0
2761,0
2762,4
2763,2
2764,7
2765,5
2766,6
2767,7
2768,0
2769,7
2770,0
2771,6
2772,5
2773,3
2774,6
2775,7
2776,6
2777,0
2778,6
2779,7
2780,3
2781,7
2782,0
2783,7
2784,7
2785,7
2786,7
2787,7
2788,7
2789,3
2790,4
2791,7
2792,6
2793,7
2794,7
2795,7
2796,7
2797,7
2798,7
2799,7
2800,5
2801,4
2802,7
2803,4
2804,5
2805,4
2806,7
2807,7
2808,7
2809,3
2810,1
2811,7
2812,7
2813,6
2814,7
2815,0
2816,4
2817,7
2818,7
2819,3
2820,7
2821,7
2822,7
2823,7
2824,6
2825,0
2826,7
2827,1
2828,7
2829,7
2830,7
2831,0
2832,7
2833,7
2834,0
2835,7
2836,7
2837,7
2838,7
2839,7
2840,7
2841,7
2842,3
2843,7
2844,3
2845,7
2846,0
2847,7
2848,7
2849,7
2850,1
2851,7
2852,5
2853,7
2854,4
2855,5
2856,1
2857,2
2858,7
2859,0
2860,6
2861,4
2862,7
2863,7
2864,5
2865,7
2866,7
2867,4
2868,7
2869,7
2870,7
2871,1
2872,7
2873,6
2874,4
2875,7
2876,7
2877,7
2878,3
2879,7
2880,6
2881,7
2882,7
2883,7
2884,7
2885,7
2886,7
2887,7
2888,0
2889,7
2890,7
2891,6
2892,3
2893,7
2894,7
2895,7
2896,5
2897,7
2898,2
2899,7
2900,7
2901,7
2902,7
2903,7
2904,7
2905,7
2906,2
2907,0
2908,7
2909,7
2910,6
2911,3
2912,6
2913,5
2914,0
2915,6
2916,7
2917,7
2918,5
2919,7
2920,3
2921,6
2922,7
2923,7
2924,6
2925,6
2926,3
2927,4
2928,7
2929,7
2930,7
2931,7
2932,6
2933,7
2934,7
2935,7
2936,7
2937,7
2938,7
2939,3
2940,7
2941,5
2942,1
2943,7
2944,7
2945,7
2946,7
2947,7
2948,7
2949,7
2950,7
2951,7
2952,7
2953,7
2954,5
2955,6
2956,6
2957,0
2958,7
2959,7
2960,5
2961,7
2962,7
2963,6
2964,7
2965,5
2966,0
2967,7
2968,7
2969,7
2970,7
2971,7
2972,6
2973,7
2974,3
2975,7
2976,7
2977,7
2978,2
2979,0
2980,0
2981,7
2982,7
2983,7
2984,6
2985,7
2986,4
2987,0
2988,3
2989,7
2990,2
2991,7
2992,7
2993,4
2994,7
