Row,z_1,z_2
0,-0.7379159311483299,1.6282535661304245
1,-0.5805265313058633,1.5045805570879902
2,-0.38263844520123685,1.3571378753848862
3,-0.29206523318269983,1.0155320533193561
4,-0.42198851210709504,0.8934312374595741
5,-0.5169227572482539,0.7773186331342701
6,-0.7574024975259926,0.46171106391941136
7,-1.150340831404295,0.5608570351307822
8,-1.451274212348373,0.7617927731909209
9,-0.9083053701583447,1.6960112376122485
10,,
11,-1.586761285062769,0.8129073641010659
12,-1.8262624115819377,1.0574633023664224
13,-0.9083053701583447,1.6960112376122485
14,,
15,-1.267653950162826,1.9968436103119838
16,-1.1370383514567737,1.9437792822019004
17,-0.9083053701583447,1.6960112376122485
18,,
19,-1.6423095855115906,-1.1440312143441607
20,-1.6460686586342985,-1.1331729306647271
21,-1.6922139007504677,-0.9971763387044389
22,-1.4886017979675816,-0.887991931647848
23,-1.3151034749914114,-0.8391714336387618
24,-1.080564269021481,-0.8998723301067305
25,-0.9007613437759515,-0.9581951886675849
26,-0.5687755068398394,-0.9786361309389233
27,-0.36078757811046597,-1.2488572167344345
28,-0.49106252405526374,-1.291424507202991
29,-0.6355968973397035,-1.3097372179957583
30,-0.8102363056223079,-1.344327739017962
31,-1.0023792628022048,-1.3752856098832673
32,-1.2001878499350287,-1.3820130796083565
33,-1.2599935773945665,-1.339382567922982
34,-1.3137436060150307,-1.3000300400900662
35,-1.404657790716907,-1.2445572844936048
36,,
37,-0.39623743867392525,-0.7606937842561006
38,-0.31715768504371716,-0.5185851033421677
39,-0.13469010447967844,-0.5919076112813122
40,0.09934968088417465,-0.6812232881776592
41,0.11623745368635637,-0.6892055739114957
42,0.4321197544307808,-0.8099485389327641
43,0.43606856066864585,-0.8144643409296508
44,0.5029671685237073,-0.9301184115920356
45,0.5415846146385691,-1.012166130274726
46,0.5602703171932056,-1.0506225682322003
47,0.5818407017605182,-1.088895969710645
48,0.5841198717217491,-1.1010421844972489
49,0.5850697573799348,-1.1100194397172376
50,0.5743368709087594,-1.1222414982203324
51,0.5646985206655388,-1.1323130579251082
52,0.49661428571955096,-1.12143618750278
53,0.483892456803844,-1.1144660117058578
54,0.1618809090966476,-0.9938137548598104
55,-0.06720825898147918,-0.8924020296591699
56,-0.07532015134889483,-0.8879941509545144
57,-0.25279787796041564,-0.8249883721335798
58,,
59,-0.5004737678584507,-0.7299207512954441
60,-0.4921061841495228,-0.7090902978074025
61,-0.39623743867392525,-0.7606937842561006
62,,
63,-0.31715768504371716,-0.5185851033421677
64,-0.4921061841495228,-0.7090902978074025
65,-0.44290332588919545,-0.49835861361234607
66,,
67,0.053273815066705574,0.7861434757848905
68,-0.13161173401878512,1.1188479620900433
69,-0.38833209342916875,1.6268643739009279
70,-0.3507908212337722,1.708224562497601
71,-0.2619170523425844,2.004544081011429
72,-0.156625396765705,2.1248687067747984
73,0.010327481958571529,2.1722385571824474
74,0.21216477160546462,2.106115930709524
75,0.2508275863930396,2.071156980430762
76,0.5246450805347489,1.870926671902983
77,0.8326104971209335,1.7438218521069422
78,1.3420955363048583,1.4098442887420546
79,1.4224665700382177,1.066832901459664
80,1.4699279368399971,0.9804072502890481
81,1.4889109663110398,0.9476795838705215
82,1.561442126329193,0.7918534875635336
83,1.56055078583349,0.7803164978255768
84,1.3362039389303868,0.5523108299128638
85,1.3180796086143602,0.5450636392721688
86,0.6967584379839442,0.5714061880098747
87,0.5163683560754676,0.5090939396829147
88,0.2498832549146828,0.7349187624643742
89,,
90,0.0016249646083044153,0.810228980509842
91,-0.1517610780681638,0.946059262467557
92,-0.1317710533513186,1.1171574018429773
93,,
94,0.869291344347154,-0.9841675308198067
95,0.8769861869677174,-0.9751839244082295
96,0.8897787566066482,-0.9788891485160636
97,0.8987885042572501,-0.9882465847041171
98,0.9057164322977297,-0.9983585400770744
99,0.9729650563220804,-1.1555428900067786
100,1.0426903401082472,-1.2617661664282875
101,1.048359381697953,-1.27407525808017
102,1.0470098760629338,-1.2965994035002264
103,1.040221089137737,-1.3022251373666127
104,1.0227602519090344,-1.311654291675448
105,0.9346129565843391,-1.2956540459406884
106,0.923848642436456,-1.2764589880877188
107,0.8757773890461721,-1.0157851220111218
108,0.8681838058090825,-0.9889199485623558
