Row,z_1,z_2
0,-1.2686440717510783,0.6965930060068503
1,-0.910033523048524,1.7002916902043546
2,-0.5805265313058633,1.5045805570879902
3,-0.49805051480627116,1.3520469271092406
4,-0.6048899879761808,0.8587098612982974
5,-0.8381839048157855,0.6325285233827659
6,-0.9388693581271411,0.6170075438731717
7,-1.0358319020934939,0.6082171154497262
8,,
9,-0.4490529286050754,0.9861480334218382
10,-0.6048899879761808,0.8587098612982974
11,-0.4130839649195914,1.197758285414154
12,-0.41698408907362344,1.0187215419355333
13,,
14,-1.080564269021481,-0.8998723301067305
15,-0.9007613437759515,-0.9581951886675849
16,-0.6875601734017527,-1.102043639989579
17,-0.8102363056223079,-1.344327739017962
18,-1.0023792628022048,-1.3752856098832673
19,-1.2001878499350287,-1.3820130796083565
20,-1.2599935773945665,-1.339382567922982
21,-1.2641706360438103,-0.9219484878297288
22,,
23,-1.404657790716907,-1.2445572844936048
24,-1.643928252966369,-1.143350592225075
25,-1.576795821665326,-0.9947480677164978
26,-1.4886017979675816,-0.887991931647848
27,-1.2641706360438103,-0.9219484878297288
28,,
29,-0.39071344680703973,-0.775661807341433
30,-0.5004737678584507,-0.7299207512954441
31,-0.4921061841495228,-0.7090902978074025
32,-0.44290332588919545,-0.49835861361234607
33,-0.4383586508147694,-0.4879428536845855
34,-0.05267195703044809,-0.39830904036018216
35,0.11623745368635637,-0.6892055739114957
36,0.4321197544307808,-0.8099485389327641
37,0.43606856066864585,-0.8144643409296508
38,0.5029671685237073,-0.9301184115920356
39,0.5415846146385691,-1.012166130274726
40,0.5602703171932056,-1.0506225682322003
41,0.5818407017605182,-1.088895969710645
42,0.5841198717217491,-1.1010421844972489
43,0.5850697573799348,-1.1100194397172376
44,0.5743368709087594,-1.1222414982203324
45,0.5646985206655388,-1.1323130579251082
46,0.49661428571955096,-1.12143618750278
47,0.483892456803844,-1.1144660117058578
48,0.1618809090966476,-0.9938137548598104
49,-0.06720825898147918,-0.8924020296591699
50,-0.07532015134889483,-0.8879941509545144
51,-0.25279787796041564,-0.8249883721335798
52,,
53,0.0016249646083044153,0.810228980509842
54,-0.17311995916848025,1.0332504857032128
55,0.053273815066705574,0.7861434757848905
56,,
57,-0.06347730732363108,2.1956537986463642
58,0.010327481958571529,2.1722385571824474
59,0.07745061680831153,2.142333472209998
60,0.243788689497535,2.072778365559258
61,0.5246450805347489,1.870926671902983
62,0.8358458774395015,1.7395880591136477
63,1.110779189600843,1.4298419230998427
64,1.4156810170660463,1.0711963728305107
65,1.4699279368399971,0.9804072502890481
66,1.4889109663110398,0.9476795838705215
67,1.561442126329193,0.7918534875635336
68,1.56055078583349,0.7803164978255768
69,1.3362039389303868,0.5523108299128638
70,1.3180796086143602,0.5450636392721688
71,1.017554325564175,0.444413114554594
72,0.9847739703895234,0.4440562569773867
73,0.5163683560754676,0.5090939396829147
74,0.2498832549146828,0.7349187624643742
75,-0.17311995916848025,1.0332504857032128
76,-0.335248127143197,1.5943592122430315
77,-0.337625581209614,2.004701857627426
78,,
79,1.4699279368399971,0.9804072502890481
80,1.4190568883155408,1.0690415411826293
81,1.4224665700382177,1.066832901459664
82,,
83,0.869291344347154,-0.9841675308198067
84,0.8769861869677174,-0.9751839244082295
85,0.8897787566066482,-0.9788891485160636
86,0.8987885042572501,-0.9882465847041171
87,0.9057164322977297,-0.9983585400770744
88,0.9729650563220804,-1.1555428900067786
89,1.0426903401082472,-1.2617661664282875
90,1.048359381697953,-1.27407525808017
91,1.0470098760629338,-1.2965994035002264
92,1.040221089137737,-1.3022251373666127
93,1.0227602519090344,-1.311654291675448
94,0.9346129565843391,-1.2956540459406884
95,0.923848642436456,-1.2764589880877188
96,0.8757773890461721,-1.0157851220111218
97,0.8681838058090825,-0.9889199485623558
