Row,z_1,z_2
0,-0.5312997235596282,1.3078751602346264
1,-0.7470682414991121,0.7806382531044204
2,-1.079774506627757,0.7276323964919661
3,,
4,-0.7432265860697747,0.7806511434522043
5,-0.5312997235596282,1.3078751602346264
6,-0.36819979509537265,1.068351171178483
7,-0.42198851210709504,0.8934312374595741
8,,
9,-0.6413444537330338,1.510669173397595
10,-1.079774506627757,0.7276323964919661
11,-1.396817283166711,0.8456766836421294
12,-1.7062756139286275,1.2667680426692638
13,-0.909746076951676,1.6946134994019646
14,,
15,-1.533179916370003,2.0984129640275104
16,-1.3761025132163665,2.0402590860451526
17,-1.7062756139286275,1.2667680426692638
18,,
19,-1.533179916370003,2.0984129640275104
20,-2.1019673765073463,1.7042341589560128
21,-1.9139815689088815,2.1875725949092284
22,,
23,-1.2948110706564961,-0.8831450187552422
24,-1.080564269021481,-0.8998723301067305
25,-0.9007613437759515,-0.9581951886675849
26,-0.5687755068398394,-0.9786361309389233
27,-0.36078757811046597,-1.2488572167344345
28,-0.49106252405526374,-1.291424507202991
29,-0.6355968973397035,-1.3097372179957583
30,-0.8102363056223079,-1.344327739017962
31,-1.0023792628022048,-1.3752856098832673
32,-1.2001878499350287,-1.3820130796083565
33,-1.2599935773945665,-1.339382567922982
34,-1.3137436060150307,-1.3000300400900662
35,-1.404657790716907,-1.2445572844936048
36,-1.6423095855115906,-1.1440312143441607
37,-1.6460686586342985,-1.1331729306647271
38,-1.6922139007504677,-0.9971763387044389
39,-1.4886017979675816,-0.887991931647848
40,,
41,-0.39071344680703973,-0.775661807341433
42,-0.5004737678584507,-0.7299207512954441
43,-0.4921061841495228,-0.7090902978074025
44,-0.44290332588919545,-0.49835861361234607
45,-0.32865420451922667,-0.5289481138573477
46,-0.13469010447967844,-0.5919076112813122
47,0.09934968088417465,-0.6812232881776592
48,0.11623745368635637,-0.6892055739114957
49,0.4248121696185047,-0.8140057143798591
50,0.43606856066864585,-0.8144643409296508
51,0.5029671685237073,-0.9301184115920356
52,0.5415846146385691,-1.012166130274726
53,0.5602703171932056,-1.0506225682322003
54,0.5818407017605182,-1.088895969710645
55,0.5841198717217491,-1.1010421844972489
56,0.5850697573799348,-1.1100194397172376
57,0.5743368709087594,-1.1222414982203324
58,0.5646985206655388,-1.1323130579251082
59,0.49661428571955096,-1.12143618750278
60,0.483892456803844,-1.1144660117058578
61,0.1618809090966476,-0.9938137548598104
62,-0.06720825898147918,-0.8924020296591699
63,-0.07532015134889483,-0.8879941509545144
64,-0.25279787796041564,-0.8249883721335798
65,,
66,0.42907543002376164,0.6679167208475489
67,0.2498832549146828,0.7349187624643742
68,0.16873708002504162,0.8117819751532134
69,-0.0841253531959163,1.0625509136091023
70,-0.12701183350178807,1.1214621910338505
71,-0.21230752618759227,1.8413031071606076
72,0.5246450805347489,1.870926671902983
73,0.8658925679394656,1.5798881154092759
74,1.110779189600843,1.4298419230998427
75,1.4156810170660463,1.0711963728305107
76,1.4190568883155408,1.0690415411826293
77,1.4224665700382177,1.066832901459664
78,1.4699279368399971,0.9804072502890481
79,1.4889109663110398,0.9476795838705215
80,1.561442126329193,0.7918534875635336
81,1.56055078583349,0.7803164978255768
82,1.3362039389303868,0.5523108299128638
83,1.3180796086143602,0.5450636392721688
84,1.017554325564175,0.444413114554594
85,0.9847739703895234,0.4440562569773867
86,0.682225280570577,0.5722444288154243
87,0.44922514488779475,0.6640498924357782
88,,
89,0.8769861869677174,-0.9751839244082295
90,0.8897787566066482,-0.9788891485160636
91,0.8987885042572501,-0.9882465847041171
92,0.9057164322977297,-0.9983585400770744
93,0.9729650563220804,-1.1555428900067786
94,1.0426903401082472,-1.2617661664282875
95,1.048359381697953,-1.27407525808017
96,1.0470098760629338,-1.2965994035002264
97,1.040221089137737,-1.3022251373666127
98,1.0227602519090344,-1.311654291675448
99,0.9346129565843391,-1.2956540459406884
100,0.923848642436456,-1.2764589880877188
101,0.8757773890461721,-1.0157851220111218
102,0.8681838058090825,-0.9889199485623558
