Row,z_1,z_2
0,-0.5038138810202301,1.3572523680471396
1,-0.36819979509537265,1.068351171178483
2,-0.42198851210709504,0.8934312374595741
3,-0.5169227572482539,0.7773186331342701
4,-0.6531254488230486,0.6635048119463015
5,-0.6587719571701919,0.6626737806716484
6,-0.8400991585700303,0.6300325982549579
7,-0.9388693581271411,0.6170075438731717
8,-1.0368451761991926,0.5988568497113548
9,-1.451274212348373,0.7617927731909209
10,-1.5904521991144702,0.8226420596013418
11,-1.099386652300633,1.8335459216055239
12,-0.6413444537330338,1.510669173397595
13,,
14,-1.3761025132163665,2.0402590860451526
15,-1.267653950162826,1.9968436103119838
16,-1.099386652300633,1.8335459216055239
17,,
18,-1.8680338590546355,-0.94063037748686
19,-1.6968940827065802,-0.7499014742490977
20,-1.5130285779114163,-0.7265726382795754
21,-1.309571716827496,-0.817225515022335
22,-1.080564269021481,-0.8998723301067305
23,-0.9007613437759515,-0.9581951886675849
24,-0.5687755068398394,-0.9786361309389233
25,-0.36078757811046597,-1.2488572167344345
26,-0.49106252405526374,-1.291424507202991
27,-0.6355968973397035,-1.3097372179957583
28,-0.8102363056223079,-1.344327739017962
29,-1.0023792628022048,-1.3752856098832673
30,-1.2001878499350287,-1.3820130796083565
31,-1.2599935773945665,-1.339382567922982
32,-1.3137436060150307,-1.3000300400900662
33,-1.404657790716907,-1.2445572844936048
34,-1.6423095855115906,-1.1440312143441607
35,-1.643928252966369,-1.143350592225075
36,-1.819159271304628,-1.0812221241560762
37,-1.893198761830908,-1.0381672261481665
38,,
39,-0.39071344680703973,-0.775661807341433
40,-0.5004737678584507,-0.7299207512954441
41,-0.4921061841495228,-0.7090902978074025
42,-0.44290332588919545,-0.49835861361234607
43,-0.31715768504371716,-0.5185851033421677
44,-0.13469010447967844,-0.5919076112813122
45,0.09934968088417465,-0.6812232881776592
46,0.11623745368635637,-0.6892055739114957
47,0.4321197544307808,-0.8099485389327641
48,0.5029671685237073,-0.9301184115920356
49,0.5415846146385691,-1.012166130274726
50,0.5602703171932056,-1.0506225682322003
51,0.5818407017605182,-1.088895969710645
52,0.5841198717217491,-1.1010421844972489
53,0.5850697573799348,-1.1100194397172376
54,0.5743368709087594,-1.1222414982203324
55,0.5646985206655388,-1.1323130579251082
56,0.49661428571955096,-1.12143618750278
57,0.483892456803844,-1.1144660117058578
58,0.1618809090966476,-0.9938137548598104
59,-0.06720825898147918,-0.8924020296591699
60,-0.07532015134889483,-0.8879941509545144
61,-0.25279787796041564,-0.8249883721335798
62,,
63,0.42907543002376164,0.6679167208475489
64,0.2498832549146828,0.7349187624643742
65,-0.0841253531959163,1.0625509136091023
66,-0.1317710533513186,1.1171574018429773
67,-0.1872712903175985,1.2369899281334333
68,0.25809581612780236,1.9594939425372837
69,0.26506222428509757,1.9630755167539877
70,0.2723513790248806,1.9623331118360667
71,0.5125537025280246,1.8693948030064813
72,0.8358458774395015,1.7395880591136477
73,1.110779189600843,1.4298419230998427
74,1.4156810170660463,1.0711963728305107
75,1.4190568883155408,1.0690415411826293
76,1.4224665700382177,1.066832901459664
77,1.4699279368399971,0.9804072502890481
78,1.4889109663110398,0.9476795838705215
79,1.561442126329193,0.7918534875635336
80,1.56055078583349,0.7803164978255768
81,1.3362039389303868,0.5523108299128638
82,1.3180796086143602,0.5450636392721688
83,1.017554325564175,0.444413114554594
84,0.9847739703895234,0.4440562569773867
85,0.682225280570577,0.5722444288154243
86,0.6737363660021538,0.5729131509999049
87,0.44922514488779475,0.6640498924357782
88,,
89,-0.335248127143197,1.5943592122430315
90,-0.1985580899277386,1.8398774281947443
91,-0.1872712903175985,1.2369899281334333
92,,
93,-0.21230752618759227,1.8413031071606076
94,-0.1985580899277386,1.8398774281947443
95,-0.23137577774173781,1.8347970561553515
96,,
97,0.8769861869677174,-0.9751839244082295
98,0.8897787566066482,-0.9788891485160636
99,0.8987885042572501,-0.9882465847041171
100,0.9057164322977297,-0.9983585400770744
101,0.9729650563220804,-1.1555428900067786
102,1.0426903401082472,-1.2617661664282875
103,1.048359381697953,-1.27407525808017
104,1.0470098760629338,-1.2965994035002264
105,1.040221089137737,-1.3022251373666127
106,1.0227602519090344,-1.311654291675448
107,0.9346129565843391,-1.2956540459406884
108,0.923848642436456,-1.2764589880877188
109,0.8757773890461721,-1.0157851220111218
110,0.8681838058090825,-0.9889199485623558
