Row,DCP,kDN,N1,TD_P,CL
1,0.16552810834663534,0.10051088553688653,0.19823034355700617,0.8340587035381495,0.46986085735581
2,0.04290812687939014,-0.0005860276824065447,0.0008246952790519057,0.5005629323442231,0.05250360521947786
3,0.16495297880163368,0.0990116067694751,-0.0005344866763979064,0.8339111024653135,0.05307017327742392
4,0.0426710933987058,0.09975308472547206,-0.0008202371979943871,0.49928003832890544,0.052441563297491715
5,0.7553517718090109,0.7010515659438848,0.5000585883474888,0.9994808359964296,0.5231214764119325
6,0.24361862933092115,0.10021473351837154,0.0011566390088615969,1.0000252123735431,0.47516564893144725
7,0.04302205329111628,0.10023193900587035,0.0006533316654760429,0.49993850467860745,0.05173877401789145
8,0.043062386444796805,-0.0019636271085701966,0.0004920903054115558,0.49996250533615266,0.05303966557746197
9,0.16520698714249674,-0.000678268355792748,-0.0001448133208163277,0.8331488569785785,0.052224095627038225
10,0.02409815968839979,0.09965289796378288,-0.0007050988173055213,0.833020339144069,0.5214322301833946
11,0.9566171224686151,0.9993819802255599,0.9998159692434487,0.4992751746886144,0.9478624336322513
12,0.04328277516033058,0.10094398186299225,0.0007810599479295804,0.49880239299821055,0.051725879634033786
13,0.3257705805826123,0.4994104220678398,-0.0009244156216774213,0.8337564585384195,0.5230851694214373
14,0.7564005005353566,0.19977852591963333,0.5005855554493481,0.9998004496235224,0.5214715049921214
15,0.04115890821621328,-0.001234820231706338,-0.0006431569824969262,0.5006517220360925,0.05245239825125796
16,0.428955286193906,0.20120342203542516,0.49966547532237243,0.9992641512459002,0.050883852683050165
17,0.04139424142562486,0.1987024901153256,0.0014293104011956453,0.5004266815865609,0.0534952300851325
18,0.04293977691796546,0.19783521009219984,-0.00012625374945216648,0.4988585075671776,0.05847552394106013
19,0.042308626261263554,-0.0011429863449049552,0.0006459410547888918,0.5005360250081855,0.052533366757021915
20,0.04206327213347241,0.0003907168318570143,-9.746598132492706e-05,0.49859928767126827,0.05135242371073665
21,0.4301550675206354,0.40166787752865407,-0.0015680495907718737,0.9996055041878311,0.4768105047701952
22,0.16459997483396338,0.49884906724545275,0.4995211265988744,0.8339799169084738,0.47717523196600226
23,0.2465130579934423,0.09879726464667402,-4.900257797526147e-05,0.999303140228959,0.05159116226745098
24,0.16426494214332835,0.19915788569553325,-0.0005155125544995216,0.8330522867151757,0.05351667220543548
25,0.04146711123866809,-0.0003639420525096625,-5.381290089425364e-05,0.4998533746913189,0.05191116296129988
26,0.04183440235131905,0.0007970863028474498,0.00013298045271195662,0.5013847910861378,0.05291777380886253
27,0.1663661895005098,0.39911527265618263,0.33262793916940087,0.8353441629617407,0.4760802424147669
28,-0.0002579904289049088,0.30067227589519624,-0.0016994858044891536,0.5003810206670989,0.5228044588497776
29,0.042658518735306954,-0.0002875449748154989,0.0004374516745353266,0.4970762094414978,0.0506818280180766
30,0.04159650239129257,0.10011175748228109,-0.0006637690598326354,0.5009850595639768,0.05463906645770256
31,0.04313993359483166,0.0009824959047666033,0.0008028558917506306,0.5004583163680174,0.05414930415869196
32,0.043621383733646414,0.0010381907770813364,0.0007974689039855149,0.5018335201401957,0.05274660669653137
33,0.32795682460323405,0.3007765081988081,-0.000895472360082488,0.8317582344827441,0.5210186562337396
34,0.04190532664237769,0.0007920797074037585,-1.819330071162854e-05,0.49969618852905606,0.05156764912261751
35,0.40523238520461247,0.6008658499562144,1.0003835246298134,0.8351996190062332,0.4781397173159607
36,0.1654205479416685,0.10013205057103479,-0.0014643231418361698,0.8330650726211146,0.4564117065649677
37,0.2441222470031709,0.29790152863058,9.770599476830482e-06,0.9988942799127879,0.47918168451797494
38,0.8354483290161321,0.7001638381379561,-0.0006994095505261281,0.8337369292124963,0.5229675390928955
39,0.2451198937223609,0.0009555254738317084,-0.0015460282055111442,1.002589633042956,0.054795903033771284
40,0.042789310071970905,0.002309564205512575,-0.0003731119430214989,0.49932810611878886,0.051200067435871
41,0.6716733799173074,0.7000582512154779,1.0002343425157723,0.8347468600315505,0.4781125129546823
42,0.043387460314726026,-0.0013709304900656975,-0.0003011146715028106,0.4969914888092323,0.05236473751578695
43,0.04149233404381717,-0.0002721790404825078,-5.4976877470006286e-05,0.4996769524030786,0.0540957813301009
44,0.5693340176769252,0.7994799554358549,0.6667599859955636,1.0004099148951917,0.5229628918753136
45,0.32636758519549874,0.39941382639139716,0.2470722577556415,0.8325355451538082,0.5221652583958923
46,-0.00040664685468079585,0.20110959323247532,-0.0002068828754804768,0.49896153565324347,0.5230821278377263
47,0.0417670517744748,0.10241820787117079,0.0010970728723765707,0.5012564146860564,0.051243577934876355
48,0.04406705774418995,-0.0008103214008592217,-0.0020639036527395588,0.5008831500858116,0.05159747942295327
49,0.041932295732514065,0.0986056823270211,-0.0006006170837724715,0.5002399457651786,0.05315750729155987
50,0.16476930754508895,0.49897194077860413,-0.0007113366708876933,0.8324914028841965,0.4784548120612964
51,0.04106902806873073,-0.0009969556929461893,0.0006116475464984555,0.49925914277798283,0.0508586195377826
52,0.041767115672426115,0.0027373993062717083,-0.0011348764293515065,0.5007105924500231,0.05301666834246914
53,0.24407708528254668,0.0006414327515951661,0.0012087032843738144,1.0003869117226725,0.47306078116795663
54,0.5697984856804587,0.6012012790904523,0.9988783923233451,0.9990461807669518,0.9461336487801293
55,0.024482984211629363,0.09994127759779903,0.0005707208929716639,0.8334086625247755,0.5234341363072862
56,0.7139336796475308,0.70120723323516,1.0006712729894232,0.49939182517180364,0.5268547404517258
57,0.3282277776288654,0.29931057421001794,0.0004792098801724886,0.8317274735602879,0.5211886888404309
58,0.24407804875590464,0.5009838454946547,0.33452598894212265,1.0013777663753216,0.477486112209147
59,0.834936167193055,0.49911619662121487,0.5007276090842244,0.8318919938237402,0.5215107622324897
60,0.24500318597470858,0.19975204036726224,-0.0013691262190875216,0.9988103816923004,0.051512402753071965
61,0.2855662433566011,-0.0007959719588888958,-0.0005486182465924002,0.500647245828378,0.4780556524409006
62,0.24476768661695983,0.39972906692953064,0.0010651353824272696,1.0008077737184056,0.476614872679272
63,0.04210339382227977,0.2995081461634278,0.33254532898795974,0.4987456384089792,0.4012273577454058
64,0.32816048258218855,0.300631678454299,0.0016149917299728453,0.8336940897501576,0.52162894116311
65,0.043862794493401434,0.0011428573333462323,0.00034177167028963265,0.5001945198800439,0.05268505938627693
66,0.04294285268877924,-0.0005332259230819532,0.0007886939813232043,0.49943133538387235,0.05324324891929943
67,0.016705212552421286,0.19896158200243907,-0.00026686136040255683,0.6665399671273323,0.5225836921135106
68,0.7558651576047235,0.5985307178385154,1.0006842387596433,0.9997742230228,0.5240346276527882
69,0.4075571315462599,0.10028350096197197,0.0013477910448066273,0.8329387547225809,0.05216863076637577
70,0.5720074965314831,0.3009515048749171,0.0008417772009141515,1.0001131521984372,0.5233918482665977
71,0.043630920960205676,0.0009710781915000209,-0.0009223674038245153,0.49999257616098186,0.05368761643794488
