Row,Area_Good_Normalized,Density_Good_Normalized,Purity_Good,Area_Best_Normalized,Density_Best_Normalized,Purity_Best
bagging,0.7270225931464062,1.2049717229217545,0.9316290130796671,0.05731648447230112,0.24898305373613563,0.5985401459854015
gradient_boosting,0.675687551403908,1.2374740833925881,0.9038245920019933,0.0,0.0,0.0
logistic_regression,0.6249377179403378,1.2876283138295432,0.9149514563106796,0.00022867950421343432,2.733082713948279,0.8333333333333334
mlp,0.6813030941274284,1.223299155961439,0.8492688413948256,0.0,0.0,0.0
random_forest,0.7910817832406353,1.1378143015497406,0.9289434093276241,0.5473483175581113,1.4250523386640144,0.005341880341880342
svc_linear,0.6131855976191521,1.2912417323687695,0.9181686620181555,0.0,0.0,0.0
svc_rbf,0.7005177892132826,1.2218640456814978,0.9284410368747719,0.0,0.0,0.0
instance_easiness,0.6116767353639442,1.2952784058318936,0.8502498027872732,0.0,0.0,0.0
