Row,CL,N2,TD_U,kDN,N1,TD_P,DCP
z_1,-0.658120588046052,-0.05671631760196426,-0.21335521343176836,0.037245970571194637,0.12558961029520038,-0.05995623497582625,0.11524413416640564
z_2,-0.11065618797719137,0.4615548785531438,-0.46833018127495873,0.5624816788904387,0.6564007337074013,-0.34810390747492653,0.5917382516572133
