instances,instance_hardness
171,0.26373516694614185
172,0.29970798124337705
173,0.24045668505843698
174,0.2713755922190202
175,0.20656014682646429
176,0.47526063226017845
177,0.2678060272187691
178,0.35925785048011916
179,0.7593345451455804
180,0.23479558963309377
181,0.2682581619035489
182,0.7025034215825785
183,0.3226812145860165
184,0.228989928636539
185,0.265314058873546
186,0.3311877203725906
187,0.7214024146075688
188,0.2200858571498867
189,0.7219180376996202
190,0.24836893149732864
191,0.3704788125692585
192,0.30951070585116625
193,0.7543535034777742
194,0.9604249548704645
195,0.3206648602905656
196,0.4820422240054302
197,0.30503014107046855
198,0.4810538428628348
199,0.22167756736368371
200,0.47389544308783293
201,0.34258741129983894
202,0.9515972204594397
203,0.23492200857954515
204,0.5357540746833582
205,0.2367557154452633
206,0.34460627145729994
207,0.21972274047474627
208,0.21162100390935024
209,0.22449039513451896
210,0.4880394050077024
211,0.21447448259523128
212,0.21045084771813904
213,0.27312984342475266
214,0.23216140293411747
215,0.2555952005687534
216,0.48394412677870147
217,0.2024479402264191
218,0.3889385901645256
219,0.28588972926495126
220,0.2897005951052881
221,0.2232299682208284
222,0.3703758818632461
223,0.20684567188615188
224,0.41600591343960847
225,0.3560528523420451
226,0.21554625008035477
227,0.3160603536047567
228,0.2978995469757907
229,0.3155482158249102
230,0.5505020172068558
231,0.5296822661761391
232,0.22749975115759913
233,0.31934696548460184
234,0.5352364214498426
235,0.2527972072606822
236,0.2665793834881951
237,0.4864115586972788
238,0.25872066499275703
239,0.29389659005526136
240,0.3543489163127571
241,0.30626752283788894
242,0.21020918577955627
243,0.20290352070818685
244,0.27331383013145627
245,0.4751594430191378
246,0.5180278433641052
247,0.22657783319593994
248,0.7568234996919428
249,0.687963634313439
250,0.38324815101827947
251,0.20056589004911662
252,0.22555875990376817
253,0.9816179486939325
254,0.2141653284130246
255,0.3902556363338775
256,0.2958301839845614
257,0.34856821936836957
258,0.27941519639154644
259,0.2551567274917258
260,0.3299641901511392
261,0.3775360666128904
262,0.2579756399557157
263,0.2612552883681477
264,0.4175677883011123
265,0.2836436768127979
266,0.25511878695905255
267,0.29501514486951075
268,0.7024311663673763
269,0.19394565698130695
270,0.3436565762993916
271,0.2706298648068277
272,0.36522691070809443
273,0.37497540891378556
274,0.20591381114193907
275,0.2205224021370087
276,0.3055387771148499
277,0.688359968168939
278,0.5237812303838194
279,0.94565353151864
280,0.23581488193978584
281,0.2693478011757586
282,0.9317132376942601
283,0.5059652398861192
284,0.9745726762699417
285,0.7550732791707857
286,0.2339538578344359
287,0.3862681556473573
288,0.2548631401339726
289,0.21700571136734337
290,0.2088364316350133
291,0.27873834581554235
292,0.20563995894947174
293,0.21680322195411017
294,0.21634351984044575
295,0.39551627151235724
296,0.6739102281662226
297,0.3457207183201332
298,0.26336514838509806
299,0.29724926458472267
300,0.9110663901167769
301,0.6220592806797232
302,0.20648514333262735
303,0.3569592755065212
304,0.24852867214912144
305,0.4413235378867638
306,0.2767312323729707
307,0.25397808036038916
308,0.6859964925713962
309,0.526222160665881
310,0.228976975901365
311,0.8682840448307946
312,0.47073947231064583
313,0.21272504573656836
314,0.28108315563101394
315,0.915117451995144
316,0.21001791030864292
317,0.23428679472275493
318,0.7539053054835164
319,0.22782290933908877
320,0.239357146488679
321,0.39490393085257336
322,0.28112681169351394
323,0.2664669026258336
324,0.24468992260157862
325,0.22217687595288815
326,0.9712237739917592
327,0.7241566467351059
328,0.3013969593744301
329,0.3647365418593568
330,0.2378402253937575
331,0.31454235563941846
332,0.19888446367378376
333,0.24126065923743922
334,0.2796383929770372
335,0.206947054573828
336,0.47976822366960514
337,0.2527217613892685
338,0.5111840939520927
339,0.25126262181195336
340,0.9106665045271978
341,0.26617538469477386
342,0.2433064457058891
343,0.3126764946795674
344,0.949652097309255
345,0.31543153110767286
346,0.21312902770273012
347,0.2739092341064753
348,0.8368879010417419
349,0.31877631214967483
350,0.24138340049124696
351,0.2412934055178546
352,0.23104117002505342
353,0.22868541081572846
354,0.23353930254707933
355,0.9688116005304673
356,0.2648351903956948
357,0.44869831051697096
358,0.3011691772107018
359,0.796385183867202
360,0.32192082538958433
361,0.26671861379665884
362,0.6687976658240347
363,0.2519257384222716
364,0.39550288688108726
365,0.2558502251168284
366,0.220876310400685
367,0.253073859523955
368,0.2665143131995926
369,0.2464051280648607
370,0.29769024303348757
371,0.30544042798609494
372,0.22043078766677204
373,0.23656406193464918
374,0.49749784711644895
375,0.22530969519018595
376,0.27947489100699696
377,0.24975827786718374
378,0.8210533228604925
379,0.22346218677827379
380,0.36616672992482335
381,0.9730828420155434
382,0.43929808816488347
383,0.27015080088757126
384,0.3494725573031291
385,0.8916178565982462
386,0.4065569925000281
387,0.2667365008153215
388,0.5761191187466218
389,0.6665445794085683
390,0.3915698970093736
391,0.4182964782389703
392,0.3583385216474264
393,0.25170513138099904
394,0.28675415683080185
395,0.24417141900515416
396,0.38389136848045446
397,0.21812373196764978
398,0.4485298848837723
399,0.26870165607698326
400,0.6350627730353604
401,0.2690861902747165
402,0.24021479675499835
403,0.3063809084330281
404,0.39198561879552996
405,0.2416406338084537
406,0.3493726971195442
407,0.2682569936886574
408,0.8278468056204202
409,0.7653226406894759
410,0.29375347245907435
411,0.23936876631595827
412,0.436730527137823
413,0.2515151655224719
414,0.37554159707154433
415,0.960014523189479
416,0.885330926344136
417,0.34207384289222864
418,0.41100606086591496
419,0.22695570526117304
420,0.3587969851415016
421,0.3102739557164973
422,0.26067206940185805
423,0.37605472950787355
424,0.2911087838297056
425,0.3126080087248151
426,0.41189200147265936
427,0.3309365832855491
428,0.6279147822320843
429,0.38145488772588776
430,0.3108421968923788
431,0.25000978035054366
432,0.28393340019328406
433,0.25916618417544446
434,0.4311785796719311
435,0.8608115671764781
436,0.2713038125224123
437,0.366088807871102
438,0.8102684451673043
439,0.21922372468131068
440,0.2687433442213434
441,0.6778446232568858
442,0.3165116630546764
443,0.36279375625584465
444,0.214636605556918
445,0.2742240216205908
446,0.3483498322377494
447,0.26254346727359656
448,0.30820469790318805
449,0.29733963445247324
450,0.44327408777829
451,0.21619363081222553
452,0.23009191873864587
453,0.2263837261115007
454,0.23071300076744383
455,0.32769686389453445
456,0.22323831613172318
457,0.5426987261217671
458,0.32346022968873533
459,0.2248415757096336
460,0.38480927802724374
461,0.23280558647086247
462,0.26887485336332007
463,0.5485541429789437
464,0.2200272306194111
465,0.22324757546812002
466,0.2188397943847088
467,0.28460691068793764
468,0.27390704494295237
469,0.22572756942510752
470,0.22271987851923036
471,0.30268678251631054
472,0.23121995764126557
473,0.20720697290256096
474,0.2722609853407105
475,0.2313474349046094
476,0.2846525852464098
477,0.22541413443721292
478,0.2577045035852866
479,0.2524928812544449
480,0.6316669984771974
481,0.3696153486544187
482,0.22569426514855628
483,0.43595658794190006
484,0.9740922058876199
485,0.4545534359860596
486,0.21535004137589198
487,0.27691300999706736
488,0.8815196647221408
489,0.795219450813258
490,0.2100505822600065
491,0.221124608441153
492,0.27316386455848274
493,0.26815230963429293
494,0.8419952547054419
495,0.23406189771725616
496,0.22246980060225907
497,0.2376611145894012
498,0.28151790856444814
499,0.2172750337169449
500,0.24984288685594835
501,0.9032212749148789
502,0.2300708358698138
503,0.24902966087061074
504,0.2331849755279869
505,0.2139595583469276
506,0.217513989332778
507,0.2124611784893603
508,0.27205770056032363
509,0.19902021283004234
510,0.27838409544249143
511,0.2416136545557056
512,0.2746543850674019
513,0.20714958352563595
514,0.1989017057355429
515,0.5820946357816509
516,0.6793762825292591
517,0.323112165196341
518,0.24566445405338277
519,0.22028046946874935
520,0.2335380374147582
521,0.2454179124509226
522,0.2433336543774406
523,0.5162842445880252
524,0.2516336014884375
525,0.21120630901133308
526,0.1999075663847134
527,0.33038294353737874
528,0.2813257099038321
529,0.2014434032396647
530,0.20596204860237133
531,0.23150157585010234
532,0.24114989767301764
533,0.7589615832904179
534,0.22813538595161287
535,0.31642094591866077
536,0.2695326780400171
537,0.3903658560126201
538,0.5362769556771071
539,0.6999903241971703
540,0.310698163633355
541,0.23139239346318552
542,0.35726054177237854
543,0.2132432752070781
544,0.1984875536188344
545,0.2125639534437609
546,0.9494231718478225
547,0.8652717830682218
548,0.20871425269937627
549,0.2916627754928699
550,0.3819691169421845
551,0.2208384119189264
552,0.5858535479883842
553,0.35538628347303447
554,0.391297688569179
555,0.23894704412425016
556,0.3059538351550185
557,0.31283274137571215
558,0.2066851854507319
559,0.33398979901977455
560,0.28035302045586674
561,0.23671095096124384
562,0.22497274215436625
563,0.2189567412168587
564,0.3559681231656183
565,0.2393123267603393
566,0.2715546466137394
567,0.2229853426260724
568,0.6730828159570299
569,0.26998202184665254
570,0.23699148115029178
571,0.28117094449432545
572,0.42842359135859165
573,0.3308628600043997
574,0.2618510207926942
575,0.32006529703121467
576,0.43423628623178523
577,0.2480935466555334
578,0.38918752220099284
579,0.2123025439183136
580,0.3506493535782027
581,0.6288480920632697
582,0.24061181831871703
583,0.39654491086062627
584,0.4150586995275325
585,0.2523261028397583
586,0.24581086938019459
587,0.2304051684653874
588,0.33605115714031897
589,0.21597215808423875
590,0.20325074297107937
591,0.3840137304241421
592,0.21350538227574212
593,0.4135450472812052
594,0.7020838047911785
595,0.3265242991663563
596,0.9144971273154825
597,0.5949998373012879
598,0.8172039722852319
599,0.4566009427474653
600,0.5245055451125853
601,0.2205803711604165
602,0.3419887248390884
603,0.39573491578325437
604,0.26613529099265865
605,0.6507149557784379
606,0.2523018951767998
607,0.29827204794200757
608,0.2698687311710991
609,0.3178043818313575
610,0.9392850261573618
611,0.565386584471547
612,0.36915402111254636
613,0.21603574542277948
614,0.2549537519102454
615,0.2630555199064364
616,0.23303455115594573
617,0.35182252168697903
618,0.43010418885196655
619,0.29023428489650094
620,0.4030862742348925
621,0.6951997097877956
622,0.42147101025555767
623,0.30182414784648837
624,0.44437582036924816
625,0.800085715925523
626,0.2908769130306862
627,0.22759661935389008
628,0.48965657446416944
629,0.43530931151456054
630,0.24693151188178641
631,0.28232254749844543
632,0.2891024732249132
633,0.3478213334379442
634,0.24143142582672794
635,0.24917164539191883
636,0.2362968310070701
637,0.5777405621814886
638,0.2556743919011215
639,0.2644550592051509
640,0.4971551334911464
641,0.2725161483581813
642,0.4813518068136462
643,0.24729881513194818
644,0.3316776375977596
645,0.22277226805618222
646,0.2570864488260568
647,0.3473571656338391
648,0.32488442914070015
649,0.3991597037517405
650,0.2284922463221295
651,0.3561906576593281
652,0.38115220957505225
653,0.2516240493574209
654,0.6940746672968363
655,0.2255278640864441
656,0.2643183978345306
657,0.29123545754681046
658,0.7206280402846097
659,0.30917455329600696
660,0.3219419503690846
661,0.38047354144589063
662,0.2301389209048239
663,0.21528136846626367
664,0.2679246142902404
665,0.6722515402641691
666,0.319416941547331
667,0.2866654667523981
668,0.25760671857689743
669,0.37248149136983666
670,0.2372052462152925
671,0.23380065289169216
672,0.21609761170042197
673,0.3062847302437822
674,0.2883656574271214
675,0.33670447816987936
676,0.2674223924340158
677,0.25500125120018124
678,0.9433647075211088
679,0.2926068137935949
680,0.2260752655476117
681,0.22695788616913715
682,0.2540641791289222
683,0.5762118886897096
684,0.21762247302635973
685,0.500891653384133
686,0.4444573921516157
687,0.21583503382083635
688,0.25630080820069223
689,0.2761481071710159
690,0.20943910119355658
691,0.2566152016024932
692,0.2551088479711091
693,0.2499953131524364
694,0.26833929722986183
695,0.23685063319009458
696,0.2762417125367961
697,0.268714881400518
698,0.3562841680277119
699,0.3064941688405499
700,0.9438141059824082
701,0.9305023512402869
702,0.9140650527825489
703,0.8027150085188886
704,0.8672393736710277
705,0.858208075384851
706,0.8786968216482571
707,0.6789219137260168
708,0.8953781642653051
709,0.7642633062700495
710,0.947849852361657
711,0.9526365908192195
712,0.8145520021122001
713,0.6258484339843853
714,0.7771148603454787
715,0.34731344110313944
716,0.34739427480686136
717,0.2531524966375457
718,0.27852088795685703
719,0.32829279342566264
720,0.7739704862562551
721,0.2834717423807881
722,0.49400223673257815
723,0.253781497529204
724,0.2573016733358766
725,0.25326196063859463
726,0.3708794848771758
727,0.23710505995523845
728,0.24442264404374436
729,0.6662488085072529
730,0.40985239389759265
731,0.23138629010241374
732,0.23906606289432364
733,0.2771822449189222
734,0.22348949935598927
735,0.2665710200085888
736,0.2589005188843857
737,0.3566844739427303
738,0.29227792490910376
739,0.5715551603045499
740,0.25140180167764603
741,0.372078134752035
742,0.5101086738758301
743,0.23022256136403962
744,0.23817688373033552
745,0.22037931297270086
746,0.5774680669988423
747,0.19612086504208714
748,0.3429376925539456
749,0.27307753552059943
750,0.2072983364791745
751,0.24019290220220546
752,0.23923797235334554
753,0.3224450480769757
754,0.4608941269461947
755,0.19888815653071434
756,0.361958399837901
757,0.22307783776062873
758,0.2613828459007065
759,0.20793478793793396
760,0.690543005011369
761,0.22130336934139316
762,0.2555708532875113
763,0.6847716449457865
764,0.2458445450690493
765,0.22286974008543958
766,0.6605822892292252
767,0.6911703606934352
768,0.20762236474608664
769,0.27310821117425055
770,0.2919825557258636
771,0.4478031697481287
772,0.2371587958753547
773,0.5587173466519119
774,0.22173407613001628
775,0.465421899399879
776,0.6395588208839877
777,0.24324970421361147
778,0.4162448144846588
779,0.32615780329286537
780,0.25680136016602517
781,0.6394007785762066
782,0.3418960467299902
783,0.2641424052624667
784,0.2767095965514127
785,0.23823439174971084
786,0.7028073811051085
787,0.8366031762187476
788,0.20825574399497404
789,0.3880755153532439
790,0.3066809444602526
791,0.25557611707589956
792,0.43175510249931237
793,0.5923238606573911
794,0.30807272987100787
795,0.2797434883094443
796,0.7902234442899775
797,0.2430008113243256
798,0.22609562848452747
799,0.227542811297622
800,0.6504287078643349
801,0.3273862854037114
802,0.2563577453170357
803,0.36330757892060117
804,0.323515937790109
805,0.35809382772941034
806,0.4094360689569939
807,0.3023368072058803
808,0.25429186513586355
809,0.36845339153840395
810,0.39860075484702895
811,0.21130258667836355
812,0.33427215613771377
813,0.22246299427217642
814,0.30229988527713614
815,0.5770042109158289
816,0.8229684185633288
817,0.5611794848917641
818,0.30582839399946926
819,0.234766348514289
820,0.23061346765402957
821,0.23550336637020786
822,0.3056788363885201
823,0.3526290152361423
824,0.32665510101432416
825,0.2376948827213502
826,0.21585240809474193
827,0.6521881783848674
828,0.23781258034245478
829,0.32175470363586256
830,0.19629069046147485
831,0.47735381579711245
832,0.20642008597216166
833,0.34916196689523593
834,0.28204042900021875
835,0.42951222650500487
836,0.2496140232092543
837,0.3104555585775157
838,0.26906697120719714
839,0.4360769484838427
840,0.26279697979163785
841,0.47150641396320603
842,0.26548275754667894
843,0.2675444331831124
844,0.3347015343650044
845,0.2224070069320514
846,0.23517420429400548
847,0.5542252569110573
848,0.2343425433045514
849,0.49181740089537374
850,0.47159919711871723
851,0.29237357757883053
852,0.24098561182970668
853,0.8025014971034594
854,0.6470300486827302
855,0.2557253664638257
856,0.2577219368499807
857,0.32774768198612547
858,0.33519021158544193
859,0.3231442269383886
860,0.29197427431348
861,0.8713994796582862
862,0.3275388800752387
863,0.2787654094983876
864,0.2885761942948134
865,0.281645899695145
866,0.3494552794610747
867,0.22720262564557359
868,0.3643510197058697
869,0.4958551274523134
870,0.24982391651647673
871,0.9582202089272325
872,0.25080483826422717
873,0.2918514439921507
874,0.31411377529358653
875,0.27394680523861603
876,0.3061463011127894
877,0.2758052382316174
878,0.26336036984921596
879,0.26246945530900057
880,0.2287566074037255
881,0.258344349607333
882,0.747816219614822
883,0.2315887185767983
884,0.252265475609152
885,0.4467054163704277
886,0.3031177284099875
887,0.27067934434791274
888,0.693645863220107
889,0.40883257367638004
890,0.4924256735374176
891,0.30710536977290914
892,0.6159516707436656
893,0.28579409170404046
894,0.3063270115394843
895,0.27205331394272914
896,0.2881089221328518
897,0.3562843849772731
898,0.6540637801641631
899,0.2592031969568587
900,0.3126362207677267
901,0.22297083139356022
902,0.7247034372171561
903,0.30097511248891406
904,0.30508815241718257
905,0.28479432492473433
906,0.25783591771613645
907,0.688096040140139
908,0.9524095601176987
909,0.3173192082390298
910,0.3796543689806873
911,0.344787890206501
912,0.36220325819101173
913,0.28464656959063095
914,0.4551983166634114
915,0.5936101049990581
916,0.45422643392243345
917,0.30705937664050087
918,0.4032192394043057
919,0.718142675565469
920,0.5535101410954025
921,0.33577356896697186
922,0.27851255723701285
923,0.21934714386974585
924,0.4908959427775196
925,0.28839469155899444
926,0.22559397809456794
927,0.3771594781885994
928,0.3331934971290993
929,0.3432857284870985
930,0.22933059609895212
931,0.3411884518417647
932,0.6698953531591079
933,0.30948344376797854
934,0.33188060097784733
935,0.5859498554942177
936,0.26683543692784295
937,0.7002583535090253
938,0.49966020425894675
939,0.2519798259494307
940,0.28208583180350966
941,0.24532309136055808
942,0.34120972910806247
943,0.40864665975529935
944,0.4691211200776776
945,0.3643411366049988
946,0.21790254019775135
947,0.2700619077377693
948,0.23777515533623772
949,0.2952107823529513
950,0.24475332570234642
951,0.3346315120643574
952,0.2630708679762416
953,0.2143723992451685
954,0.2904563326113253
955,0.23410830585670384
956,0.594333636108199
957,0.4390713953288584
958,0.46549842718944434
959,0.2684449648262941
960,0.26743482508383476
961,0.2326224895162632
962,0.3938862823430228
963,0.7235380817272108
964,0.30799333118814853
965,0.2669401852342711
966,0.22499221726411678
967,0.27809669335895526
968,0.31482979164241287
969,0.2899407125151532
970,0.24117441756463953
971,0.2961271097662095
972,0.2737539893199956
973,0.5206268629137403
974,0.43746186407851073
975,0.3011120167443453
976,0.3195330146545964
977,0.7363518329171137
978,0.32860126726839645
979,0.22982708229048732
980,0.2118792443062154
981,0.2651920061563917
982,0.2994147755073592
983,0.23644041728233312
984,0.20993396049009894
985,0.23605423307335938
986,0.9141531161280846
987,0.25425529733617
988,0.22767521738701368
989,0.484217195898908
990,0.40799861805548987
991,0.2706118657825115
992,0.9610948937136486
993,0.33129175798445565
994,0.280085016296859
995,0.5002211305674154
996,0.30993796406566154
997,0.38752556957294004
998,0.41556464353110545
999,0.626015445831303
1000,0.23950780721196474
1001,0.24563502646423963
1002,0.41477339473609154
1003,0.21696602300454682
1004,0.23317384102040495
1005,0.2894651605312698
1006,0.23334647128116648
1007,0.21783873275184762
1008,0.23067038996305755
1009,0.3294232880931184
1010,0.4146466129043568
1011,0.2256757956004083
1012,0.5829878608630743
1013,0.3719067360729146
1014,0.48132097406359564
1015,0.21363475650503883
1016,0.3242009279437682
1017,0.35093526001254083
1018,0.2783731744402955
1019,0.2863820735775344
1020,0.4564450633901941
1021,0.23004144814257055
1022,0.30243364372075265
1023,0.38570875681161054
1024,0.2604016751568249
1025,0.36645151468639325
1026,0.34468191723648955
1027,0.8942792167366594
1028,0.2879076140317147
1029,0.9426956972104463
1030,0.8995733216242112
1031,0.8217927806772269
1032,0.8320364802974589
1033,0.5647052536578269
1034,0.9150276869831709
1035,0.8281475627232079
1036,0.7581035578943994
1037,0.5060556390732037
1038,0.4116517903197635
1039,0.8307279891620031
1040,0.9372130918471718
1041,0.6803600519609451
1042,0.25655031701887454
1043,0.6803714872227483
1044,0.26372404692265206
1045,0.3052430381921095
1046,0.5913716508696443
1047,0.6919031603487751
1048,0.21873024082892412
1049,0.1935090408045279
1050,0.2036478410445589
1051,0.22696757566974624
1052,0.30539859321507234
1053,0.23797516679517483
1054,0.37951584188771903
1055,0.26758419759652097
1056,0.4492178317009724
1057,0.502606472298727
1058,0.4091848609337606
1059,0.22333431732707554
1060,0.21041526960080836
1061,0.21283853986037193
1062,0.23577698819421367
1063,0.2234628894091537
1064,0.22257411990830667
1065,0.23933931622937066
1066,0.2919719945352065
1067,0.2041652115649195
1068,0.37820228260967936
1069,0.20461648417224854
1070,0.2038421781025369
1071,0.25907740844654004
1072,0.434127851078125
1073,0.25999763649375807
1074,0.25327994622234196
1075,0.2208537698619506
1076,0.24330434304165383
1077,0.25107326987310663
1078,0.38086232154087984
1079,0.2660270208036203
1080,0.31225923558882795
1081,0.35778225117405915
1082,0.2324952062220147
1083,0.5127426069219875
1084,0.2104479340277361
1085,0.2057840880462175
1086,0.2052348817518006
1087,0.3237307990517839
1088,0.21844246734749828
1089,0.2562417596915971
1090,0.3907593334723374
1091,0.29634279289972
1092,0.2570086767209552
1093,0.25473718557355496
1094,0.22636611781582405
1095,0.46018856415578524
1096,0.2532999281229217
1097,0.25915542936443026
1098,0.2863203169591415
1099,0.24751964545425398
1100,0.23535899511725844
1101,0.22066401530736923
1102,0.21334973690690484
1103,0.48601095294046903
1104,0.47550124544937433
1105,0.3830175171398894
1106,0.37736395694389646
1107,0.24003734174747338
1108,0.21713249249976208
1109,0.3072277561256128
1110,0.9521458691882602
1111,0.20987373474610982
1112,0.3996070316626026
1113,0.20455454722079303
1114,0.3139405201172827
1115,0.2006423995749499
1116,0.23911494834689306
1117,0.2501142488380965
1118,0.25219288215052493
1119,0.20062647992368854
1120,0.24635902012857103
1121,0.27169059560310527
1122,0.2405662186785178
1123,0.19785054326492946
1124,0.4160859577643784
1125,0.22239395345880575
1126,0.2771015664310371
1127,0.4178927065371827
1128,0.5967484096304351
1129,0.2536315136846956
1130,0.2093123722586535
1131,0.27869787838865767
1132,0.23994297718210467
1133,0.23619536793360751
1134,0.2646275703976364
1135,0.32850623621532904
1136,0.19328673762124338
1137,0.29785064075428647
1138,0.3698068530963986
1139,0.6489653248193172
1140,0.6176052487506186
1141,0.4028778767272878
1142,0.2623765614076792
1143,0.21842489170928348
1144,0.2569425310987936
1145,0.24012270239116784
1146,0.28202787246259475
1147,0.25230936220580935
1148,0.23710590787072816
1149,0.22937405366663643
1150,0.44823673925844776
1151,0.3253018528108792
1152,0.4760936257426004
1153,0.29743641799771026
1154,0.4060549440982051
1155,0.23141834374003567
1156,0.29490036608248194
1157,0.2443057702578667
1158,0.24560673056962512
1159,0.20013499877575702
1160,0.9431771181640755
1161,0.6938018763138951
1162,0.2595127012829823
1163,0.20940544914449144
1164,0.2067882528784153
1165,0.24602379708115363
1166,0.45936341726891927
1167,0.8933961695436016
1168,0.24018994220100542
1169,0.41346377566427583
1170,0.9643366854609131
1171,0.20974580726363468
1172,0.3781197218623008
1173,0.7602159296653078
1174,0.43064593697778886
1175,0.2356155255469693
1176,0.2524302129631095
1177,0.5804690944246625
1178,0.22421812166871713
1179,0.24056261495642217
1180,0.20058710653755496
1181,0.9035312683481046
1182,0.5439720282940398
1183,0.46944891163319113
1184,0.26136719489930527
1185,0.45968639741591055
1186,0.3570117351434968
1187,0.31620447308640953
1188,0.21412388786629555
1189,0.8858471439070332
1190,0.7404407064289231
1191,0.7263397573149949
1192,0.2645187235951346
1193,0.24319545032969359
1194,0.22539229664913119
1195,0.22981409835349964
1196,0.27538509009848566
1197,0.25088984235694434
1198,0.7794499414253618
1199,0.22234859888857184
1200,0.22841606527500546
1201,0.5503660491044263
1202,0.5848315073689097
1203,0.21681328988278847
1204,0.2243549020808977
1205,0.24852453136987385
1206,0.25860605758157607
1207,0.35351793689256494
1208,0.26413367582908676
1209,0.7104980036166192
1210,0.2656192715537453
1211,0.30738962154205085
1212,0.3435052282072536
1213,0.47263138993512566
1214,0.25207965827612844
1215,0.396508232827805
1216,0.9515206637544739
1217,0.24287310629626502
1218,0.4839878571636489
1219,0.8766544713641203
1220,0.3116687285567258
1221,0.23826437674294676
1222,0.26387573565700895
1223,0.23816178852868475
1224,0.2659044608303168
1225,0.5102761084572356
1226,0.2348866840103957
1227,0.31488845086872497
1228,0.28241639776189575
1229,0.23133960699638823
1230,0.43516950019611866
1231,0.265122586372568
1232,0.394195513960385
1233,0.5231317593104008
1234,0.3007129010178825
1235,0.3185194783743084
1236,0.230896885620394
1237,0.47012665180328617
1238,0.25266947714122123
1239,0.9227282279030732
1240,0.3227571314305937
1241,0.23685903310109857
1242,0.21035703409489126
1243,0.36069580998633266
1244,0.3340825072281891
1245,0.25311354323107327
1246,0.5665050877404952
1247,0.5658550345237228
1248,0.2697093766069947
1249,0.9017280136528572
1250,0.23934041990788602
1251,0.27531389307757426
1252,0.3135058784600838
1253,0.328433676597666
1254,0.22697677847812903
