Row,CL,N2,TD_U,kDN,N1,TD_P,DCP
1,1.8575567765927672,2.3004924443823507,0.3503944032855682,1.736271146963501,2.1463704632514715,0.0,2.360643046303473
2,1.8575567765927672,2.1968441832850494,1.4321270284804715,1.736271146963501,2.1463704632514715,-2.2551405187698492e-17,2.360643046303473
3,1.8575567765927672,1.5014649604099923,-0.2869308771686366,1.736271146963501,2.1463704632514715,4.336808689942018e-17,2.360643046303473
4,1.8575567765927672,2.0733258395150256,-2.6846675579618675,1.736271146963501,2.1463704632514715,4.336808689942018e-17,2.360643046303473
5,1.8575567765927672,2.2461882909432265,-0.669920504868723,1.736271146963501,2.1463704632514715,0.0,2.360643046303473
6,1.8575567765927672,2.2412338333385335,-1.0830735211848237,1.736271146963501,2.1463704632514715,1.734723475976807e-17,2.360643046303473
7,1.8575567765927672,2.003503829142479,0.6167194779934683,1.736271146963501,2.1463704632514715,-3.469446951953614e-18,2.360643046303473
8,1.8575567765927672,1.966531202071985,-1.554982052078247,1.736271146963501,2.1463704632514715,4.336808689942018e-17,2.360643046303473
9,1.8575567765927672,2.0093033418368944,-0.28206244920972046,1.736271146963501,2.1463704632514715,4.336808689942018e-17,2.360643046303473
10,-0.1541024898293146,-1.1986201593082004,1.7342877884639594,-1.203619894359797,0.0462758902749056,6.938893903907228e-18,-1.042050774192268
11,-0.19038638466948393,-0.695393288542915,0.3386957579963905,-0.7806737791731502,0.3174990273974152,-3.469446951953614e-18,-0.7522728115338104
12,-0.16022595875985882,0.6832326960829666,0.3363297025870853,0.349152775582318,-0.20590080922617757,1.0408340855860843e-17,0.5180545322639416
13,-1.2608136497062232,0.05976952959312309,-2.0977101872897777,-0.081170883284086,0.35273199668711874,6.938893903907228e-18,0.8081283353186388
14,-0.5729437252031246,-2.1603604500688527,0.3449839007368898,0.5540336928605545,-0.3152412477343384,-5.204170427930421e-18,-0.14980209726248334
15,1.2650834985845019,0.241737726267422,0.3369085296464336,-0.3515250747012778,-0.07124405078545559,1.3877787807814457e-17,0.7768871266272129
16,-0.2499940789437005,-1.3527421279844623,1.2496732437717968,-0.594745766378061,-0.2697266998956686,6.938893903907228e-18,-0.7896198151355982
17,-0.8601881397325983,0.7955464654881449,-1.560973065929913,0.5681203742234596,-0.21142415641452952,3.469446951953614e-18,0.8334331140484681
18,-0.8615477039067044,0.35358090211186266,-1.5579439586432857,1.736271146963501,-0.5404492265669095,0.0,0.5375326146665633
19,-0.6202622421056732,-2.109803843298965,-1.5381143224570262,-1.1717537752821645,-0.6544829394047292,6.938893903907228e-18,0.18862648340836038
20,1.8575567765927672,0.2106183721141143,1.4257383588380728,0.6240471061845001,-0.07977955922972128,-8.673617379884035e-18,-0.02355610397516057
21,-0.5739157437207232,-0.2135014954955325,-0.2757718680702284,-0.05761268840929469,-0.9741117704139798,8.673617379884035e-18,0.1214756086188025
22,-1.683681004501823,-0.06164850523367752,-0.6707825972760113,-1.4196627310904881,-0.6628318115275583,0.0,-2.1284658204122224
23,1.3563622371716595,0.8160131599479405,0.6140062469177807,0.42762208672955454,-1.4990877067896846,-1.734723475976807e-17,0.048615920777610296
24,-1.2169083306893176,-1.1248793304853162,-0.6646228791185732,-0.7658547574766705,-1.3471543141117308,6.938893903907228e-18,0.1646276042671996
25,-0.9509830993096787,0.6388149176945023,-0.6522020096858141,0.501776535614596,-1.3511338969004418,-1.0408340855860843e-17,-0.6809392070268769
26,-1.180894841971437,-1.6747589627586417,-0.6545564430320955,0.2424569382477453,0.5788439554036188,-3.469446951953614e-18,-1.0647833284765422
27,-0.9813126100061534,-1.5505507190785057,-0.6688303254931605,-0.9405307888390445,-0.30647888739949547,5.204170427930421e-18,-0.6107704565583841
28,0.3488050308677076,0.5454399618417567,0.60890278492508,0.17162647827869312,0.6863875742357236,0.0,0.23083893433345762
29,-1.1304471378533634,-1.1742320577635523,-0.6568525612946808,-1.4821738605893333,1.051371664008084,0.0,-1.391801855329957
30,-1.2562709856062082,-0.7250123839443348,-0.27560627938412774,-0.7599677286991569,0.0875853195108211,-5.204170427930421e-18,-0.13721905027451003
31,-1.6194387266068788,-1.2487842271630845,-0.2846491762716989,-0.4385780881235044,0.5474215629723727,8.673617379884035e-18,0.5982247048483379
32,-0.8619384463826594,-0.5915308040340923,-0.6539899471795195,-0.5856296500582087,-0.8844690360488296,6.938893903907228e-18,0.033423747960710216
33,-0.24960720273218562,0.10859417860315777,-1.5636785938214952,-0.6012467325845261,-0.4820458363276215,6.938893903907228e-18,-1.1511007769738348
34,-0.7294785792644581,-1.2084959188432733,-0.28945066721761925,-0.7118590780748507,0.6702485617618903,0.0,-0.3636127338284561
35,-0.8299732613236671,-0.13056712806133192,-1.55055557411055,-1.0613965250387962,-1.030415727257095,0.0,0.8146839162337478
36,-0.7913334120954897,0.8898008842681254,-1.544409362838104,0.6672267478992552,0.9201127982665775,-1.5612511283791264e-17,-0.3330140898762077
37,-0.6803694621880654,-0.922682323976302,-0.6676743684997939,-0.2576211682864004,-0.00919806167992984,1.734723475976807e-18,-0.45081224215158244
38,-0.8037777270694055,-0.6688952012775602,-1.5795315062847242,-0.2277724723298673,0.21149881600013676,1.0408340855860843e-17,-0.09639536552202685
39,-0.6173652080369172,0.7517892804076615,-1.5589405700267494,-0.811115529716995,-0.14580690335788393,-1.0408340855860843e-17,-1.8282822962221237
40,-1.3743672794419635,-0.29993148454761925,-0.6537258668036628,-0.5035203287872607,0.9012133339043682,-6.938893903907228e-18,0.11340951990832107
41,-0.7481140492967239,-0.0750372643590766,-1.5367348566928256,0.2344145834510818,-1.233268679803419,0.0,-0.6927494760969178
42,-1.069035468706387,-0.7115919905393394,-0.6802570436516066,-0.22118239644806614,0.08240418227590278,-1.734723475976807e-18,-1.3001873736214433
43,1.8575567765927672,0.9375315528968249,0.04247677629828832,1.736271146963501,-0.22270183277916042,4.336808689942018e-17,2.360643046303473
44,-1.1308972598557179,0.024741738353490167,-0.2660388890428321,-1.011128286796184,-0.524750475425233,-6.938893903907228e-18,0.13430287226775683
45,-0.86185060559626,-0.16886957380808984,-0.6733150812011781,0.22605528145510978,0.4430833032367848,8.673617379884035e-18,-0.2987327233407383
46,-1.1691705390105098,-1.3746446042943292,-0.6514161706600837,-1.1270484863345984,-1.3372473969073921,0.0,0.40612626729859136
47,-1.0909785871386397,0.596406745577609,-0.6534300876260103,-0.33364494208065526,0.5856536420369134,1.214306433183765e-17,0.48572138893631184
48,-0.7947909355272672,0.6283840818195287,0.6168098242464208,-0.37371510477501213,0.7483501754164378,-1.214306433183765e-17,0.3593332032676245
49,-0.6507119965776188,-0.5120847473962473,0.6119198638688418,-0.09376714507587844,0.9777189064857778,-5.204170427930421e-18,-0.17282286441924596
50,-0.520039584216213,0.5170712706442454,-1.5460838227368432,0.20636297486659827,0.21857900207701772,-3.469446951953614e-18,-0.9944613619757826
51,-1.164244198463128,0.08744750119837562,0.6068196770609218,0.11975411028518461,0.3125928320696474,-8.673617379884035e-18,-0.05076466150750204
52,-2.2658920475964077,-0.7065055164448798,-0.6407790300781633,0.19596190445938705,-0.5277149203840215,8.673617379884035e-18,0.6284275362034893
53,-0.6803109137366989,-0.06572802111214951,0.6076272094535677,-0.04747506759014551,-0.47757598380137667,0.0,-0.9355521517143538
54,-0.7871015117743859,-1.2123482766292728,-1.070338655923254,-0.6085312725729409,0.9072992695137392,-1.5612511283791264e-17,0.26501704853047015
55,-0.9378117314313489,0.5104921464622063,-0.280685210996473,0.3204603189601678,-1.7406593694899268,-1.3877787807814457e-17,-0.026454862090528036
56,-0.8246530421809698,-0.3115392343132257,-0.647026161260063,0.10177747801737763,-1.849940384508411,-3.469446951953614e-18,0.27065217400913666
57,-0.8307541885269828,-1.785853276783357,-0.6578255783658318,-0.1705787550868687,-0.5297250710306987,-1.734723475976807e-17,-0.03705269798469052
58,-0.7220686972354518,-1.1184223209116952,-0.6530371151558388,0.13340241934377745,-0.5981661198999145,1.734723475976807e-18,0.5754144320759713
59,-0.6073659495418139,0.17951643785780938,-0.6630599619967913,-1.9193167272105138,-0.36805723508521326,1.734723475976807e-18,-0.12030954194445671
60,-1.5822184133950927,-1.142732379897859,-0.6608983950152493,-0.22721788069841056,0.06754663014477333,1.734723475976807e-18,-0.07018256529133839
61,-0.4815316475332538,-0.6358193961025458,0.6048547809791208,-1.6268345613502733,-0.890802328952299,-5.204170427930421e-18,-1.1624231167481627
62,-1.6454223911760817,0.778737253190134,-0.6486627619851153,1.736271146963501,0.7711107121980465,0.0,-1.0601381016255853
63,-0.7540105938629134,-0.7136895817746695,-0.6456896473136159,0.07210738295016732,-1.0659794325499568,1.734723475976807e-18,0.42239280482594266
64,-1.4080864669849142,-0.8800886196342982,-0.28924412936462385,-0.3741877140679231,-0.08378430598815084,5.204170427930421e-18,-1.1170104797823626
65,-1.1332684793288026,1.2986706339539515,-0.6600899922345858,1.736271146963501,0.7116347925277331,8.673617379884035e-18,-0.5070212608178172
66,0.04316686935710296,-0.5997279379924277,1.2488718503277012,-0.5144377384258023,-0.2563089417945483,-5.204170427930421e-18,0.682165794154476
67,-0.31531385664495504,-0.053832870505760355,-1.5538786930506194,0.3034239381108003,-1.2586984146019062,-1.3877787807814457e-17,0.33711538397516144
68,-1.2523386205750444,0.8164422648688916,-0.646760405843152,0.19425526460168668,-0.09541484599123166,-1.734723475976807e-18,0.5461838930044836
69,1.8575567765927672,1.1522629858730915,1.4277744105207784,-0.7789365779177464,-0.4284353472179578,0.0,-0.3579173585214781
70,-1.138510834324437,0.6403237116770236,-0.6560686676211066,-0.21479803739839007,0.16647266935187943,6.938893903907228e-18,0.24590330661514478
71,-0.3782226656980054,-0.3990222381279124,-1.5580538089564446,0.19322420700677856,-1.422001834345556,-6.938893903907228e-18,0.16144249730914645
72,-0.9822023686897794,0.7052514672317303,-0.6511373015738977,0.04218103032461043,-0.7759711560897379,-1.734723475976807e-18,-0.08784646156694673
73,-0.3830802126724144,-0.9839359492482773,0.6140131072259009,-0.12884479759901515,0.08090332945222414,6.938893903907228e-18,1.0186687428782049
74,-1.0804079981505132,0.07685758321866426,0.6095785705872009,-0.7078364026422577,-0.44586849418106245,-6.938893903907228e-18,0.8963685513809259
75,-1.394679428444771,-0.5117018946583989,-0.644351262187065,0.20140101652015668,-0.5663452976679102,0.0,0.3422405568198919
76,-0.6010384758444274,0.9261033208977322,-2.7247200526573407,-1.4206337280598307,-0.14645177621073838,-8.673617379884035e-18,0.7851424700121993
77,-0.7182135926047085,0.3587942329634131,0.8459448294452682,1.736271146963501,-0.22337453871374113,3.469446951953614e-18,1.095011445286505
78,-0.5469713197182345,0.17323876910124011,0.6170345364771678,-1.2325980734225337,0.6442635275193873,-8.673617379884035e-18,0.9675899557877925
79,-0.06255538055448168,1.631359095314155,1.9817694109700559,1.736271146963501,2.1463704632514715,1.0408340855860843e-17,-0.434492338556745
80,-0.31762753928274223,-1.0679074796623804,0.6146456709712584,-0.4655837478006108,0.3708814254626026,-1.734723475976807e-18,0.7545425075246811
81,-1.4093086705997526,-1.8864303851420825,-0.6518087953557566,0.190956863624008,0.07880567094953173,1.734723475976807e-18,-0.1594632375556809
82,0.3096331744196608,-0.13528406141276184,0.6113594660277843,-1.105856766500424,0.41814000679620567,0.0,-0.3241156893792201
83,-1.3693539036152254,-1.1369349278055954,-0.27471990087475023,-0.8159332161318301,-0.29001615937058495,-3.469446951953614e-18,-1.3093790580706597
84,-0.42106013784447177,-1.3775170107907508,-1.0789026802466866,-1.3186933177232065,0.22574051009208912,-6.938893903907228e-18,-2.4722628623185927
85,-0.8990818590364057,-1.2414761863890822,-0.6483187052795962,-0.9171557986064091,-0.15346237620664582,-8.673617379884035e-18,-0.4216781375064196
86,-0.580748174336554,-0.8603295270163955,-1.538355180646599,0.15301110487333766,-0.22814717240330562,-1.734723475976807e-17,0.547557477365561
87,-0.5786464504895695,-0.8440434396781393,-0.28283031555412347,0.07023707442588138,-0.7872119007392465,-6.938893903907228e-18,-0.4526085492085576
88,-0.7664298860375691,-0.32844994736863775,-0.655016768343663,-0.9116329895040135,-0.09123476492276146,-6.938893903907228e-18,0.8599802980293111
89,-0.6970579940962941,-2.1093600067647813,-0.6440153497119389,0.11888020900198222,0.5494094602096372,-8.673617379884035e-18,-0.777431717404862
90,-0.5110569985624818,0.10488987382044905,-1.5480236819094788,0.5539460524965264,0.1395603762585827,5.204170427930421e-18,-0.0120855097290364
91,1.2563878361030807,-0.3971174013132729,-0.2709644113688194,0.7764007115780919,0.4332341193949698,-3.469446951953614e-18,0.2587874616070991
92,-0.7876926740139951,-0.09154350508821227,-1.5402578817606551,-0.5345970176713473,-0.28386071295811227,6.938893903907228e-18,-1.8028879938435427
93,-0.484317855864727,-0.24290345201763666,0.61007257109897,-0.1356932527269875,-0.06505468203983213,1.3877787807814457e-17,-1.1770225964321999
94,-1.0560457540446968,-0.3671371939123566,-0.6692470151130859,-0.46866776624679557,0.761937289349947,-6.938893903907228e-18,-0.1376732932469693
95,-0.8591906867013415,-0.09354909575165218,-0.6491693955180118,-0.5943909127472548,-0.04768400724346497,-3.469446951953614e-18,0.21453494158276873
96,0.014539524833709114,-1.800163630078559,0.6023384804293419,-2.17294735261624,0.11631287298512576,-1.0408340855860843e-17,-0.20000258098766294
97,-0.4383226346366607,0.6530955069913277,-1.550543899714813,-0.7699360609071849,0.5570158157832947,0.0,-1.6936660916643473
98,-0.4908002882258361,-0.5492574383143375,-1.5410540124710126,-0.7465021951730898,0.5092949036775747,-1.5612511283791264e-17,-0.0001468702566456688
99,-0.30161834595470605,-2.0051509301485755,-0.6427901384659175,-2.5193898231595684,0.0037161651571953596,-6.938893903907228e-18,-1.2141114944671478
100,1.2731967576939096,-0.5514431170929847,1.0649989250788243,-0.31138549312817987,-0.8411843360691488,6.938893903907228e-18,0.6547515497793752
101,1.282459682167663,0.3915949778353861,-1.5373853525170709,-0.3293596561034121,-0.17240692919107942,0.0,0.7126881227940532
102,0.702030188837088,0.7971968370351785,1.0607936514468046,1.736271146963501,-0.8052515297436248,-5.204170427930421e-18,-0.6691605242554952
