,random_sampling,training_utility_sampling,density_weighted_sampling,margin_sampling,expected_error_reduction,random_meta_sampling,random_sampling_choice,perfect_meta_sampling,perfect_sampling_choice,meta_sampling,meta_sampling_choice,meta_sampling_ideal_choice
0,0.5194584725927985,0.5174518131586385,0.31811286326226307,0.48000898362760513,0.5174518131586385,0.48071363800108435,margin_sampling,0.5174518131586385,training_utility_sampling,0.3810453407279934,training_utility_sampling,density_weighted_sampling
1,0.5598765301592,0.6654479458872866,0.451230587245713,0.5174518131586385,0.5177233550305079,0.5174518131586385,density_weighted_sampling,0.6654479458872866,training_utility_sampling,0.5434442065400227,density_weighted_sampling,training_utility_sampling
2,0.5528419171539604,0.6266675384430299,0.7127230321640381,0.4984507280159454,0.5218315763703198,0.5067581941940039,margin_sampling,0.7389455388137307,expected_error_reduction,0.5828486718627003,training_utility_sampling,training_utility_sampling
3,0.58814450671864,0.581977153833408,0.4507204663356781,0.4984507280159454,0.4984507280159454,0.4851720695710466,margin_sampling,0.673164098625053,expected_error_reduction,0.6863836185725539,density_weighted_sampling,training_utility_sampling
4,0.6265802411176599,0.5923849384966716,0.4042402169483945,0.4851720695710466,0.4936730313593232,0.5067581941940039,margin_sampling,0.6491965439276486,density_weighted_sampling,0.7887781946107877,training_utility_sampling,training_utility_sampling
5,0.48422840310845827,0.6449894907733825,0.4697333416469219,0.5260189250818795,0.482727609648757,0.4851720695710466,expected_error_reduction,0.7344037156490474,expected_error_reduction,0.7403910348116357,training_utility_sampling,training_utility_sampling
6,0.6949650426014102,0.6466300856351356,0.5970770844779334,0.4936730313593232,0.4936730313593232,0.4936730313593232,expected_error_reduction,0.7249068154914499,expected_error_reduction,0.7927940334914477,training_utility_sampling,margin_sampling
7,0.630732664295148,0.6466300856351356,0.614848801856725,0.482727609648757,0.482727609648757,0.4936730313593232,expected_error_reduction,0.7401132788078847,expected_error_reduction,0.6452488592740283,training_utility_sampling,margin_sampling
8,0.5042148544605752,0.6466300856351356,0.5529660028742452,0.44866143190402097,0.44866143190402097,0.49072518368912804,density_weighted_sampling,0.7401132788078847,margin_sampling,0.8474781545769704,margin_sampling,expected_error_reduction
9,0.579864078381479,0.8454041559786262,0.6330795915642061,0.44866143190402097,0.44866143190402097,0.4521219550189209,training_utility_sampling,0.7050883097451205,training_utility_sampling,0.6363352442181468,expected_error_reduction,margin_sampling
10,0.579864078381479,0.852135514243692,0.7437386951965349,0.670690024400837,0.44866143190402097,0.48117846399234687,density_weighted_sampling,0.8182048968958452,density_weighted_sampling,0.7653926575345524,margin_sampling,density_weighted_sampling
11,0.5272980839465369,0.8319847654451887,0.570534239993455,0.699359211559889,0.670690024400837,0.45483617405853005,expected_error_reduction,0.656810491133137,training_utility_sampling,0.8139094650205762,margin_sampling,density_weighted_sampling
12,0.6157095862196439,0.8398047367760945,0.6114384554960308,0.7190537976283785,0.6497744941214018,0.48014339827493585,density_weighted_sampling,0.7062403577111551,training_utility_sampling,0.6786724704057772,margin_sampling,training_utility_sampling
13,0.6157095862196439,0.661790352099399,0.6114384554960308,0.7363276085650208,0.7249706746517518,0.6262540945564381,density_weighted_sampling,0.8576126816382873,density_weighted_sampling,0.8182048968958452,training_utility_sampling,training_utility_sampling
14,0.6125218077763231,0.6017535132974577,0.5600832981756956,0.7046911869771013,0.8024632929760355,0.6233711911566698,density_weighted_sampling,0.8490646938703789,expected_error_reduction,0.7226340241952515,expected_error_reduction,density_weighted_sampling
15,0.6265499540797503,0.799768884813511,0.6114384554960308,0.6755230311136003,0.6713780554961316,0.6403939221759463,training_utility_sampling,0.8738542781095973,density_weighted_sampling,0.7924898828363302,margin_sampling,expected_error_reduction
16,0.683424042538507,0.7072165856375258,0.6114384554960308,0.6667696486634908,0.6691575935390136,0.7057376897594817,margin_sampling,0.8771159782235034,margin_sampling,0.7924898828363302,expected_error_reduction,margin_sampling
17,0.6722685086282608,0.8558547817652395,0.6114384554960308,0.6957417134039586,0.7869758711759932,0.7835031125777854,expected_error_reduction,0.876779719998964,expected_error_reduction,0.731024976611388,training_utility_sampling,density_weighted_sampling
18,0.6557190568138752,0.836051853438652,0.6114384554960308,0.7122440173667747,0.692511584786719,0.8576886968086352,training_utility_sampling,0.876779719998964,margin_sampling,0.7415346203041001,expected_error_reduction,density_weighted_sampling
19,0.7090132424067376,0.8695324542327344,0.7684507920701313,0.8010970367229899,0.8096151616831015,0.852445711004865,margin_sampling,0.869381356828134,training_utility_sampling,0.7423351273604895,density_weighted_sampling,density_weighted_sampling
20,0.683424042538507,0.8121580034917036,0.7603700359500571,0.7115098814196008,0.7202742048288026,0.8556124751130381,margin_sampling,0.869381356828134,training_utility_sampling,0.7704068525364796,margin_sampling,expected_error_reduction
21,0.7075602468102561,0.7738644990390618,0.6901787025541192,0.7945661479631938,0.7906126755376247,0.6700253498506363,training_utility_sampling,0.8738542781095973,density_weighted_sampling,0.7596705569723801,density_weighted_sampling,training_utility_sampling
22,0.7763829370867219,0.883876421213157,0.7104453563777366,0.7706335395393568,0.7706335395393568,0.7019140524158614,density_weighted_sampling,0.869381356828134,density_weighted_sampling,0.7539718639149567,training_utility_sampling,density_weighted_sampling
23,0.784796119402861,0.9222433395338689,0.7603700359500571,0.8150724452600501,0.8140456969403953,0.6919827186372602,expected_error_reduction,0.869381356828134,density_weighted_sampling,0.7372720815906365,training_utility_sampling,expected_error_reduction
