,random_sampling,training_utility_sampling,density_weighted_sampling,margin_sampling,expected_error_reduction,random_meta_sampling,random_sampling_choice,perfect_meta_sampling,perfect_sampling_choice,meta_sampling,meta_sampling_choice
0,0.4924291859210825,0.5347394723304181,0.4924291859210825,0.4924291859210825,0.4867361066877647,0.6335356922113,training_utility_sampling,0.6335356922113,training_utility_sampling,0.4924291859210825,training_utility_sampling
1,0.6335356922113,0.5347394723304181,0.6234317128072676,0.6093529530336625,0.5347394723304181,0.6093529530336625,expected_error_reduction,0.6335356922113,training_utility_sampling,0.5347394723304181,density_weighted_sampling
2,0.6274509803921569,0.607302659770596,0.4924291859210825,0.5347394723304181,0.6093529530336625,0.4924291859210825,density_weighted_sampling,0.6093529530336625,expected_error_reduction,0.607302659770596,training_utility_sampling
3,0.5985866585440146,0.6555156599950229,0.6335356922113,0.5347394723304181,0.6093529530336625,0.4924291859210825,training_utility_sampling,0.5686909581646424,training_utility_sampling,0.5686909581646424,training_utility_sampling
4,0.5784581374598821,0.5312883709508183,0.6234317128072676,0.5686909581646424,0.5686909581646424,0.4924291859210825,expected_error_reduction,0.5686909581646424,training_utility_sampling,0.4924291859210825,training_utility_sampling
5,0.5985866585440146,0.49105609154429336,0.6234317128072676,0.6093529530336625,0.5686909581646424,0.6093529530336625,expected_error_reduction,0.5347394723304181,training_utility_sampling,0.5347394723304181,training_utility_sampling
6,0.599465827252349,0.5015515107106974,0.6234317128072676,0.4924291859210825,0.5347394723304181,0.5347394723304181,training_utility_sampling,0.6061524526198439,training_utility_sampling,0.6061524526198439,training_utility_sampling
7,0.5060132082029892,0.5319838056680161,0.5347394723304181,0.4924291859210825,0.5347394723304181,0.5686909581646424,density_weighted_sampling,0.6061524526198439,training_utility_sampling,0.6061524526198439,training_utility_sampling
8,0.5096758289165537,0.5015515107106974,0.5347394723304181,0.6093529530336625,0.5347394723304181,0.4924291859210825,margin_sampling,0.6061524526198439,training_utility_sampling,0.6061524526198439,training_utility_sampling
9,0.5096758289165537,0.5015515107106974,0.5686909581646424,0.5347394723304181,0.4924291859210825,0.4924291859210825,margin_sampling,0.6061524526198439,training_utility_sampling,0.6061524526198439,training_utility_sampling
10,0.5683604314486621,0.5312883709508183,0.5347394723304181,0.5347394723304181,0.5347394723304181,0.6093529530336625,expected_error_reduction,0.6061524526198439,training_utility_sampling,0.6061524526198439,training_utility_sampling
11,0.5683604314486621,0.5088193811632644,0.6335356922113,0.4999089253187614,0.5076021984193846,0.5347394723304181,margin_sampling,0.6061524526198439,training_utility_sampling,0.6061524526198439,training_utility_sampling
12,0.5683604314486621,0.5390875081954568,0.6335356922113,0.5076021984193846,0.4999089253187614,0.5686909581646424,training_utility_sampling,0.6061524526198439,training_utility_sampling,0.6061524526198439,training_utility_sampling
13,0.55674908316574,0.49105609154429336,0.5347394723304181,0.565359477124183,0.565359477124183,0.5686909581646424,expected_error_reduction,0.6061524526198439,training_utility_sampling,0.6061524526198439,training_utility_sampling
14,0.5683604314486621,0.5347394723304181,0.6234317128072676,0.5076021984193846,0.5076021984193846,0.5347394723304181,density_weighted_sampling,0.6061524526198439,training_utility_sampling,0.6061524526198439,training_utility_sampling
15,0.5712574462574462,0.5347394723304181,0.5347394723304181,0.4999089253187614,0.5542642425451614,0.4924291859210825,margin_sampling,0.6061524526198439,training_utility_sampling,0.6061524526198439,training_utility_sampling
16,0.5712574462574462,0.5333448913546001,0.5686909581646424,0.5572666801048175,0.51514471811241,0.4924291859210825,training_utility_sampling,0.6061524526198439,training_utility_sampling,0.6061524526198439,training_utility_sampling
17,0.55674908316574,0.49105609154429336,0.5347394723304181,0.5556040268456376,0.5025683512841757,0.4924291859210825,margin_sampling,0.6061524526198439,density_weighted_sampling,0.6002582797492534,training_utility_sampling
18,0.55674908316574,0.49105609154429336,0.5686909581646424,0.5410791034703228,0.4928525212440151,0.4924291859210825,training_utility_sampling,0.6061524526198439,density_weighted_sampling,0.582844958879074,training_utility_sampling
19,0.5683604314486621,0.49173878835562546,0.5686909581646424,0.5460218276647447,0.5202970297029703,0.4924291859210825,density_weighted_sampling,0.6061524526198439,density_weighted_sampling,0.5770867430441898,training_utility_sampling
20,0.48639575971731447,0.6061524526198439,0.5347394723304181,0.5423246971042177,0.4936245819397993,0.4924291859210825,expected_error_reduction,0.6061524526198439,density_weighted_sampling,0.5869711931232906,training_utility_sampling
21,0.48884087656780495,0.6061524526198439,0.5686909581646424,0.5084782608695652,0.4928525212440151,0.5230872483221477,margin_sampling,0.6061524526198439,density_weighted_sampling,0.6028614541999664,training_utility_sampling
22,0.5764587913147441,0.6061524526198439,0.5347394723304181,0.5572666801048175,0.5423246971042177,0.4999089253187614,margin_sampling,0.6061524526198439,density_weighted_sampling,0.583646878483835,training_utility_sampling
23,0.5448664574393134,0.6007179930063417,0.5686909581646424,0.5202970297029703,0.5084782608695652,0.565359477124183,density_weighted_sampling,0.6061524526198439,density_weighted_sampling,0.5886715632202463,training_utility_sampling
24,0.5925575528224535,0.6061524526198439,0.5347394723304181,0.5106907894736842,0.4936245819397993,0.565359477124183,margin_sampling,0.6061524526198439,density_weighted_sampling,0.5411161481137071,training_utility_sampling
25,0.5824267324020816,0.6061524526198439,0.6234317128072676,0.5498885172798217,0.5741661302705763,0.49829139484311896,training_utility_sampling,0.6061524526198439,density_weighted_sampling,0.5752500259542513,density_weighted_sampling
