"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
316.931349206349,0.0750957872552276,0.245671176821139,513.621825396825,0.0853602648071894,0.153666438829851,590.446031746032,0.0853602648071894,0.152733778656612,358.805158730159,0.0842648634337054,0.28008849410491,596.429365079365,0.0940977723267631,0.241325235027968,690.610714285714,0.0538909778044548,0.181737622301396
