"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
56.1829365079365,0.0950297775323199,0.51681056785084,56.1829365079365,0.100525790001783,0.522037517138436,57.7829365079365,0.118791984530597,0.504244721582029,23.8607142857143,0.375433547067067,0.638830611150105,23.8607142857143,0.39714660911684,0.644129004251715,31.647619047619,0.456320124153324,0.633006498066489
