"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
2.92896825396825,1.53777611984734,0.701469081173907,8.78690476190476,0.707188342725099,0.422635916749082,8.78690476190476,0.935253010246256,0.429552526018026,2.92896825396825,1.53777611984734,0.701469081173907,5.85793650793651,0.794014846133838,0.427713464424322,8.78690476190476,0.935253010246256,0.429552526018026
