"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
0.502777777777778,0.021774552470741,0.846460322700344,2.24960317460317,0.0447080139681233,0.855260173016724,6.09484126984127,0.00471812808574232,0.766151294006484,1.20555555555556,0.0414063726976939,0.876155392491736,7.96706349206349,0.0304539824569487,0.858338943373492,13.397619047619,0.010881809988753,0.828176741661663
