"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
23.3436507936508,0.31530049661736,0.24255454374475,57.2178571428571,0.270552080909844,0.1180152254776,63.9654761904762,0.288834944051523,0.125726893059525,41.1138888888889,0.221655302668646,0.225546625620212,57.4884920634921,0.184644812517791,0.13492148422901,77.768253968254,0.236633910667853,0.135025840333748
