"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
0,0.677142821969279,0.289374603779661,0,0.660754826616377,0.374178298661917,4.64087301587302,0.407456321908072,0.359379160998307,0,0.677142821969279,0.289374603779661,0,0.660754826616377,0.374178298661917,4.64087301587302,0.407456321908072,0.359379160998307
