"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
284.365079365079,0.0471098558907194,0.0892410455726966,326.51626984127,0.0650759203966787,0.103492633812262,480.115476190476,0.0657634894132169,0.0243433744893095,298.313888888889,0.0471098558907194,0.130432965807324,335.101984126984,0.0362145243132715,0.143164178736409,410.412698412698,0.0435358752694218,0.127010120620238
