"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
688.366666666667,0.0128160651817186,0.237635793998267,822.805555555556,0.0128160651817186,0.242980300131868,1084.50317460317,0.0148910411739045,0.193590097393405,928.399206349206,0.00438029169820722,0.29489190140244,1115.10714285714,0.0030461660307491,0.296952532118837,1387.66071428571,0.00670441214901609,0.24940753801363
