,random_sampling,training_utility_sampling,density_weighted_sampling,margin_sampling,expected_error_reduction,random_meta_sampling,random_sampling_choice,perfect_meta_sampling,perfect_sampling_choice,meta_sampling,meta_sampling_choice,meta_sampling_ideal_choice
0,0.4793814432989691,0.4793814432989691,0.4793814432989691,0.47395833333333337,0.47395833333333337,0.47395833333333337,margin_sampling,0.4793814432989691,training_utility_sampling,0.4793814432989691,training_utility_sampling,training_utility_sampling
1,0.6456140350877193,0.4793814432989691,0.4793814432989691,0.47395833333333337,0.47395833333333337,0.3278886872353297,training_utility_sampling,0.4793814432989691,training_utility_sampling,0.4793814432989691,training_utility_sampling,training_utility_sampling
2,0.5673488814850072,0.4793814432989691,0.4793814432989691,0.4766839378238342,0.47395833333333337,0.2854576080853453,training_utility_sampling,0.4793814432989691,training_utility_sampling,0.4793814432989691,training_utility_sampling,training_utility_sampling
3,0.5673488814850072,0.4793814432989691,0.4793814432989691,0.4766839378238342,0.4766839378238342,0.3278886872353297,expected_error_reduction,0.4793814432989691,training_utility_sampling,0.4793814432989691,training_utility_sampling,training_utility_sampling
4,0.6456140350877193,0.4793814432989691,0.4793814432989691,0.4766839378238342,0.4766839378238342,0.3278886872353297,expected_error_reduction,0.4793814432989691,training_utility_sampling,0.4793814432989691,training_utility_sampling,training_utility_sampling
5,0.6456140350877193,0.42886904761904754,0.4793814432989691,0.4793814432989691,0.4766839378238342,0.3278886872353297,density_weighted_sampling,0.4793814432989691,density_weighted_sampling,0.42886904761904754,training_utility_sampling,density_weighted_sampling
6,0.6456140350877193,0.601420678768745,0.4793814432989691,0.4793814432989691,0.4766839378238342,0.3329256360078278,expected_error_reduction,0.4801470588235294,training_utility_sampling,0.4801470588235294,density_weighted_sampling,training_utility_sampling
7,0.5083597883597883,0.5560439560439561,0.4793814432989691,0.4793814432989691,0.4766839378238342,0.3379097093382808,margin_sampling,0.601420678768745,training_utility_sampling,0.601420678768745,training_utility_sampling,training_utility_sampling
8,0.5439244663382595,0.6467408585055643,0.4793814432989691,0.4793814432989691,0.4766839378238342,0.3278886872353297,training_utility_sampling,0.6340579710144927,expected_error_reduction,0.6115384615384616,training_utility_sampling,expected_error_reduction
9,0.5439244663382595,0.6340579710144927,0.4793814432989691,0.4793814432989691,0.4766839378238342,0.3278886872353297,margin_sampling,0.6340579710144927,training_utility_sampling,0.6115384615384616,expected_error_reduction,training_utility_sampling
10,0.5663276836158193,0.6467408585055643,0.4793814432989691,0.4793814432989691,0.4766839378238342,0.3278886872353297,expected_error_reduction,0.6606182795698925,margin_sampling,0.6467408585055643,training_utility_sampling,training_utility_sampling
11,0.5663276836158193,0.6467408585055643,0.47120418848167545,0.4793814432989691,0.4766839378238342,0.3278886872353297,density_weighted_sampling,0.6606182795698925,density_weighted_sampling,0.6467408585055643,training_utility_sampling,training_utility_sampling
12,0.5663276836158193,0.6467408585055643,0.4766839378238342,0.4793814432989691,0.4766839378238342,0.3278886872353297,margin_sampling,0.6606182795698925,density_weighted_sampling,0.6467408585055643,training_utility_sampling,training_utility_sampling
13,0.5369742874227625,0.6340579710144927,0.4766839378238342,0.4793814432989691,0.4766839378238342,0.3278886872353297,training_utility_sampling,0.6759358288770053,margin_sampling,0.6467408585055643,training_utility_sampling,training_utility_sampling
14,0.5439244663382595,0.6217228464419475,0.4766839378238342,0.4793814432989691,0.4766839378238342,0.3278886872353297,training_utility_sampling,0.6759358288770053,density_weighted_sampling,0.6606182795698925,training_utility_sampling,training_utility_sampling
15,0.551111111111111,0.591919191919192,0.4766839378238342,0.4793814432989691,0.4766839378238342,0.3278886872353297,margin_sampling,0.6759358288770053,density_weighted_sampling,0.6606182795698925,training_utility_sampling,training_utility_sampling
16,0.5369742874227625,0.5938624338624339,0.4766839378238342,0.4793814432989691,0.4766839378238342,0.3379097093382808,expected_error_reduction,0.6759358288770053,training_utility_sampling,0.667032967032967,training_utility_sampling,training_utility_sampling
17,0.5663276836158193,0.6217228464419475,0.4766839378238342,0.4793814432989691,0.4766839378238342,0.3428428428428429,density_weighted_sampling,0.6759358288770053,density_weighted_sampling,0.464475079533404,training_utility_sampling,density_weighted_sampling
18,0.5663276836158193,0.6217228464419475,0.4766839378238342,0.47120418848167545,0.4766839378238342,0.3477269849309864,margin_sampling,0.6950483091787439,margin_sampling,0.5202293202293202,density_weighted_sampling,training_utility_sampling
19,0.5663276836158193,0.591919191919192,0.4766839378238342,0.47395833333333337,0.4766839378238342,0.35256410256410253,density_weighted_sampling,0.7109697933227346,margin_sampling,0.547247624170701,training_utility_sampling,training_utility_sampling
20,0.5439244663382595,0.6320136021374788,0.4766839378238342,0.47395833333333337,0.4766839378238342,0.35735618750811576,margin_sampling,0.7109697933227346,training_utility_sampling,0.6119774011299435,training_utility_sampling,training_utility_sampling
21,0.48898809523809517,0.6320136021374788,0.4766839378238342,0.47395833333333337,0.4766839378238342,0.36210526315789476,expected_error_reduction,0.7109697933227346,density_weighted_sampling,0.6217228464419475,training_utility_sampling,training_utility_sampling
22,0.4950765035600666,0.6320136021374788,0.4766839378238342,0.47395833333333337,0.4766839378238342,0.371482683982684,expected_error_reduction,0.7109697933227346,density_weighted_sampling,0.591919191919192,training_utility_sampling,margin_sampling
23,0.48138639281129664,0.6320136021374788,0.4766839378238342,0.47395833333333337,0.4766839378238342,0.371482683982684,density_weighted_sampling,0.7109697933227346,density_weighted_sampling,0.601420678768745,training_utility_sampling,expected_error_reduction
