,estimator,query-strategy,accuracy,f1-micro,f1-macro,f1-weighted,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,best_node.mean,best_node.mean.relative,best_node.sd,best_node.sd.relative,c1,c2,can_cor.mean,can_cor.sd,cat_to_num,ch,class_conc.mean,class_conc.sd,class_ent,cls_coef,cohesiveness.mean,cohesiveness.sd,conceptvar.mean,conceptvar.sd,cor.mean,cor.sd,cov.mean,cov.sd,density,eigenvalues.mean,eigenvalues.sd,elite_nn.mean,elite_nn.mean.relative,elite_nn.sd,elite_nn.sd.relative,eq_num_attr,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,hubs.mean,hubs.sd,impconceptvar.mean,impconceptvar.sd,inst_to_attr,int,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,linear_discr.mean,linear_discr.mean.relative,linear_discr.sd,linear_discr.sd.relative,lsc,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,naive_bayes.mean,naive_bayes.mean.relative,naive_bayes.sd,naive_bayes.sd.relative,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,nre,ns_ratio,num_to_cat,one_itemset.mean,one_itemset.sd,one_nn.mean,one_nn.mean.relative,one_nn.sd,one_nn.sd.relative,p_trace,pb,random_node.mean,random_node.mean.relative,random_node.sd,random_node.sd.relative,range.mean,range.sd,roy_root,sc,sd.mean,sd.sd,sd_ratio,sil,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t1,t2,t3,t4,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,two_itemset.mean,two_itemset.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,vdb,vdu,w_lambda,wg_dist.mean,wg_dist.sd,worst_node.mean,worst_node.mean.relative,worst_node.sd,worst_node.sd.relative
0,SVCLinear,uncertainty_sampling,0.48,0.48,0.4663382594417077,0.483415435139573,0.1240309296201289,0.09991707831704266,1.532276950916775,0.5667488691051076,1.4492753623188406,0.5357142857142857,2.0,0.11293848786315641,2.0,0.992563136012236,0.02037422037422032,1.0,,0.0,3.0576752285239794,0.03393443966616143,0.07037171273314032,0.992563136012236,0.2994703899855561,5.576539855072464,1.1134425512904755,0.4968582034876803,0.04567429581428241,,,1231.0777817389583,3124.5014132542274,0.887468030690537,6955.535524296674,35478.74901174362,0.6214285714285714,6.0,0.17185792792970084,5.0,21.20236901686623,,,0.018200278074050114,,,,0.8840579710144928,,0.0,,0.5,0.071735470555157,30.517188661782665,92.50483168464388,347.7278374060666,25.490711394812784,81.38558654264175,0.8248260385061779,0.29150634267248837,2.7074275362318843,0.6716285246968652,0.69,1138.0493114500946,79.72,90.2646031723321,2.4780263023362297,0.5481061631770129,,,0.0,,0.0,,0.04347826086956519,,10,3.9,1.4491376746189437,0.09999999999999999,0.09453058330115917,49.06666666666667,32.995622605295864,0.5,0.0,inf,0.5380952380952382,3.0,0.2278759259810552,7.0,0.9558916194076874,45.649253999999985,63.53018980056046,256.03,206.80505899093095,79.77376811594203,108.80189422349925,64.55,104.51208184954143,10.13,40.01480912730872,0.04681378459278131,0.04628748758018817,0.4782608695652174,0.47710534887416395,0.04354348198540005,0.30434782608695654,0.46350162846617143,0.3188405797101449,0.469441270623243,0.5952380952380951,5.0,0.15912648933145573,3.0,9,0.09,0.13043478260869565,1.5,0.5477225575051661,1.0,0.0,100,1,0,2,0.1006060606060606,1.0,69,4.0,100,66,0.6879923392546189,31.731319722290777,,0.2932551319648094,0.1835279634198212,0.6666666666666667,7.0,0.19047619047619047,6.0,1.0,-0.05050077405718267,0.4642857142857143,1.0,0.16235930591649828,4.0,245.9,187.57218139245285,inf,0,62.39022583213597,55.62314797653894,,0.03361725360547939,,,0.05095647078255453,0.14916350064875653,0.9855072463768116,1.4492753623188406,0.2463768115942029,0.17,69.21441860465116,105.09791019361485,3.1578947368421053,1.675415633166782,0.1579173776644361,0.135539824917888,0.284375,0.1498335303113277,0.4147443808994037,0.1465431197368154,6955.535524296675,11451.318493173032,0.01,0.035754389399720275,4.574756918396373,0.00012321294658565633,0.0,3.186866759488482,0.26496549990756146,0.55,4.0,0.04821061126503949,1.0
1,SVCLinear,uncertainty_sampling,0.68,0.68,0.6031746031746031,0.7358730158730158,0.13985888222590143,0.13749567237563057,1.2703576120445093,0.4407015350052077,1.5625,0.6261904761904761,6.0,0.19985192301118176,6.0,0.9992954443621548,0.0019512195121951237,1.0,,0.0,1.840173082060237,0.03358330897307904,0.06985852225147576,0.9992954443621548,0.3030682529743268,5.14453125,1.1628671655192855,0.5046538044479318,0.020062833856832118,,,1222.9393407287157,3129.0926274249478,0.8869047619047619,6816.7121130952355,35489.85794014906,0.5595238095238095,5.0,0.21035489334442178,7.0,30.557992809794193,,,0.022620562750149377,,,,0.890625,,0.0,,0.5,0.02209708691207961,31.308882264903808,93.6045119096256,278.2865586674472,25.876582998951655,82.27471476722579,0.8205565477782042,0.3191378360095413,2.5419921875,0.6229435102812197,0.64,1114.6745583264396,76.8575,87.80268178153959,2.2369514502971866,0.42876330869473345,,,0.0,,0.0,,0.09375,,10,3.8,1.2292725943057181,0.1,0.11126833494355487,42.93333333333334,19.360644821421484,0.5,0.0,inf,0.55,3.5,0.19062494191664853,4.0,0.95751953125,42.520968,59.33848288843068,248.86,205.32556163962212,78.5828125,109.09117054403808,63.28,104.24539618737427,10.29,40.75531693639321,0.032701606109478136,0.02926976793450337,0.515625,0.47870841371073936,0.044638173371212425,0.34375,0.47871355387816905,0.328125,0.4732423621500228,0.55,3.5,0.18963106162063242,3.0,9,0.09,0.140625,1.8,0.44721359549995804,1.0,0.0,100,1,0,2,0.10888888888888888,1.0,64,6.0,100,67,0.6926588198060253,37.84694861138067,,0.36764705882352944,0.1855724372586076,0.6785714285714286,7.0,0.19351087841645412,5.0,1.0,-0.0262617209583208,0.43809523809523804,1.0,0.12202622916687345,2.0,238.57,185.25621106287838,inf,0,61.369817420244225,55.5091913665003,,0.01804226374230927,,,0.05593270868740501,0.15276520223387288,0.96875,1.5625,0.265625,0.17,68.11875,105.66923673954823,3.0526315789473686,1.5082618476808298,0.19825712630196757,0.11291388205586965,0.2875,0.14037400439935846,0.465118819994537,0.13957931695806544,6816.712113095236,11447.606249301429,0.009999999999999998,0.03603617907479459,5.719165293365481,0.00014550115767587518,0.0,3.2040585603647687,0.29413560815104417,0.5142857142857142,2.0,0.04517539514526255,1.0
2,SVCLinear,uncertainty_sampling,0.64,0.64,0.5322245322245323,0.7208316008316009,0.1070253411876533,0.1086853761188422,1.2554414058565455,0.44629191344270147,1.694915254237288,0.6599999999999999,7.0,0.11309342799999533,3.0,0.999792765854127,0.0005743825387708457,0.9999999999999996,,0.0,2.5229198971864237,0.040242268144260615,0.07162579472604397,0.999792765854127,0.34398034398034394,4.698093220338983,1.0919105555945325,0.5024492133516644,0.0344488815873613,,,1222.6717860073559,3208.533872404433,0.8883693746347165,6919.748281706604,36339.15869221288,0.6566666666666666,6.0,0.15238839267549947,4.0,24.5933282886518,,,0.02722337534953625,,,,0.8983050847457628,,0.0,,0.5,0.011984860698077044,31.38154812615902,94.01434334577766,339.65275514630827,25.79587173973469,82.37658164357131,0.8081468357895388,0.3236478477504515,2.281779661016949,0.6019871996518786,0.59,1132.0279235195967,82.82,101.62424649042902,2.2145811639469586,0.4298805377464362,,,0.0,,0.0,,0.016949152542372836,,10,4.0,1.5634719199411433,0.1,0.145022867280362,52.53333333333334,33.95974377893426,0.5,0.14142135623730948,1125899906842623.0,0.5266666666666666,3.0,0.20110804171997806,6.0,0.9531743751795461,42.980574,60.55751223990118,246.63,205.96727478613752,78.66728813559324,109.9913444266317,63.76,105.11111196531915,10.29,40.75531693639321,0.04065300776371392,0.038707195074003206,0.4915254237288136,0.4770438131837421,0.044990713354871606,0.3050847457627119,0.4643956877096258,0.2033898305084746,0.4059752420236703,0.5633333333333332,4.0,0.23436280832488315,7.0,9,0.09,0.15254237288135594,1.5,0.5477225575051661,1.0,0.0,100,1,0,2,0.11232323232323232,1.0,59,8.0,100,63,0.6930035367960177,29.881882421923226,,0.37174721189591076,0.18726331042490363,0.6433333333333333,5.0,0.2000308618164016,5.0,0.9999999999999991,-0.05149931150981074,0.49000000000000005,1.5,0.031622776601683784,1.5,236.34,185.84251071237384,1125899906842623.0,0,61.36606148829586,56.443005839548704,,0.0333812883100195,,,0.058835580551623,0.15420101716524937,0.9661016949152542,1.694915254237288,0.2542372881355932,0.15,68.49972972972972,106.92332544276745,3.263157894736842,1.7588539596743067,0.19028747628660586,0.15538328438946722,0.278125,0.16301334514218288,0.4672680556331341,0.1415410648005259,6919.748281706604,11907.175875026436,0.01,0.0371292107379371,4.681859087755322,0.00017108929230163255,8.881784197001245e-16,3.2231995018142654,0.30246710515244396,0.49000000000000005,1.5,0.031622776601683784,1.5
3,SVCLinear,uncertainty_sampling,0.56,0.56,0.4282744282744282,0.6587941787941786,0.10967873687053807,0.09656254792400668,1.2556071508461502,0.4460814268893568,1.8518518518518519,0.5933333333333333,5.0,0.2136109305012963,6.0,0.9990102708804813,0.002739726027397249,0.9999999999999999,,0.0,1.9248824698917653,0.039264109582715465,0.07135490565675363,0.9990102708804813,0.3093270365997639,4.078703703703703,0.9137466594860266,0.5051719945271395,0.02400239334312221,,,1257.8367304773801,3350.658000764965,0.8909853249475891,6972.804968553461,37835.913925342706,0.6433333333333332,6.0,0.14319976550087704,3.0,25.06520974815966,,,0.045830271815832956,,,,0.8333333333333334,,0.0,,0.5,0.026189140043946204,31.34322799582346,94.08122886405785,312.8098277657178,25.645137686068246,82.21856913848845,0.8139472616325635,0.3413385420962167,2.046875,0.5194212382637371,0.54,1124.641768261868,86.805,115.96971794308195,2.214760972053242,0.4307031129301881,,,0.0,,0.0,,0.05555555555555558,,10,3.6,0.9660917830792958,0.09999999999999999,0.13331046900437618,37.466666666666676,15.63092850492017,0.5,0.14142135623730948,4503599627370495.0,0.47666666666666657,1.0,0.23467866130961731,7.0,0.9516460905349794,44.048045999999985,62.56109402329534,240.2,202.6160722333565,78.87851851851852,110.55109712582203,64.17,104.79032022148427,10.29,40.75531693639321,0.03985644967338966,0.038692319938069035,0.5370370370370371,0.47703406954958055,0.043629245469508235,0.3148148148148148,0.4688031358190116,0.2777777777777778,0.4521089644358652,0.54,4.0,0.1871158616446301,4.0,9,0.09,0.16666666666666666,1.8,0.8366600265340756,1.0,0.0,100,1,0,2,0.12848484848484848,1.0,54,8.0,100,62,0.6924611526112329,30.50323626754096,,0.3717472118959107,0.18761027171540995,0.6733333333333332,7.0,0.1903862221387013,5.0,0.9999999999999998,-0.030609466752336424,0.5166666666666666,2.0,0.09718253158075499,2.0,229.91,182.42192712212395,4503599627370495.0,0,61.248956138318206,57.04304896188943,,0.022559684069166877,,,0.06083709853184387,0.1545874916314853,0.9814814814814815,1.8518518518518519,0.25925925925925924,0.14,69.13323529411765,108.0650945883858,2.8421052631578947,1.3442535266309141,0.19706908487134,0.12184758058765026,0.30625,0.11102427162061856,0.4672680556331341,0.14443956002759442,6972.804968553458,12283.198319098534,0.01,0.03864175932291463,5.12610985292182,0.0002044611048110169,2.2204460492503185e-16,3.290186736345998,0.30267199097752395,0.5200000000000001,3.0,0.07888106377466153,1.0
4,SVCLinear,uncertainty_sampling,0.68,0.68,0.6031746031746031,0.7358730158730158,0.08624475345844179,0.1041945540359235,1.2719497080818463,0.43985748227577204,2.0408163265306123,0.495,2.0,0.16064107680028653,2.0,0.9972943816462349,0.007468879668049877,0.9999999999999998,,0.0,1.914554333936528,0.04112604662582343,0.07131415449205158,0.9972943816462349,0.2766990291262136,3.4955357142857144,0.6445667603854158,0.5048656786380304,0.028449580938260704,,,1275.255045179688,3368.372420384268,0.8920068027210885,7055.283163265304,38081.13048968764,0.48999999999999994,1.0,0.16633299933166196,3.0,23.047124550480554,,,0.05963127946089318,,,,0.8163265306122449,,0.0,,0.5,0.04329225190938047,35.436405078678035,100.64146072529515,329.5642452705065,28.96854078648106,87.12524837049735,0.8427283890682442,0.28296491376921834,1.7359693877551021,0.3763707166625423,0.49,1136.8044886038717,89.83,117.70027462357362,2.2259721240882095,0.423413614746512,,,0.0,,0.0,,0.04081632653061229,,9,3.3333333333333335,0.7071067811865476,0.1111111111111111,0.1229204829904262,28.666666666666668,7.211102550927978,0.5,0.07856742013183865,2251799813685247.0,0.53,4.5,0.18885620632287062,5.0,0.941274468971262,45.79751399999999,65.23810809640162,238.66,202.51904611765295,80.69204081632653,113.59083220299345,65.73,107.07703778215954,11.47,41.79107608573917,0.04327196563987156,0.042092337434521634,0.4897959183673469,0.47131651419369947,0.044628187903906914,0.22448979591836735,0.42156979070537554,0.16326530612244897,0.3734377890799553,0.5150000000000001,3.0,0.2285825890132492,7.0,8,0.08,0.16326530612244897,2.0,0.816496580927726,1.0,0.0,100,1,0,2,0.12787878787878787,1.0,49,9.0,100,60,0.6912717888263618,28.394313137230103,,0.36764705882352944,0.18554220498923246,0.735,7.0,0.18863545089227882,4.0,0.9999999999999996,-0.036139638964086396,0.5950000000000001,6.0,0.20608789926199506,6.0,227.19,179.00226819848407,2251799813685247.0,0,61.68541167706284,57.29767345477376,,0.0246746072042813,,,0.0616856300655865,0.1544650168747822,0.9795918367346939,2.0408163265306123,0.2857142857142857,0.14,71.42580645161291,111.79400398164906,2.588235294117647,1.1757350641945108,0.2580005327400437,0.08275120230510061,0.3333333333333333,0.08838834764831845,0.465118819994537,0.14640082833890597,7055.283163265305,12376.626796883409,0.01,0.03837801581586543,4.900891197006688,0.00024890917107428143,4.440892098500646e-16,3.3663392884447743,0.24588847441139763,0.53,4.5,0.09486832980505135,1.0
5,SVCLinear,uncertainty_sampling,0.76,0.76,0.7242647058823529,0.7838235294117646,0.17099305698525846,0.15313327872955793,1.278346662056731,0.4370666839383633,2.272727272727273,0.6,4.0,0.19720265943665388,4.0,0.9940302114769566,0.016393442622950727,1.0,,0.0,1.7174066168605162,0.04215577396668621,0.07219700140474986,0.9940302114769566,0.2963752665245203,2.9786931818181817,0.4796230581890505,0.5044748195807185,0.039693902679417664,,,1297.8540598372733,3280.144919127924,0.8890063424947146,7006.024476744185,37214.54059338233,0.615,5.0,0.2739119891092352,7.0,22.462460887920198,,,0.07316427899619458,,,,0.7954545454545454,,0.0,,0.5,0.06428243465332248,35.6670267363553,99.60775305248104,329.3708365749935,29.23294653860859,86.6673545942765,0.8257367599946274,0.28473985062156293,1.4921875,0.31552856574234067,0.44,1133.8729343471446,91.965,118.17455213677465,2.228123921177451,0.4223524426019258,,,0.0,,0.0,,0.0,,7,3.0,0.816496580927726,0.14285714285714282,0.1349129181146963,20.0,5.849976258261415,0.5,0.10101525445522107,inf,0.575,3.0,0.2541325113662818,6.0,0.9369834710743802,47.23563599999999,65.63657654770186,237.33,203.0310248969528,80.77204545454545,112.21496194367286,65.875,106.27994230504473,11.51,41.7978528760809,0.044252952356236414,0.04189048240821545,0.4772727272727273,0.47289527911098195,0.04142016716031644,0.22727272727272727,0.42391510578572117,0.29545454545454547,0.4615215208036401,0.41,1.0,0.13498971154211056,2.0,6,0.06,0.13636363636363635,1.5,0.5773502691896257,1.0,0.0,100,1,0,2,0.12787878787878787,1.0,44,9.0,100,58,0.6890092384766586,27.887262747263414,,0.3663003663003663,0.18366918484868136,0.7,7.0,0.19293061504650377,3.0,1.0,-0.03219396838320763,0.63,6.0,0.21239376429431991,5.0,225.82,179.46842833121588,inf,0,61.92689113272351,56.59607574092681,,0.021560099053792026,,,0.06325667448284324,0.15438303753590843,0.9772727272727273,2.272727272727273,0.29545454545454547,0.13,71.26142857142858,109.48691206073603,2.3076923076923075,1.1821319289469756,0.2524478085859489,0.12362330601958614,0.375,0.10206207261596575,0.4643980477223427,0.14532551225525672,7006.024476744187,11864.308116566604,0.01,0.04363319029645518,4.876498093206592,0.000310099342296709,0.0,3.4291281983640123,0.2108703282736003,0.54,2.0,0.05163977794943222,1.0
6,SVCLinear,uncertainty_sampling,0.72,0.72,0.6666666666666667,0.7573333333333333,0.10080672770561931,0.14952652621062712,1.2937787405914616,0.4304373033148181,2.5641025641025643,0.4666666666666667,2.0,0.23959842947608692,6.0,0.9957274520849256,0.0117647058823529,0.9999999999999997,,0.0,1.978351811634543,0.047379268558939064,0.07487005698630747,0.9957274520849256,0.3055555555555556,2.465544871794872,0.33762446472898816,0.504717386707328,0.03736345414724846,,,1308.877263048842,3195.5334436170747,0.8893387314439946,6945.698960863699,36408.54070435072,0.4083333333333333,1.0,0.1687371394276382,3.0,19.32259699770967,,,0.08835945801166044,,,,0.717948717948718,,0.0,,0.5,0.054392829322042084,39.36165949904136,102.24843314589717,371.7715969616052,31.1323009163013,88.47734818679193,0.8169072024719733,0.28107215515611184,1.220352564102564,0.22910172102971788,0.39,1138.9829927438861,86.605,102.76412864596107,2.2379744315884262,0.4135971226095571,,,0.0,,0.0,,0.0,,7,3.2857142857142856,1.3801311186847083,0.14285714285714288,0.16274622631152424,25.466666666666665,14.110673659011148,0.5,0.30304576336566325,1501199875790164.2,0.675,6.0,0.23717082451262844,5.0,0.9296515450361604,49.014756000000006,66.51846550849251,234.44,203.24276770961032,82.05282051282053,113.23875008823981,67.41,107.21168478078944,11.86,42.166581626456356,0.05153176108796091,0.054560678032487056,0.48717948717948717,0.46436859139334874,0.04829116266024687,0.23076923076923078,0.42683279491835413,0.15384615384615385,0.36551776819519566,0.5083333333333333,3.0,0.25594776666198765,7.0,6,0.06,0.15384615384615385,1.2,0.44721359549995804,1.0,0.0,100,1,0,2,0.12808080808080807,1.0,39,10.0,100,57,0.6901856760188042,24.10643364939686,,0.3663003663003663,0.17652502305025686,0.7916666666666667,7.0,0.20126912147485332,4.0,0.9999999999999993,-0.05438820932434241,0.5666666666666667,5.0,0.10971343143406388,2.0,222.58,178.6596097656551,1501199875790164.2,0,61.979563109302426,55.99632669810138,,0.033681323586146804,,,0.06386215794662141,0.1540961708419423,0.9487179487179487,2.5641025641025643,0.3333333333333333,0.13,72.5236,110.37661194146507,2.6153846153846154,1.5566235649883124,0.17006964590348148,0.1857257341293428,0.3482142857142857,0.15978151935869,0.4643980477223427,0.14187803462013432,6945.698960863699,11546.807347313083,0.009999999999999998,0.04339513606969397,4.25660043833829,0.0005724371289809134,6.66133814775094e-16,3.5201998346018835,0.1795499909722116,0.5416666666666667,4.0,0.09001028747788695,1.0
7,SVCLinear,uncertainty_sampling,0.76,0.76,0.7242647058823529,0.7838235294117646,0.09520977615245878,0.09313013720083291,1.2987326447291923,0.42755690712010413,2.9411764705882355,0.475,2.0,0.3558375617755528,7.0,0.9899927915575186,0.027303754266211677,0.9999999999999996,,0.0,1.928574689373463,0.05312096145942216,0.07641459600186047,0.9899927915575186,0.33684210526315794,2.032169117647059,0.30368585786529423,0.5035753157213368,0.054095543702129226,,,1311.8438209186336,3021.674973024162,0.893048128342246,6495.659491978611,34470.04435060762,0.4083333333333333,1.0,0.2559477666619876,5.0,16.425210119625863,,,0.10442762911382358,,,,0.6764705882352942,,0.0,,0.5,0.08318903308077032,38.27314605406891,98.9993058860051,381.2598277921353,30.320049176633464,85.69874640373843,0.7909659369359359,0.3279730321767368,0.9963235294117647,0.19386523727848826,0.34,1099.1012489946827,78.3225,88.60501598286201,2.2284526736037775,0.4056971735659515,,,0.0,,0.0,,0.0,,5,2.6,0.8944271909999159,0.2,0.18058919332951473,12.666666666666668,1.49071198499986,0.5,0.14142135623730948,1125899906842623.0,0.7166666666666667,6.0,0.17213259316477408,3.0,0.9230103806228374,49.32610199999999,66.63936543065518,225.9,199.7883476041179,80.76852941176472,109.67737556564622,67.22,106.2333128904336,11.93,42.15585680099816,0.06027276268293297,0.06241354539546644,0.47058823529411764,0.4676716222708858,0.04842562810689096,0.23529411764705882,0.4305615452020461,0.3235294117647059,0.47485807993381707,0.5833333333333333,5.0,0.2721655269759087,6.0,4,0.04,0.11764705882352941,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,100,1,0,2,0.14222222222222222,1.0,34,10.0,100,58,0.6862107122427636,20.547587781254066,,0.36900369003690037,0.17083572153256388,0.825,7.0,0.15441046788541443,2.0,0.9999999999999991,-0.05465309104176623,0.5,3.0,0.20786985482077452,4.0,213.97,175.25470382309632,1125899906842623.0,0,60.481319128859795,53.53814394412122,,0.036058887657353766,,,0.06606010749149806,0.15394126945029094,0.9411764705882353,2.9411764705882355,0.38235294117647056,0.13,71.41681818181817,106.93610357073231,2.0,1.118033988749895,0.35355339059327373,0.0,0.4,0.05590169943749474,0.46583748383368645,0.14044822166301085,6495.65949197861,10159.873383405598,0.01,0.06120919804473878,3.956117924388155,0.0008373300693812851,8.881784197001245e-16,3.599915217960611,0.2023224892060875,0.5666666666666667,4.0,0.11653431646335016,1.0
8,SVCLinear,uncertainty_sampling,0.8,0.8000000000000002,0.7771836007130124,0.8142602495543672,0.10370956254397899,0.10656398734311523,1.3017498456669012,0.42125233510705923,3.4482758620689653,0.5333333333333333,3.0,0.23306863292670035,5.0,0.9922666387194963,0.021176470588235352,0.9999999999999999,,0.0,1.689364183155431,0.05639401429046074,0.08112820132795015,0.9922666387194963,0.3783783783783784,1.5765086206896552,0.21744447908725933,0.5082866296286477,0.05150417855111475,,,1332.427739214808,2962.5651557987476,0.8940886699507389,6442.241379310344,33950.5298214447,0.4833333333333333,2.0,0.2283867199010496,4.0,15.280730620936696,,,0.1345987361798971,,,,0.6206896551724138,,0.0,,0.5,0.0731489773641256,40.83113508059099,101.62924330546028,384.8274323517732,32.136114652313736,87.43853073255526,0.8234818387749673,0.3564196394668945,0.78125,0.1466944178629264,0.29,1092.1198633104932,78.12,88.0436393173432,2.229080673178525,0.4008339689396901,,,0.0,,0.0,,0.0,,5,2.4,0.5477225575051661,0.2,0.18473234808246722,11.333333333333334,1.825741858350554,0.5,0.14142135623730948,4503599627370495.0,0.6166666666666666,6.0,0.2944968506821905,7.0,0.915576694411415,50.838354,69.94832244580644,222.51,200.08682433565502,81.31793103448275,110.45214539015433,68.95,108.74131800941281,12.47,42.43032434759868,0.06493581120787215,0.07056234606886509,0.5517241379310345,0.47330703393997703,0.05886451139582465,0.3103448275862069,0.4708236154307584,0.41379310344827586,0.5012300141587652,0.5666666666666667,5.0,0.22498285257018433,3.0,4,0.04,0.13793103448275862,1.3333333333333333,0.5773502691896257,1.0,0.0,100,2,0,2,0.14424242424242426,1.0,29,12.0,100,55,0.6877868229921127,19.046717234343113,,0.36900369003690037,0.16867973940265013,0.7999999999999999,7.0,0.23306863292670038,6.0,0.9999999999999998,-0.04599680929123734,0.45,1.0,0.15811388300841897,1.5,210.04,174.69754064402483,4503599627370495.0,1,60.576866759574514,52.92155995417113,,0.031287383476150676,,,0.07027689839049507,0.15733094830344654,0.9655172413793104,3.4482758620689653,0.41379310344827586,0.12,71.97210526315789,108.0380209251166,1.7777777777777777,0.97182531580755,0.32808838596972456,0.1666852663448028,0.45,0.06846531968814576,0.46583748383368645,0.14319127570757462,6442.241379310345,9879.280633427368,0.01,0.05451178971484186,3.8827064218358776,0.0011473032200657032,2.2204460492503185e-16,3.7085807166915448,0.20648898803117918,0.5499999999999999,4.0,0.15811388300841897,1.5
9,SVCLinear,uncertainty_sampling,0.76,0.76,0.7395833333333333,0.7716666666666667,0.11189040894031613,0.16303107680971468,0.9109977550281677,0.2102750458295947,4.166666666666667,0.7833333333333333,6.0,0.24907235301622105,4.0,0.954434002924965,0.11764705882352944,1.0,,0.0,1.5987081389230842,0.06288581919870077,0.11761539578210531,0.954434002924965,0.3142857142857143,1.16796875,0.2128598495655421,0.49039685564087643,0.10617842607885568,,,1283.8420103205974,2839.9652341097953,0.8804347826086957,6136.605597826083,32514.190037448323,0.6833333333333333,4.0,0.24152294576982397,3.0,22.818139766030757,,,0.08212965789213139,,,,0.4583333333333333,,0.0,,0.5,0.1767766952966369,41.42060403041575,101.38111301690289,412.29421294106385,32.589392246262065,87.36017085551215,0.7883243123935975,0.32103789531551147,0.5533854166666666,0.17683172929257196,0.24,1051.447270230191,76.39,84.2482152195331,1.8236038958788623,0.22088803149316077,,,0.0,,0.0,,0.0,,3,1.6666666666666667,0.5773502691896257,0.3333333333333333,0.19094065395649332,6.0,0.0,0.5,0.23570226039551584,inf,0.5,1.0,0.35136418446315326,6.0,0.890625,49.993272,67.74321033550312,216.12,201.0166725081843,81.51208333333334,110.2007824256035,71.855,112.98740197495695,12.87,42.545674803021335,0.04182786207427066,0.08273282182232368,0.4583333333333333,0.441207600997654,0.06794376541458569,0.16666666666666666,0.38069349381344053,0.20833333333333334,0.4148511169990534,0.7,5.0,0.2810913475705226,5.0,2,0.02,0.08333333333333333,1.0,0.0,1.0,0.0,100,2,0,2,0.1511111111111111,1.0,24,14.0,100,54,0.6615632381579821,20.779687267079918,,0.5050505050505051,0.15496946819091054,0.8666666666666666,7.0,0.21942686286812776,2.0,1.0,-0.007795347843481736,0.65,3.0,0.38849186082326864,7.0,203.25,174.88353267246177,inf,1,59.229448757279506,51.52696653734132,,0.019263884645099632,,,0.07595568539996662,0.15989681159489508,0.875,4.166666666666667,0.4166666666666667,0.1,73.405,109.69129571981506,1.2,0.8366600265340756,0.35355339059327373,0.0,0.5,0.0,0.4999742334449884,0.16478356024727725,6136.605597826087,9272.012045642461,0.01,0.07177405625652733,3.468926443563782,0.0018680344174145421,0.0,3.81477561628272,0.23988133785915966,0.6166666666666666,2.0,0.15811388300841897,1.0
